business_unit,office,product_type,trip_date,shift_type,trip_id,trip_direction,actual_escort,vendor_id,planned_cab_registration,actual_cab_registration,actual_cab_capacity,planned_km,traveled_km,planned_start_epoch,planned_end_epoch,actual_start_epoch,actual_end_epoch,delay_reason,delay_minutes,route_source,actual_cab_fuel_type,is_driver_nc,is_cab_nc,trip_nodal,plannedemployee_cnt,actualemployee_cnt,noshow_cnt
pinnacle-Slc,Clearwater Campus,CAB,"May 4, 2026",15:30,"3,000,011",LOGOUT,false,Rohan Mikhailov Travel,KA 10 AB,KA 10 AB,4,12.5,13.1,"1,777,888,800","1,777,892,400","1,777,888,800","1,777,892,400",NODELAY,0,AUTO,Electric,False,False,NA,2,2,0
pinnacle-Slc,Oakmont Office,CAB,"May 4, 2026",15:30,"3,000,012",LOGOUT,false,Pooja Mikhailov Travel,KA 11 AB,KA 11 AB,4,12.5,13.1,"1,777,888,800","1,777,892,400","1,777,891,920","1,777,895,520",DRIVER,52,AUTO,Diesel,False,False,NA,2,2,0
pinnacle-Slc,Clearwater Campus,CAB,"May 4, 2026",09:00,"3,000,013",LOGIN,false,Rohan Mikhailov Travel,KA 12 AB,KA 12 AB,4,12.5,13.1,"1,777,865,400","1,777,869,000","1,777,865,400","1,777,869,000",NODELAY,0,AUTO,Diesel,False,False,NA,2,2,0
pinnacle-Slc,Oakmont Office,CAB,"May 4, 2026",09:00,"3,000,014",LOGIN,false,Pooja Mikhailov Travel,KA 13 AB,KA 13 AB,4,12.5,13.1,"1,777,865,400","1,777,869,000","1,777,865,400","1,777,869,000",NODELAY,0,AUTO,Diesel,False,False,NA,2,2,0
pinnacle-Slc,Clearwater Campus,CAB,"May 4, 2026",15:30,"3,000,015",LOGOUT,false,Rohan Mikhailov Travel,KA 14 AB,KA 14 AB,4,12.5,13.1,"1,777,888,800","1,777,892,400","1,777,888,800","1,777,892,400",NODELAY,0,AUTO,Diesel,False,False,NA,2,2,0
pinnacle-Slc,Oakmont Office,CAB,"May 4, 2026",15:30,"3,000,016",LOGOUT,false,Pooja Mikhailov Travel,KA 15 AB,KA 15 AB,4,12.5,13.1,"1,777,888,800","1,777,892,400","1,777,888,800","1,777,892,400",NODELAY,0,AUTO,Electric,False,False,NA,2,2,0
pinnacle-Slc,Clearwater Campus,CAB,"May 4, 2026",09:00,"3,000,017",LOGIN,false,Rohan Mikhailov Travel,KA 16 AB,KA 16 AB,4,12.5,13.1,"1,777,865,400","1,777,869,000","1,777,865,400","1,777,869,000",NODELAY,0,AUTO,Diesel,False,False,NA,2,2,0
pinnacle-Slc,Oakmont Office,CAB,"May 4, 2026",09:00,"3,000,018",LOGIN,false,Pooja Mikhailov Travel,KA 17 AB,KA 17 AB,4,12.5,13.1,"1,777,865,400","1,777,869,000","1,777,865,400","1,777,869,000",NODELAY,0,AUTO,Diesel,False,False,NA,2,2,0
pinnacle-Slc,Clearwater Campus,CAB,"May 4, 2026",15:30,"3,000,019",LOGOUT,false,Rohan Mikhailov Travel,KA 18 AB,KA 18 AB,4,12.5,13.1,"1,777,888,800","1,777,892,400","1,777,888,800","1,777,892,400",NODELAY,0,AUTO,Diesel,False,False,NA,2,2,0
pinnacle-Slc,Oakmont Office,CAB,"May 4, 2026",15:30,"3,000,020",LOGOUT,false,Pooja Mikhailov Travel,KA 19 AB,KA 19 AB,4,12.5,13.1,"1,777,888,800","1,777,892,400","1,777,888,800","1,777,892,400",NODELAY,0,AUTO,Diesel,False,False,NA,2,2,0
orbit-Slc,Eastgate Office,BUS,"May 4, 2026",10:00,"3,000,001",LOGIN,true,Rohan Mikhailov Travel,OR 01 ZZ,OR 01 ZZ,12,20.0,21.0,"1,777,869,000","1,777,872,600","1,777,869,000","1,777,872,600",NODELAY,0,SHUTTLE_SERVICE,Electric,false,false,SHUTTLE,8,8,0
orbit-Slc,Eastgate Office,BUS,"May 4, 2026",10:00,"3,000,002",LOGIN,true,Rohan Mikhailov Travel,OR 01 ZZ,OR 01 ZZ,12,20.0,21.0,"1,777,869,000","1,777,872,600","1,777,869,000","1,777,872,600",NODELAY,0,SHUTTLE_SERVICE,Electric,false,false,SHUTTLE,8,8,0
orbit-Slc,Eastgate Office,BUS,"May 4, 2026",10:00,"3,000,003",LOGIN,true,Rohan Mikhailov Travel,OR 01 ZZ,OR 01 ZZ,12,20.0,21.0,"1,777,869,000","1,777,872,600","1,777,869,000","1,777,872,600",NODELAY,0,SHUTTLE_SERVICE,Electric,false,false,SHUTTLE,8,8,0
orbit-Slc,Eastgate Office,BUS,"May 4, 2026",10:00,"1,200,023",LOGIN,true,Rohan Mikhailov Travel,OR 01 ZZ,OR 01 ZZ,12,20.0,21.0,"1,777,869,000","1,777,872,600","1,777,869,000","1,777,872,600",NODELAY,0,SHUTTLE_SERVICE,Electric,false,false,SHUTTLE,8,8,0
orbit-Slc,Eastgate Office,BUS,"May 4, 2026",10:00,"1,200,024",LOGIN,true,Rohan Mikhailov Travel,OR 01 ZZ,OR 01 ZZ,12,20.0,21.0,"1,777,869,000","1,777,872,600","1,777,869,000","1,777,872,600",NODELAY,0,SHUTTLE_SERVICE,Electric,false,false,SHUTTLE,8,8,0
pinnacle-Slc,Clearwater Campus,CAB,"May 5, 2026",09:00,"3,000,021",LOGIN,false,Rohan Mikhailov Travel,KA 00 AB,KA 00 AB,4,12.5,13.1,"1,777,951,800","1,777,955,400","1,777,952,700","1,777,956,300",TRAFFIC,15,AUTO,Electric,False,False,NA,2,2,0
pinnacle-Slc,Oakmont Office,CAB,"May 5, 2026",09:00,"3,000,022",LOGIN,false,Pooja Mikhailov Travel,KA 01 AB,KA 01 AB,4,12.5,13.1,"1,777,951,800","1,777,955,400","1,777,951,800","1,777,955,400",NODELAY,0,AUTO,Diesel,False,False,NA,2,2,0
pinnacle-Slc,Clearwater Campus,CAB,"May 5, 2026",15:30,"3,000,023",LOGOUT,false,Rohan Mikhailov Travel,KA 02 AB,KA 02 AB,4,12.5,13.1,"1,777,975,200","1,777,978,800","1,777,975,200","1,777,978,800",NODELAY,0,AUTO,Diesel,False,False,NA,2,2,0
pinnacle-Slc,Oakmont Office,CAB,"May 5, 2026",15:30,"3,000,024",LOGOUT,false,Pooja Mikhailov Travel,KA 03 AB,KA 03 AB,4,12.5,13.1,"1,777,975,200","1,777,978,800","1,777,975,200","1,777,978,800",NODELAY,0,AUTO,Diesel,False,False,NA,2,5,0
pinnacle-Slc,Clearwater Campus,CAB,"May 5, 2026",09:00,"3,000,025",LOGIN,false,Rohan Mikhailov Travel,KA 04 AB,KA 04 AB,4,12.5,13.1,"1,777,951,800","1,777,955,400","1,777,951,800","1,777,955,400",NODELAY,0,AUTO,Diesel,False,False,NA,2,2,0
pinnacle-Slc,Oakmont Office,CAB,"May 5, 2026",09:00,"3,000,026",LOGIN,false,Pooja Mikhailov Travel,KA 05 AB,KA 05 AB,4,12.5,13.1,"1,777,951,800","1,777,955,400","1,777,951,800","1,777,955,400",NODELAY,0,AUTO,Electric,False,False,NA,2,2,0
pinnacle-Slc,Clearwater Campus,CAB,"May 5, 2026",15:30,"3,000,027",LOGOUT,false,Rohan Mikhailov Travel,KA 06 AB,KA 06 AB,4,12.5,13.1,"1,777,975,200","1,777,978,800","1,777,975,200","1,777,978,800",NODELAY,0,AUTO,Diesel,False,False,NA,2,2,0
pinnacle-Slc,Oakmont Office,CAB,"May 5, 2026",15:30,"3,000,028",LOGOUT,false,Pooja Mikhailov Travel,KA 07 AB,KA 07 AB,4,12.5,13.1,"1,777,975,200","1,777,978,800","1,777,975,200","1,777,978,800",NODELAY,0,AUTO,Diesel,False,False,NA,2,2,0
pinnacle-Slc,Clearwater Campus,CAB,"May 5, 2026",09:00,"3,000,029",LOGIN,false,Rohan Mikhailov Travel,KA 08 AB,KA 08 AB,4,12.5,13.1,"1,777,951,800","1,777,955,400","1,777,951,800","1,777,955,400",NODELAY,0,AUTO,Diesel,False,False,NA,2,2,0
pinnacle-Slc,Oakmont Office,CAB,"May 5, 2026",09:00,"3,000,030",LOGIN,false,Pooja Mikhailov Travel,KA 09 AB,KA 09 AB,4,12.5,13.1,"1,777,951,800","1,777,955,400","1,777,951,800","1,777,955,400",NODELAY,0,AUTO,Diesel,False,False,NA,2,2,0
pinnacle-Slc,Clearwater Campus,CAB,"May 5, 2026",15:30,"3,000,031",LOGOUT,false,Rohan Mikhailov Travel,KA 10 AB,KA 10 AB,4,12.5,13.1,"1,777,975,200","1,777,978,800","1,777,975,200","1,777,978,800",NODELAY,0,AUTO,Electric,False,False,NA,2,2,0
pinnacle-Slc,Oakmont Office,CAB,"May 5, 2026",15:30,"3,000,032",LOGOUT,false,Pooja Mikhailov Travel,KA 11 AB,KA 11 AB,4,12.5,13.1,"1,777,975,200","1,777,978,800","1,777,978,320","1,777,981,920",EMPLOYEE,52,AUTO,Diesel,False,False,NA,2,2,0
pinnacle-Slc,Clearwater Campus,CAB,"May 5, 2026",09:00,"3,000,033",LOGIN,false,Rohan Mikhailov Travel,KA 12 AB,KA 12 AB,4,12.5,13.1,"1,777,951,800","1,777,955,400","1,777,951,800","1,777,955,400",NODELAY,0,AUTO,Diesel,False,False,NA,2,2,0
pinnacle-Slc,Oakmont Office,CAB,"May 5, 2026",09:00,"3,000,034",LOGIN,false,Pooja Mikhailov Travel,KA 13 AB,KA 13 AB,4,12.5,13.1,"1,777,951,800","1,777,955,400","1,777,951,800","1,777,955,400",NODELAY,0,AUTO,Diesel,False,False,NA,2,2,0
pinnacle-Slc,Clearwater Campus,CAB,"May 5, 2026",15:30,"3,000,035",LOGOUT,false,Rohan Mikhailov Travel,KA 14 AB,KA 14 AB,4,12.5,13.1,"1,777,975,200","1,777,978,800","1,777,975,200","1,777,978,800",NODELAY,0,AUTO,Diesel,False,False,NA,2,2,0
pinnacle-Slc,Oakmont Office,CAB,"May 5, 2026",15:30,"3,000,036",LOGOUT,false,Pooja Mikhailov Travel,KA 15 AB,KA 15 AB,4,12.5,13.1,"1,777,975,200","1,777,978,800","1,777,975,200","1,777,978,800",NODELAY,0,AUTO,Electric,False,False,NA,2,2,0
pinnacle-Slc,Clearwater Campus,CAB,"May 5, 2026",09:00,"3,000,037",LOGIN,false,Rohan Mikhailov Travel,KA 16 AB,KA 16 AB,4,12.5,13.1,"1,777,951,800","1,777,955,400","1,777,951,800","1,777,955,400",NODELAY,0,AUTO,Diesel,False,False,NA,2,2,0
pinnacle-Slc,Oakmont Office,CAB,"May 5, 2026",09:00,"3,000,038",LOGIN,false,Pooja Mikhailov Travel,KA 17 AB,KA 17 AB,4,12.5,13.1,"1,777,951,800","1,777,955,400","1,777,951,800","1,777,955,400",NODELAY,0,AUTO,Diesel,False,False,NA,2,2,0
pinnacle-Slc,Clearwater Campus,CAB,"May 5, 2026",15:30,"3,000,039",LOGOUT,false,Rohan Mikhailov Travel,KA 18 AB,KA 18 AB,4,12.5,13.1,"1,777,975,200","1,777,978,800","1,777,975,200","1,777,978,800",NODELAY,0,AUTO,Diesel,False,False,NA,2,2,0
pinnacle-Slc,Oakmont Office,CAB,"May 5, 2026",15:30,"3,000,040",LOGOUT,false,Pooja Mikhailov Travel,KA 19 AB,KA 19 AB,4,12.5,13.1,"1,777,975,200","1,777,978,800","1,777,975,200","1,777,978,800",NODELAY,0,AUTO,Diesel,False,False,NA,2,2,0
orbit-Slc,Eastgate Office,BUS,"May 5, 2026",10:00,"1,200,045",LOGIN,true,Rohan Mikhailov Travel,OR 01 ZZ,OR 01 ZZ,12,20.0,21.0,"1,777,955,400","1,777,959,000","1,777,955,400","1,777,959,000",NODELAY,0,SHUTTLE_SERVICE,Electric,false,false,SHUTTLE,8,8,0
orbit-Slc,Eastgate Office,BUS,"May 5, 2026",10:00,"1,200,046",LOGIN,true,Rohan Mikhailov Travel,OR 01 ZZ,OR 01 ZZ,12,20.0,21.0,"1,777,955,400","1,777,959,000","1,777,955,400","1,777,959,000",NODELAY,0,SHUTTLE_SERVICE,Electric,false,false,SHUTTLE,8,8,0
orbit-Slc,Eastgate Office,BUS,"May 5, 2026",10:00,"1,200,047",LOGIN,true,Rohan Mikhailov Travel,OR 01 ZZ,OR 01 ZZ,12,20.0,21.0,"1,777,955,400","1,777,959,000","1,777,955,400","1,777,959,000",NODELAY,0,SHUTTLE_SERVICE,Electric,false,false,SHUTTLE,8,8,0
orbit-Slc,Eastgate Office,BUS,"May 5, 2026",10:00,"1,200,048",LOGIN,true,Rohan Mikhailov Travel,OR 01 ZZ,OR 01 ZZ,12,20.0,21.0,"1,777,955,400","1,777,959,000","1,777,955,400","1,777,959,000",NODELAY,0,SHUTTLE_SERVICE,Electric,false,false,SHUTTLE,8,8,0
orbit-Slc,Eastgate Office,BUS,"May 5, 2026",10:00,"1,200,049",LOGIN,true,Rohan Mikhailov Travel,OR 01 ZZ,OR 01 ZZ,12,20.0,21.0,"1,777,955,400","1,777,959,000","1,777,955,400","1,777,959,000",NODELAY,0,SHUTTLE_SERVICE,Electric,false,false,SHUTTLE,8,8,0
pinnacle-Slc,Clearwater Campus,CAB,"May 6, 2026",09:00,"3,000,041",LOGIN,false,Rohan Mikhailov Travel,KA 00 AB,KA 00 AB,4,12.5,13.1,"1,778,038,200","1,778,041,800","1,778,039,100","1,778,042,700",DRIVER,15,AUTO,Electric,False,False,NA,2,2,0
pinnacle-Slc,Oakmont Office,CAB,"May 6, 2026",09:00,"3,000,042",LOGIN,false,Pooja Mikhailov Travel,KA 01 AB,KA 01 AB,4,12.5,13.1,"1,778,038,200","1,778,041,800","1,778,038,200","1,778,041,800",NODELAY,0,AUTO,Diesel,False,False,NA,2,2,0
pinnacle-Slc,Clearwater Campus,CAB,"May 6, 2026",15:30,"3,000,043",LOGOUT,false,Rohan Mikhailov Travel,KA 02 AB,KA 02 AB,4,12.5,13.1,"1,778,061,600","1,778,065,200","1,778,061,600","1,778,065,200",NODELAY,0,AUTO,Diesel,False,False,NA,2,2,0
pinnacle-Slc,Oakmont Office,CAB,"May 6, 2026",15:30,"3,000,044",LOGOUT,false,Pooja Mikhailov Travel,KA 03 AB,KA 03 AB,4,12.5,13.1,"1,778,061,600","1,778,065,200","1,778,061,600","1,778,065,200",NODELAY,0,AUTO,Diesel,False,False,NA,2,5,0
pinnacle-Slc,Clearwater Campus,CAB,"May 6, 2026",09:00,"3,000,045",LOGIN,false,Rohan Mikhailov Travel,KA 04 AB,KA 04 AB,4,12.5,13.1,"1,778,038,200","1,778,041,800","1,778,038,200","1,778,041,800",NODELAY,0,AUTO,Diesel,False,False,NA,2,2,0
pinnacle-Slc,Oakmont Office,CAB,"May 6, 2026",09:00,"3,000,046",LOGIN,false,Pooja Mikhailov Travel,KA 05 AB,KA 05 AB,4,12.5,13.1,"1,778,038,200","1,778,041,800","1,778,038,200","1,778,041,800",NODELAY,0,AUTO,Electric,False,False,NA,2,2,0
pinnacle-Slc,Clearwater Campus,CAB,"May 6, 2026",15:30,"3,000,047",LOGOUT,false,Rohan Mikhailov Travel,KA 06 AB,KA 06 AB,4,12.5,13.1,"1,778,061,600","1,778,065,200","1,778,061,600","1,778,065,200",NODELAY,0,AUTO,Diesel,False,False,NA,2,2,0
pinnacle-Slc,Oakmont Office,CAB,"May 6, 2026",15:30,"3,000,048",LOGOUT,false,Pooja Mikhailov Travel,KA 07 AB,KA 07 AB,4,12.5,13.1,"1,778,061,600","1,778,065,200","1,778,061,600","1,778,065,200",NODELAY,0,AUTO,Diesel,False,False,NA,2,2,0
pinnacle-Slc,Clearwater Campus,CAB,"May 6, 2026",09:00,"3,000,049",LOGIN,false,Rohan Mikhailov Travel,KA 08 AB,KA 08 AB,4,12.5,13.1,"1,778,038,200","1,778,041,800","1,778,038,200","1,778,041,800",NODELAY,0,AUTO,Diesel,False,False,NA,2,2,0
pinnacle-Slc,Oakmont Office,CAB,"May 6, 2026",09:00,"3,000,050",LOGIN,false,Pooja Mikhailov Travel,KA 09 AB,KA 09 AB,4,12.5,13.1,"1,778,038,200","1,778,041,800","1,778,038,200","1,778,041,800",NODELAY,0,AUTO,Diesel,False,False,NA,2,2,0
pinnacle-Slc,Clearwater Campus,CAB,"May 6, 2026",15:30,"3,000,051",LOGOUT,false,Rohan Mikhailov Travel,KA 10 AB,KA 10 AB,4,12.5,13.1,"1,778,061,600","1,778,065,200","1,778,061,600","1,778,065,200",NODELAY,0,AUTO,Electric,False,False,NA,2,2,0
pinnacle-Slc,Oakmont Office,CAB,"May 6, 2026",15:30,"3,000,052",LOGOUT,false,Pooja Mikhailov Travel,KA 11 AB,KA 11 AB,4,12.5,13.1,"1,778,061,600","1,778,065,200","1,778,064,720","1,778,068,320",TRAFFIC,52,AUTO,Diesel,False,False,NA,2,2,0
pinnacle-Slc,Clearwater Campus,CAB,"May 6, 2026",09:00,"3,000,053",LOGIN,false,Rohan Mikhailov Travel,KA 12 AB,KA 12 AB,4,12.5,13.1,"1,778,038,200","1,778,041,800","1,778,038,200","1,778,041,800",NODELAY,0,AUTO,Diesel,False,False,NA,2,2,0
pinnacle-Slc,Oakmont Office,CAB,"May 6, 2026",09:00,"3,000,054",LOGIN,false,Pooja Mikhailov Travel,KA 13 AB,KA 13 AB,4,12.5,13.1,"1,778,038,200","1,778,041,800","1,778,038,200","1,778,041,800",NODELAY,0,AUTO,Diesel,False,False,NA,2,2,0
pinnacle-Slc,Clearwater Campus,CAB,"May 6, 2026",15:30,"3,000,055",LOGOUT,false,Rohan Mikhailov Travel,KA 14 AB,KA 14 AB,4,12.5,13.1,"1,778,061,600","1,778,065,200","1,778,061,600","1,778,065,200",NODELAY,0,AUTO,Diesel,False,False,NA,2,2,0
pinnacle-Slc,Oakmont Office,CAB,"May 6, 2026",15:30,"3,000,056",LOGOUT,false,Pooja Mikhailov Travel,KA 15 AB,KA 15 AB,4,12.5,13.1,"1,778,061,600","1,778,065,200","1,778,061,600","1,778,065,200",NODELAY,0,AUTO,Electric,False,False,NA,2,2,0
pinnacle-Slc,Clearwater Campus,CAB,"May 6, 2026",09:00,"3,000,057",LOGIN,false,Rohan Mikhailov Travel,KA 16 AB,KA 16 AB,4,12.5,13.1,"1,778,038,200","1,778,041,800","1,778,038,200","1,778,041,800",NODELAY,0,AUTO,Diesel,False,False,NA,2,2,0
pinnacle-Slc,Oakmont Office,CAB,"May 6, 2026",09:00,"3,000,058",LOGIN,false,Pooja Mikhailov Travel,KA 17 AB,KA 17 AB,4,12.5,13.1,"1,778,038,200","1,778,041,800","1,778,038,200","1,778,041,800",NODELAY,0,AUTO,Diesel,False,False,NA,2,2,0
pinnacle-Slc,Clearwater Campus,CAB,"May 6, 2026",15:30,"3,000,059",LOGOUT,false,Rohan Mikhailov Travel,KA 18 AB,KA 18 AB,4,12.5,13.1,"1,778,061,600","1,778,065,200","1,778,061,600","1,778,065,200",NODELAY,0,AUTO,Diesel,False,False,NA,2,2,0
pinnacle-Slc,Oakmont Office,CAB,"May 6, 2026",15:30,"3,000,060",LOGOUT,false,Pooja Mikhailov Travel,KA 19 AB,KA 19 AB,4,12.5,13.1,"1,778,061,600","1,778,065,200","1,778,061,600","1,778,065,200",NODELAY,0,AUTO,Diesel,False,False,NA,2,2,0
orbit-Slc,Eastgate Office,BUS,"May 6, 2026",10:00,"1,200,070",LOGIN,true,Rohan Mikhailov Travel,OR 01 ZZ,OR 01 ZZ,12,20.0,21.0,"1,778,041,800","1,778,045,400","1,778,041,800","1,778,045,400",NODELAY,0,SHUTTLE_SERVICE,Electric,false,false,SHUTTLE,8,8,0
orbit-Slc,Eastgate Office,BUS,"May 6, 2026",10:00,"1,200,071",LOGIN,true,Rohan Mikhailov Travel,OR 01 ZZ,OR 01 ZZ,12,20.0,21.0,"1,778,041,800","1,778,045,400","1,778,041,800","1,778,045,400",NODELAY,0,SHUTTLE_SERVICE,Electric,false,false,SHUTTLE,8,8,0
orbit-Slc,Eastgate Office,BUS,"May 6, 2026",10:00,"1,200,072",LOGIN,true,Rohan Mikhailov Travel,OR 01 ZZ,OR 01 ZZ,12,20.0,21.0,"1,778,041,800","1,778,045,400","1,778,041,800","1,778,045,400",NODELAY,0,SHUTTLE_SERVICE,Electric,false,false,SHUTTLE,8,8,0
orbit-Slc,Eastgate Office,BUS,"May 6, 2026",10:00,"1,200,073",LOGIN,true,Rohan Mikhailov Travel,OR 01 ZZ,OR 01 ZZ,12,20.0,21.0,"1,778,041,800","1,778,045,400","1,778,041,800","1,778,045,400",NODELAY,0,SHUTTLE_SERVICE,Electric,false,false,SHUTTLE,8,8,0
orbit-Slc,Eastgate Office,BUS,"May 6, 2026",10:00,"1,200,074",LOGIN,true,Rohan Mikhailov Travel,OR 01 ZZ,OR 01 ZZ,12,20.0,21.0,"1,778,041,800","1,778,045,400","1,778,041,800","1,778,045,400",NODELAY,0,SHUTTLE_SERVICE,Electric,false,false,SHUTTLE,8,8,0
pinnacle-Slc,Clearwater Campus,CAB,"May 7, 2026",09:00,"3,000,061",LOGIN,false,Rohan Mikhailov Travel,KA 00 AB,KA 00 AB,4,12.5,13.1,"1,778,124,600","1,778,128,200","1,778,125,500","1,778,129,100",EMPLOYEE,15,AUTO,Electric,False,False,NA,2,2,0
pinnacle-Slc,Oakmont Office,CAB,"May 7, 2026",09:00,"3,000,062",LOGIN,false,Pooja Mikhailov Travel,KA 01 AB,KA 01 AB,4,12.5,13.1,"1,778,124,600","1,778,128,200","1,778,124,600","1,778,128,200",NODELAY,0,AUTO,Diesel,False,False,NA,2,2,0
pinnacle-Slc,Clearwater Campus,CAB,"May 7, 2026",15:30,"3,000,063",LOGOUT,false,Rohan Mikhailov Travel,KA 02 AB,KA 02 AB,4,12.5,13.1,"1,778,148,000","1,778,151,600","1,778,148,000","1,778,151,600",NODELAY,0,AUTO,Diesel,False,False,NA,2,2,0
pinnacle-Slc,Oakmont Office,CAB,"May 7, 2026",15:30,"3,000,064",LOGOUT,false,Pooja Mikhailov Travel,KA 03 AB,KA 03 AB,4,12.5,13.1,"1,778,148,000","1,778,151,600","1,778,148,000","1,778,151,600",NODELAY,0,AUTO,Diesel,False,False,NA,2,5,0
pinnacle-Slc,Clearwater Campus,CAB,"May 7, 2026",09:00,"3,000,065",LOGIN,false,Rohan Mikhailov Travel,KA 04 AB,KA 04 AB,4,12.5,13.1,"1,778,124,600","1,778,128,200","1,778,124,600","1,778,128,200",NODELAY,0,AUTO,Diesel,False,False,NA,2,2,0
pinnacle-Slc,Oakmont Office,CAB,"May 7, 2026",09:00,"3,000,066",LOGIN,false,Pooja Mikhailov Travel,KA 05 AB,KA 05 AB,4,12.5,13.1,"1,778,124,600","1,778,128,200","1,778,124,600","1,778,128,200",NODELAY,0,AUTO,Electric,False,False,NA,2,2,0
pinnacle-Slc,Clearwater Campus,CAB,"May 7, 2026",15:30,"3,000,067",LOGOUT,false,Rohan Mikhailov Travel,KA 06 AB,KA 06 AB,4,12.5,13.1,"1,778,148,000","1,778,151,600","1,778,148,000","1,778,151,600",NODELAY,0,AUTO,Diesel,False,False,NA,2,2,0
pinnacle-Slc,Oakmont Office,CAB,"May 7, 2026",15:30,"3,000,068",LOGOUT,false,Pooja Mikhailov Travel,KA 07 AB,KA 07 AB,4,12.5,13.1,"1,778,148,000","1,778,151,600","1,778,148,000","1,778,151,600",NODELAY,0,AUTO,Diesel,False,False,NA,2,2,0
pinnacle-Slc,Clearwater Campus,CAB,"May 7, 2026",09:00,"3,000,069",LOGIN,false,Rohan Mikhailov Travel,KA 08 AB,KA 08 AB,4,12.5,13.1,"1,778,124,600","1,778,128,200","1,778,124,600","1,778,128,200",NODELAY,0,AUTO,Diesel,False,False,NA,2,2,0
pinnacle-Slc,Oakmont Office,CAB,"May 7, 2026",09:00,"3,000,070",LOGIN,false,Pooja Mikhailov Travel,KA 09 AB,KA 09 AB,4,12.5,13.1,"1,778,124,600","1,778,128,200","1,778,124,600","1,778,128,200",NODELAY,0,AUTO,Diesel,False,False,NA,2,2,0
pinnacle-Slc,Clearwater Campus,CAB,"May 7, 2026",15:30,"3,000,071",LOGOUT,false,Rohan Mikhailov Travel,KA 10 AB,KA 10 AB,4,12.5,13.1,"1,778,148,000","1,778,151,600","1,778,148,000","1,778,151,600",NODELAY,0,AUTO,Electric,False,False,NA,2,2,0
