business_unit,trip_id,trip_type,trip_date,stwid,route_rating,driver_rating,cab_rating,safety_rating,marshal_rating,creation_time
pinnacle-Slc,"3,000,021",LOGIN,"May 5, 2026, 9:00 AM","100,042",5,5,5,4,0,"May 5, 2026, 11:00 AM"
pinnacle-Slc,"3,000,022",LOGIN,"May 5, 2026, 9:00 AM","100,043",5,5,5,4,0,"May 5, 2026, 11:00 AM"
pinnacle-Slc,"3,000,022",LOGIN,"May 5, 2026, 9:00 AM","100,044",5,5,5,4,0,"May 5, 2026, 11:00 AM"
pinnacle-Slc,"3,000,023",LOGOUT,"May 5, 2026, 3:30 PM","100,045",5,5,5,4,0,"May 5, 2026, 5:30 PM"
pinnacle-Slc,"3,000,023",LOGOUT,"May 5, 2026, 3:30 PM","100,046",5,5,5,4,0,"May 5, 2026, 5:30 PM"
pinnacle-Slc,"3,000,024",LOGOUT,"May 5, 2026, 3:30 PM","100,047",5,5,5,4,0,"May 5, 2026, 5:30 PM"
pinnacle-Slc,"3,000,024",LOGOUT,"May 5, 2026, 3:30 PM","100,048",5,5,5,4,0,"May 5, 2026, 5:30 PM"
pinnacle-Slc,"3,000,025",LOGIN,"May 5, 2026, 9:00 AM","100,049",5,5,5,4,0,"May 5, 2026, 11:00 AM"
pinnacle-Slc,"3,000,025",LOGIN,"May 5, 2026, 9:00 AM","100,050",5,5,5,4,0,"May 5, 2026, 11:00 AM"
pinnacle-Slc,"3,000,026",LOGIN,"May 5, 2026, 9:00 AM","100,051",5,2,5,4,0,"May 5, 2026, 11:00 AM"
pinnacle-Slc,"3,000,026",LOGIN,"May 5, 2026, 9:00 AM","100,052",5,5,5,4,0,"May 5, 2026, 11:00 AM"
pinnacle-Slc,"3,000,027",LOGOUT,"May 5, 2026, 3:30 PM","100,053",5,5,5,4,0,"May 5, 2026, 5:30 PM"
pinnacle-Slc,"3,000,027",LOGOUT,"May 5, 2026, 3:30 PM","100,054",5,5,5,4,0,"May 5, 2026, 5:30 PM"
pinnacle-Slc,"3,000,028",LOGOUT,"May 5, 2026, 3:30 PM","100,055",5,5,5,4,0,"May 5, 2026, 5:30 PM"
pinnacle-Slc,"3,000,028",LOGOUT,"May 5, 2026, 3:30 PM","100,056",5,5,5,4,0,"May 5, 2026, 5:30 PM"
pinnacle-Slc,"3,000,029",LOGIN,"May 5, 2026, 9:00 AM","100,057",5,5,5,4,0,"May 5, 2026, 11:00 AM"
pinnacle-Slc,"3,000,029",LOGIN,"May 5, 2026, 9:00 AM","100,058",5,5,5,4,0,"May 5, 2026, 11:00 AM"
pinnacle-Slc,"3,000,030",LOGIN,"May 5, 2026, 9:00 AM","100,059",5,5,5,4,0,"May 5, 2026, 11:00 AM"
pinnacle-Slc,"3,000,030",LOGIN,"May 5, 2026, 9:00 AM","100,060",5,5,5,4,0,"May 5, 2026, 11:00 AM"
pinnacle-Slc,"3,000,031",LOGOUT,"May 5, 2026, 3:30 PM","100,061",5,5,5,4,0,"May 5, 2026, 5:30 PM"
pinnacle-Slc,"3,000,031",LOGOUT,"May 5, 2026, 3:30 PM","100,062",5,5,5,4,0,"May 5, 2026, 5:30 PM"
pinnacle-Slc,"3,000,032",LOGOUT,"May 5, 2026, 3:30 PM","100,063",5,5,5,4,0,"May 5, 2026, 5:30 PM"
pinnacle-Slc,"3,000,032",LOGOUT,"May 5, 2026, 3:30 PM","100,064",5,5,5,4,0,"May 5, 2026, 5:30 PM"
pinnacle-Slc,"3,000,033",LOGIN,"May 5, 2026, 9:00 AM","100,065",5,5,5,4,0,"May 5, 2026, 11:00 AM"
pinnacle-Slc,"3,000,033",LOGIN,"May 5, 2026, 9:00 AM","100,066",5,5,5,4,0,"May 5, 2026, 11:00 AM"
pinnacle-Slc,"3,000,034",LOGIN,"May 5, 2026, 9:00 AM","100,067",5,5,5,4,0,"May 5, 2026, 11:00 AM"
pinnacle-Slc,"3,000,034",LOGIN,"May 5, 2026, 9:00 AM","100,068",5,5,5,4,0,"May 5, 2026, 11:00 AM"
pinnacle-Slc,"3,000,035",LOGOUT,"May 5, 2026, 3:30 PM","100,069",5,5,5,4,0,"May 5, 2026, 5:30 PM"
pinnacle-Slc,"3,000,035",LOGOUT,"May 5, 2026, 3:30 PM","100,070",5,5,5,4,0,"May 5, 2026, 5:30 PM"
pinnacle-Slc,"3,000,036",LOGOUT,"May 5, 2026, 3:30 PM","100,071",5,5,5,4,0,"May 5, 2026, 5:30 PM"
pinnacle-Slc,"3,000,036",LOGOUT,"May 5, 2026, 3:30 PM","100,072",5,5,5,4,0,"May 5, 2026, 5:30 PM"
pinnacle-Slc,"3,000,037",LOGIN,"May 5, 2026, 9:00 AM","100,073",5,5,5,4,0,"May 5, 2026, 11:00 AM"
pinnacle-Slc,"3,000,037",LOGIN,"May 5, 2026, 9:00 AM","100,074",5,5,5,4,0,"May 5, 2026, 11:00 AM"
pinnacle-Slc,"3,000,038",LOGIN,"May 5, 2026, 9:00 AM","100,075",5,5,5,4,0,"May 5, 2026, 11:00 AM"
pinnacle-Slc,"3,000,038",LOGIN,"May 5, 2026, 9:00 AM","100,076",5,5,5,4,0,"May 5, 2026, 11:00 AM"
pinnacle-Slc,"3,000,039",LOGOUT,"May 5, 2026, 3:30 PM","100,077",5,5,5,4,0,"May 5, 2026, 5:30 PM"
pinnacle-Slc,"3,000,039",LOGOUT,"May 5, 2026, 3:30 PM","100,078",5,5,5,4,0,"May 5, 2026, 5:30 PM"
pinnacle-Slc,"3,000,040",LOGOUT,"May 5, 2026, 3:30 PM","100,079",5,5,5,4,0,"May 5, 2026, 5:30 PM"
pinnacle-Slc,"3,000,040",LOGOUT,"May 5, 2026, 3:30 PM","100,080",5,5,5,4,0,"May 5, 2026, 5:30 PM"
pinnacle-Slc,"3,000,041",LOGIN,"May 6, 2026, 9:00 AM","100,081",5,5,5,4,0,"May 6, 2026, 11:00 AM"
pinnacle-Slc,"3,000,041",LOGIN,"May 6, 2026, 9:00 AM","100,082",5,5,5,4,0,"May 6, 2026, 11:00 AM"
pinnacle-Slc,"3,000,042",LOGIN,"May 6, 2026, 9:00 AM","100,083",5,5,5,4,0,"May 6, 2026, 11:00 AM"
pinnacle-Slc,"3,000,042",LOGIN,"May 6, 2026, 9:00 AM","100,084",5,5,5,4,0,"May 6, 2026, 11:00 AM"
pinnacle-Slc,"3,000,043",LOGOUT,"May 6, 2026, 3:30 PM","100,085",5,5,5,4,0,"May 6, 2026, 5:30 PM"
pinnacle-Slc,"3,000,043",LOGOUT,"May 6, 2026, 3:30 PM","100,086",5,5,5,4,0,"May 6, 2026, 5:30 PM"
pinnacle-Slc,"3,000,044",LOGOUT,"May 6, 2026, 3:30 PM","100,087",5,5,5,4,0,"May 6, 2026, 5:30 PM"
pinnacle-Slc,"3,000,044",LOGOUT,"May 6, 2026, 3:30 PM","100,088",5,5,5,4,0,"May 6, 2026, 5:30 PM"
pinnacle-Slc,"3,000,045",LOGIN,"May 6, 2026, 9:00 AM","100,089",5,5,5,4,0,"May 6, 2026, 11:00 AM"
pinnacle-Slc,"3,000,045",LOGIN,"May 6, 2026, 9:00 AM","100,090",5,5,5,4,0,"May 6, 2026, 11:00 AM"
pinnacle-Slc,"3,000,046",LOGIN,"May 6, 2026, 9:00 AM","100,091",5,2,5,4,0,"May 6, 2026, 11:00 AM"
pinnacle-Slc,"3,000,046",LOGIN,"May 6, 2026, 9:00 AM","100,092",5,5,5,4,0,"May 6, 2026, 11:00 AM"
pinnacle-Slc,"3,000,047",LOGOUT,"May 6, 2026, 3:30 PM","100,093",5,5,5,4,0,"May 6, 2026, 5:30 PM"
pinnacle-Slc,"3,000,047",LOGOUT,"May 6, 2026, 3:30 PM","100,094",5,5,5,4,0,"May 6, 2026, 5:30 PM"
pinnacle-Slc,"3,000,048",LOGOUT,"May 6, 2026, 3:30 PM","100,095",5,5,5,4,0,"May 6, 2026, 5:30 PM"
pinnacle-Slc,"3,000,048",LOGOUT,"May 6, 2026, 3:30 PM","100,096",5,5,5,4,0,"May 6, 2026, 5:30 PM"
pinnacle-Slc,"3,000,049",LOGIN,"May 6, 2026, 9:00 AM","100,097",5,5,5,4,0,"May 6, 2026, 11:00 AM"
pinnacle-Slc,"3,000,049",LOGIN,"May 6, 2026, 9:00 AM","100,098",5,5,5,4,0,"May 6, 2026, 11:00 AM"
pinnacle-Slc,"3,000,050",LOGIN,"May 6, 2026, 9:00 AM","100,099",5,5,5,4,0,"May 6, 2026, 11:00 AM"
pinnacle-Slc,"3,000,050",LOGIN,"May 6, 2026, 9:00 AM","100,100",5,5,5,4,0,"May 6, 2026, 11:00 AM"
pinnacle-Slc,"3,000,051",LOGOUT,"May 6, 2026, 3:30 PM","100,101",5,5,5,4,0,"May 6, 2026, 5:30 PM"
pinnacle-Slc,"3,000,051",LOGOUT,"May 6, 2026, 3:30 PM","100,102",5,5,5,4,0,"May 6, 2026, 5:30 PM"
pinnacle-Slc,"3,000,052",LOGOUT,"May 6, 2026, 3:30 PM","100,103",5,5,5,4,0,"May 6, 2026, 5:30 PM"
pinnacle-Slc,"3,000,052",LOGOUT,"May 6, 2026, 3:30 PM","100,104",5,5,5,4,0,"May 6, 2026, 5:30 PM"
pinnacle-Slc,"3,000,053",LOGIN,"May 6, 2026, 9:00 AM","100,105",5,5,5,4,0,"May 6, 2026, 11:00 AM"
pinnacle-Slc,"3,000,053",LOGIN,"May 6, 2026, 9:00 AM","100,106",5,5,5,4,0,"May 6, 2026, 11:00 AM"
pinnacle-Slc,"3,000,054",LOGIN,"May 6, 2026, 9:00 AM","100,107",5,5,5,4,0,"May 6, 2026, 11:00 AM"
pinnacle-Slc,"3,000,054",LOGIN,"May 6, 2026, 9:00 AM","100,108",5,5,5,4,0,"May 6, 2026, 11:00 AM"
pinnacle-Slc,"3,000,055",LOGOUT,"May 6, 2026, 3:30 PM","100,109",5,5,5,4,0,"May 6, 2026, 5:30 PM"
pinnacle-Slc,"3,000,055",LOGOUT,"May 6, 2026, 3:30 PM","100,110",5,5,5,4,0,"May 6, 2026, 5:30 PM"
pinnacle-Slc,"3,000,056",LOGOUT,"May 6, 2026, 3:30 PM","100,111",5,5,5,4,0,"May 6, 2026, 5:30 PM"
pinnacle-Slc,"3,000,056",LOGOUT,"May 6, 2026, 3:30 PM","100,112",5,5,5,4,0,"May 6, 2026, 5:30 PM"
pinnacle-Slc,"3,000,057",LOGIN,"May 6, 2026, 9:00 AM","100,113",5,5,5,4,0,"May 6, 2026, 11:00 AM"
pinnacle-Slc,"3,000,057",LOGIN,"May 6, 2026, 9:00 AM","100,114",5,5,5,4,0,"May 6, 2026, 11:00 AM"
pinnacle-Slc,"3,000,058",LOGIN,"May 6, 2026, 9:00 AM","100,115",5,5,5,4,0,"May 6, 2026, 11:00 AM"
pinnacle-Slc,"3,000,058",LOGIN,"May 6, 2026, 9:00 AM","100,116",5,5,5,4,0,"May 6, 2026, 11:00 AM"
pinnacle-Slc,"3,000,059",LOGOUT,"May 6, 2026, 3:30 PM","100,117",5,5,5,4,0,"May 6, 2026, 5:30 PM"
pinnacle-Slc,"3,000,059",LOGOUT,"May 6, 2026, 3:30 PM","100,118",5,5,5,4,0,"May 6, 2026, 5:30 PM"
pinnacle-Slc,"3,000,060",LOGOUT,"May 6, 2026, 3:30 PM","100,119",5,5,5,4,0,"May 6, 2026, 5:30 PM"
pinnacle-Slc,"3,000,060",LOGOUT,"May 6, 2026, 3:30 PM","100,120",5,5,5,4,0,"May 6, 2026, 5:30 PM"
pinnacle-Slc,"3,000,061",LOGIN,"May 7, 2026, 9:00 AM","100,121",5,5,5,4,0,"May 7, 2026, 11:00 AM"
pinnacle-Slc,"3,000,061",LOGIN,"May 7, 2026, 9:00 AM","100,122",5,5,5,4,0,"May 7, 2026, 11:00 AM"
pinnacle-Slc,"3,000,062",LOGIN,"May 7, 2026, 9:00 AM","100,123",5,5,5,4,0,"May 7, 2026, 11:00 AM"
pinnacle-Slc,"3,000,062",LOGIN,"May 7, 2026, 9:00 AM","100,124",5,5,5,4,0,"May 7, 2026, 11:00 AM"
pinnacle-Slc,"3,000,063",LOGOUT,"May 7, 2026, 3:30 PM","100,125",5,5,5,4,0,"May 7, 2026, 5:30 PM"
pinnacle-Slc,"3,000,063",LOGOUT,"May 7, 2026, 3:30 PM","100,126",5,5,5,4,0,"May 7, 2026, 5:30 PM"
pinnacle-Slc,"3,000,064",LOGOUT,"May 7, 2026, 3:30 PM","100,127",5,5,5,4,0,"May 7, 2026, 5:30 PM"
pinnacle-Slc,"3,000,064",LOGOUT,"May 7, 2026, 3:30 PM","100,128",5,5,5,4,0,"May 7, 2026, 5:30 PM"
pinnacle-Slc,"3,000,065",LOGIN,"May 7, 2026, 9:00 AM","100,129",5,5,5,4,0,"May 7, 2026, 11:00 AM"
pinnacle-Slc,"3,000,065",LOGIN,"May 7, 2026, 9:00 AM","100,130",5,5,5,4,0,"May 7, 2026, 11:00 AM"
pinnacle-Slc,"3,000,066",LOGIN,"May 7, 2026, 9:00 AM","100,131",5,2,5,4,0,"May 7, 2026, 11:00 AM"
pinnacle-Slc,"3,000,066",LOGIN,"May 7, 2026, 9:00 AM","100,132",5,5,5,4,0,"May 7, 2026, 11:00 AM"
pinnacle-Slc,"3,000,067",LOGOUT,"May 7, 2026, 3:30 PM","100,133",5,5,5,4,0,"May 7, 2026, 5:30 PM"
pinnacle-Slc,"3,000,067",LOGOUT,"May 7, 2026, 3:30 PM","100,134",5,5,5,4,0,"May 7, 2026, 5:30 PM"
pinnacle-Slc,"3,000,068",LOGOUT,"May 7, 2026, 3:30 PM","100,135",5,5,5,4,0,"May 7, 2026, 5:30 PM"
pinnacle-Slc,"3,000,068",LOGOUT,"May 7, 2026, 3:30 PM","100,136",5,5,5,4,0,"May 7, 2026, 5:30 PM"
pinnacle-Slc,"3,000,069",LOGIN,"May 7, 2026, 9:00 AM","100,137",5,5,5,4,0,"May 7, 2026, 11:00 AM"
pinnacle-Slc,"3,000,069",LOGIN,"May 7, 2026, 9:00 AM","100,138",5,5,5,4,0,"May 7, 2026, 11:00 AM"
pinnacle-Slc,"3,000,070",LOGIN,"May 7, 2026, 9:00 AM","100,139",5,5,5,4,0,"May 7, 2026, 11:00 AM"
pinnacle-Slc,"3,000,070",LOGIN,"May 7, 2026, 9:00 AM","100,140",5,5,5,4,0,"May 7, 2026, 11:00 AM"
pinnacle-Slc,"3,000,071",LOGOUT,"May 7, 2026, 3:30 PM","100,141",5,5,5,4,0,"May 7, 2026, 5:30 PM"
pinnacle-Slc,"3,000,071",LOGOUT,"May 7, 2026, 3:30 PM","100,142",5,5,5,4,0,"May 7, 2026, 5:30 PM"
pinnacle-Slc,"3,000,072",LOGOUT,"May 7, 2026, 3:30 PM","100,143",5,5,5,4,0,"May 7, 2026, 5:30 PM"
pinnacle-Slc,"3,000,072",LOGOUT,"May 7, 2026, 3:30 PM","100,144",5,5,5,4,0,"May 7, 2026, 5:30 PM"
pinnacle-Slc,"3,000,073",LOGIN,"May 7, 2026, 9:00 AM","100,145",5,5,5,4,0,"May 7, 2026, 11:00 AM"
pinnacle-Slc,"3,000,073",LOGIN,"May 7, 2026, 9:00 AM","100,146",5,5,5,4,0,"May 7, 2026, 11:00 AM"
pinnacle-Slc,"3,000,074",LOGIN,"May 7, 2026, 9:00 AM","100,147",5,5,5,4,0,"May 7, 2026, 11:00 AM"
pinnacle-Slc,"3,000,074",LOGIN,"May 7, 2026, 9:00 AM","100,148",5,5,5,4,0,"May 7, 2026, 11:00 AM"
pinnacle-Slc,"3,000,075",LOGOUT,"May 7, 2026, 3:30 PM","100,149",5,5,5,4,0,"May 7, 2026, 5:30 PM"
pinnacle-Slc,"3,000,075",LOGOUT,"May 7, 2026, 3:30 PM","100,150",5,5,5,4,0,"May 7, 2026, 5:30 PM"
pinnacle-Slc,"3,000,076",LOGOUT,"May 7, 2026, 3:30 PM","100,151",5,5,5,4,0,"May 7, 2026, 5:30 PM"
pinnacle-Slc,"3,000,076",LOGOUT,"May 7, 2026, 3:30 PM","100,152",5,5,5,4,0,"May 7, 2026, 5:30 PM"
pinnacle-Slc,"3,000,077",LOGIN,"May 7, 2026, 9:00 AM","100,153",5,5,5,4,0,"May 7, 2026, 11:00 AM"
pinnacle-Slc,"3,000,077",LOGIN,"May 7, 2026, 9:00 AM","100,154",5,5,5,4,0,"May 7, 2026, 11:00 AM"
pinnacle-Slc,"3,000,078",LOGIN,"May 7, 2026, 9:00 AM","100,155",5,5,5,4,0,"May 7, 2026, 11:00 AM"
pinnacle-Slc,"3,000,078",LOGIN,"May 7, 2026, 9:00 AM","100,156",5,5,5,4,0,"May 7, 2026, 11:00 AM"
pinnacle-Slc,"3,000,079",LOGOUT,"May 7, 2026, 3:30 PM","100,157",5,5,5,4,0,"May 7, 2026, 5:30 PM"
pinnacle-Slc,"3,000,079",LOGOUT,"May 7, 2026, 3:30 PM","100,158",5,5,5,4,0,"May 7, 2026, 5:30 PM"
pinnacle-Slc,"3,000,080",LOGOUT,"May 7, 2026, 3:30 PM","100,159",5,5,5,4,0,"May 7, 2026, 5:30 PM"
pinnacle-Slc,"3,000,080",LOGOUT,"May 7, 2026, 3:30 PM","100,160",5,5,5,4,0,"May 7, 2026, 5:30 PM"
pinnacle-Slc,"3,000,081",LOGIN,"May 8, 2026, 9:00 AM","100,161",5,5,5,4,0,"May 8, 2026, 11:00 AM"
pinnacle-Slc,"3,000,081",LOGIN,"May 8, 2026, 9:00 AM","100,162",5,5,5,4,0,"May 8, 2026, 11:00 AM"
pinnacle-Slc,"3,000,082",LOGIN,"May 8, 2026, 9:00 AM","100,163",5,5,5,4,0,"May 8, 2026, 11:00 AM"
pinnacle-Slc,"3,000,082",LOGIN,"May 8, 2026, 9:00 AM","100,164",5,5,5,4,0,"May 8, 2026, 11:00 AM"
pinnacle-Slc,"3,000,083",LOGOUT,"May 8, 2026, 3:30 PM","100,165",5,5,5,4,0,"May 8, 2026, 5:30 PM"
pinnacle-Slc,"3,000,083",LOGOUT,"May 8, 2026, 3:30 PM","100,166",5,5,5,4,0,"May 8, 2026, 5:30 PM"
pinnacle-Slc,"3,000,084",LOGOUT,"May 8, 2026, 3:30 PM","100,167",5,5,5,4,0,"May 8, 2026, 5:30 PM"
pinnacle-Slc,"3,000,084",LOGOUT,"May 8, 2026, 3:30 PM","100,168",5,5,5,4,0,"May 8, 2026, 5:30 PM"
pinnacle-Slc,"3,000,085",LOGIN,"May 8, 2026, 9:00 AM","100,169",5,5,5,4,0,"May 8, 2026, 11:00 AM"
pinnacle-Slc,"3,000,085",LOGIN,"May 8, 2026, 9:00 AM","100,170",5,5,5,4,0,"May 8, 2026, 11:00 AM"
pinnacle-Slc,"3,000,086",LOGIN,"May 8, 2026, 9:00 AM","100,171",5,2,5,4,0,"May 8, 2026, 11:00 AM"
pinnacle-Slc,"3,000,086",LOGIN,"May 8, 2026, 9:00 AM","100,172",5,5,5,4,0,"May 8, 2026, 11:00 AM"
pinnacle-Slc,"3,000,087",LOGOUT,"May 8, 2026, 3:30 PM","100,173",5,5,5,4,0,"May 8, 2026, 5:30 PM"
pinnacle-Slc,"3,000,087",LOGOUT,"May 8, 2026, 3:30 PM","100,174",5,5,5,4,0,"May 8, 2026, 5:30 PM"
pinnacle-Slc,"3,000,088",LOGOUT,"May 8, 2026, 3:30 PM","100,175",5,5,5,4,0,"May 8, 2026, 5:30 PM"
pinnacle-Slc,"3,000,088",LOGOUT,"May 8, 2026, 3:30 PM","100,176",5,5,5,4,0,"May 8, 2026, 5:30 PM"
pinnacle-Slc,"3,000,089",LOGIN,"May 8, 2026, 9:00 AM","100,177",5,5,5,4,0,"May 8, 2026, 11:00 AM"
pinnacle-Slc,"3,000,089",LOGIN,"May 8, 2026, 9:00 AM","100,178",5,5,5,4,0,"May 8, 2026, 11:00 AM"
pinnacle-Slc,"3,000,090",LOGIN,"May 8, 2026, 9:00 AM","100,179",5,5,5,4,0,"May 8, 2026, 11:00 AM"
pinnacle-Slc,"3,000,090",LOGIN,"May 8, 2026, 9:00 AM","100,180",5,5,5,4,0,"May 8, 2026, 11:00 AM"
pinnacle-Slc,"3,000,091",LOGOUT,"May 8, 2026, 3:30 PM","100,181",5,5,5,4,0,"May 8, 2026, 5:30 PM"
pinnacle-Slc,"3,000,091",LOGOUT,"May 8, 2026, 3:30 PM","100,182",5,5,5,4,0,"May 8, 2026, 5:30 PM"
pinnacle-Slc,"3,000,092",LOGOUT,"May 8, 2026, 3:30 PM","100,183",5,5,5,4,0,"May 8, 2026, 5:30 PM"
pinnacle-Slc,"3,000,092",LOGOUT,"May 8, 2026, 3:30 PM","100,184",5,5,5,4,0,"May 8, 2026, 5:30 PM"
pinnacle-Slc,"3,000,093",LOGIN,"May 8, 2026, 9:00 AM","100,185",5,5,5,4,0,"May 8, 2026, 11:00 AM"
pinnacle-Slc,"3,000,093",LOGIN,"May 8, 2026, 9:00 AM","100,186",5,5,5,4,0,"May 8, 2026, 11:00 AM"
pinnacle-Slc,"3,000,094",LOGIN,"May 8, 2026, 9:00 AM","100,187",5,5,5,4,0,"May 8, 2026, 11:00 AM"
pinnacle-Slc,"3,000,094",LOGIN,"May 8, 2026, 9:00 AM","100,188",5,5,5,4,0,"May 8, 2026, 11:00 AM"
pinnacle-Slc,"3,000,095",LOGOUT,"May 8, 2026, 3:30 PM","100,189",5,5,5,4,0,"May 8, 2026, 5:30 PM"
pinnacle-Slc,"3,000,095",LOGOUT,"May 8, 2026, 3:30 PM","100,190",5,5,5,4,0,"May 8, 2026, 5:30 PM"
pinnacle-Slc,"3,000,096",LOGOUT,"May 8, 2026, 3:30 PM","100,191",5,5,5,4,0,"May 8, 2026, 5:30 PM"
