business_unit,office,product_type,trip_date,shift_type,trip_id,trip_direction,actual_escort,vendor_id,planned_cab_registration,actual_cab_registration,actual_cab_capacity,planned_km,traveled_km,planned_start_epoch,planned_end_epoch,actual_start_epoch,actual_end_epoch,delay_reason,delay_minutes,route_source,actual_cab_fuel_type,is_driver_nc,is_cab_nc,trip_nodal,plannedemployee_cnt,actualemployee_cnt,noshow_cnt
pinnacle-Slc,Clearwater Campus,CAB,"June 1, 2026",09:00,"3,000,577",LOGIN,false,Rohan Mikhailov Travel,KA 16 AB,KA 16 AB,4,12.5,13.1,"1,780,284,600","1,780,288,200","1,780,284,600","1,780,288,200",NODELAY,0,AUTO,Diesel,false,false,NA,2,2,0
pinnacle-Slc,Oakmont Office,CAB,"June 1, 2026",09:00,"3,000,578",LOGIN,false,Pooja Mikhailov Travel,KA 17 AB,KA 17 AB,4,12.5,13.1,"1,780,284,600","1,780,288,200","1,780,284,600","1,780,288,200",NODELAY,0,AUTO,Diesel,false,false,NA,2,2,0
pinnacle-Slc,Clearwater Campus,CAB,"June 1, 2026",15:30,"3,000,579",LOGOUT,false,Rohan Mikhailov Travel,KA 18 AB,KA 18 AB,4,12.5,13.1,"1,780,308,000","1,780,311,600","1,780,308,000","1,780,311,600",NODELAY,0,AUTO,Diesel,false,false,NA,2,2,0
pinnacle-Slc,Oakmont Office,CAB,"June 1, 2026",15:30,"3,000,580",LOGOUT,false,Pooja Mikhailov Travel,KA 19 AB,KA 19 AB,4,12.5,13.1,"1,780,308,000","1,780,311,600","1,780,308,000","1,780,311,600",NODELAY,0,AUTO,Diesel,false,false,NA,2,2,0
orbit-Slc,Eastgate Office,BUS,"June 1, 2026",10:00,"1,200,720",LOGIN,true,Rohan Mikhailov Travel,OR 01 ZZ,OR 01 ZZ,12,20.0,21.0,"1,780,288,200","1,780,291,800","1,780,288,200","1,780,291,800",NODELAY,0,SHUTTLE_SERVICE,Electric,false,false,SHUTTLE,8,8,0
orbit-Slc,Eastgate Office,BUS,"June 1, 2026",10:00,"1,200,721",LOGIN,true,Rohan Mikhailov Travel,OR 01 ZZ,OR 01 ZZ,12,20.0,21.0,"1,780,288,200","1,780,291,800","1,780,288,200","1,780,291,800",NODELAY,0,SHUTTLE_SERVICE,Electric,false,false,SHUTTLE,8,8,0
orbit-Slc,Eastgate Office,BUS,"June 1, 2026",10:00,"1,200,722",LOGIN,true,Rohan Mikhailov Travel,OR 01 ZZ,OR 01 ZZ,12,20.0,21.0,"1,780,288,200","1,780,291,800","1,780,288,200","1,780,291,800",NODELAY,0,SHUTTLE_SERVICE,Electric,false,false,SHUTTLE,8,8,0
orbit-Slc,Eastgate Office,BUS,"June 1, 2026",10:00,"1,200,723",LOGIN,true,Rohan Mikhailov Travel,OR 01 ZZ,OR 01 ZZ,12,20.0,21.0,"1,780,288,200","1,780,291,800","1,780,288,200","1,780,291,800",NODELAY,0,SHUTTLE_SERVICE,Electric,false,false,SHUTTLE,8,8,0
orbit-Slc,Eastgate Office,BUS,"June 1, 2026",10:00,"1,200,724",LOGIN,true,Rohan Mikhailov Travel,OR 01 ZZ,OR 01 ZZ,12,20.0,21.0,"1,780,288,200","1,780,291,800","1,780,288,200","1,780,291,800",NODELAY,0,SHUTTLE_SERVICE,Electric,false,false,SHUTTLE,8,8,0
pinnacle-Slc,Clearwater Campus,CAB,"June 2, 2026",09:00,"3,000,581",LOGIN,false,Rohan Mikhailov Travel,KA 00 AB,KA 00 AB,4,12.5,13.1,"1,780,371,000","1,780,374,600","1,780,371,900","1,780,375,500",TRAFFIC,15,AUTO,Electric,false,false,NA,2,2,0
pinnacle-Slc,Oakmont Office,CAB,"June 2, 2026",09:00,"3,000,582",LOGIN,false,Pooja Mikhailov Travel,KA 01 AB,KA 01 AB,4,12.5,13.1,"1,780,371,000","1,780,374,600","1,780,371,000","1,780,374,600",NODELAY,0,AUTO,Diesel,false,false,NA,2,2,0
pinnacle-Slc,Clearwater Campus,CAB,"June 2, 2026",15:30,"3,000,583",LOGOUT,false,Rohan Mikhailov Travel,KA 02 AB,KA 02 AB,4,12.5,13.1,"1,780,394,400","1,780,398,000","1,780,396,140","1,780,399,740",EMPLOYEE,29,AUTO,Diesel,false,false,NA,2,2,0
pinnacle-Slc,Oakmont Office,CAB,"June 2, 2026",15:30,"3,000,584",LOGOUT,false,Pooja Mikhailov Travel,KA 03 AB,KA 03 AB,4,12.5,13.1,"1,780,394,400","1,780,398,000","1,780,394,400","1,780,398,000",NODELAY,0,AUTO,Diesel,false,false,NA,2,5,0
pinnacle-Slc,Clearwater Campus,CAB,"June 2, 2026",09:00,"3,000,585",LOGIN,false,Rohan Mikhailov Travel,KA 04 AB,KA 04 AB,4,12.5,13.1,"1,780,371,000","1,780,374,600","1,780,373,580","1,780,377,180",DRIVER,43,AUTO,Diesel,false,false,NA,2,2,0
pinnacle-Slc,Oakmont Office,CAB,"June 2, 2026",09:00,"3,000,586",LOGIN,false,Pooja Mikhailov Travel,KA 05 AB,KA 05 AB,4,12.5,13.1,"1,780,371,000","1,780,374,600","1,780,371,000","1,780,374,600",NODELAY,0,AUTO,Electric,false,false,NA,2,2,0
pinnacle-Slc,Clearwater Campus,CAB,"June 2, 2026",15:30,"3,000,587",LOGOUT,false,Rohan Mikhailov Travel,KA 06 AB,KA 06 AB,4,12.5,13.1,"1,780,394,400","1,780,398,000","1,780,395,420","1,780,399,020",TRAFFIC,17,AUTO,Diesel,false,false,NA,2,2,0
pinnacle-Slc,Oakmont Office,CAB,"June 2, 2026",15:30,"3,000,588",LOGOUT,false,Pooja Mikhailov Travel,KA 07 AB,KA 07 AB,4,12.5,13.1,"1,780,394,400","1,780,398,000","1,780,394,400","1,780,398,000",NODELAY,0,AUTO,Diesel,false,false,NA,2,2,0
pinnacle-Slc,Clearwater Campus,CAB,"June 2, 2026",09:00,"3,000,589",LOGIN,false,Rohan Mikhailov Travel,KA 08 AB,KA 08 AB,4,12.5,13.1,"1,780,371,000","1,780,374,600","1,780,413,000","1,780,416,600",EMPLOYEE,700,AUTO,Diesel,false,false,NA,2,2,0
pinnacle-Slc,Oakmont Office,CAB,"June 2, 2026",09:00,"3,000,590",LOGIN,false,Pooja Mikhailov Travel,KA 09 AB,KA 09 AB,4,12.5,13.1,"1,780,371,000","1,780,374,600","1,780,371,000","1,780,374,600",NODELAY,0,AUTO,Diesel,false,false,NA,2,2,0
pinnacle-Slc,Clearwater Campus,CAB,"June 2, 2026",15:30,"3,000,591",LOGOUT,false,Rohan Mikhailov Travel,KA 10 AB,KA 10 AB,4,12.5,13.1,"1,780,394,400","1,780,398,000","1,780,394,400","1,780,398,000",NODELAY,0,AUTO,Electric,false,false,NA,2,2,0
pinnacle-Slc,Oakmont Office,CAB,"June 2, 2026",15:30,"3,000,592",LOGOUT,false,Pooja Mikhailov Travel,KA 11 AB,KA 11 AB,4,12.5,13.1,"1,780,394,400","1,780,398,000","1,780,394,400","1,780,398,000",NODELAY,0,AUTO,Diesel,false,false,NA,2,2,0
pinnacle-Slc,Clearwater Campus,CAB,"June 2, 2026",09:00,"3,000,593",LOGIN,false,Rohan Mikhailov Travel,KA 12 AB,KA 12 AB,4,12.5,13.1,"1,780,371,000","1,780,374,600","1,780,371,000","1,780,374,600",NODELAY,0,AUTO,Diesel,false,false,NA,2,2,0
pinnacle-Slc,Oakmont Office,CAB,"June 2, 2026",09:00,"3,000,594",LOGIN,false,Pooja Mikhailov Travel,KA 13 AB,KA 13 AB,4,12.5,13.1,"1,780,371,000","1,780,374,600","1,780,371,000","1,780,374,600",NODELAY,0,AUTO,Diesel,false,false,NA,2,2,0
pinnacle-Slc,Clearwater Campus,CAB,"June 2, 2026",15:30,"3,000,595",LOGOUT,false,Rohan Mikhailov Travel,KA 14 AB,KA 14 AB,4,12.5,13.1,"1,780,394,400","1,780,398,000","1,780,394,400","1,780,398,000",NODELAY,0,AUTO,Diesel,false,false,NA,2,2,0
pinnacle-Slc,Oakmont Office,CAB,"June 2, 2026",15:30,"3,000,596",LOGOUT,false,Pooja Mikhailov Travel,KA 15 AB,KA 15 AB,4,12.5,13.1,"1,780,394,400","1,780,398,000","1,780,394,400","1,780,398,000",NODELAY,0,AUTO,Electric,false,false,NA,2,2,0
pinnacle-Slc,Clearwater Campus,CAB,"June 2, 2026",09:00,"3,000,597",LOGIN,false,Rohan Mikhailov Travel,KA 16 AB,KA 16 AB,4,12.5,13.1,"1,780,371,000","1,780,374,600","1,780,371,000","1,780,374,600",NODELAY,0,AUTO,Diesel,false,false,NA,2,2,0
pinnacle-Slc,Oakmont Office,CAB,"June 2, 2026",09:00,"3,000,598",LOGIN,false,Pooja Mikhailov Travel,KA 17 AB,KA 17 AB,4,12.5,13.1,"1,780,371,000","1,780,374,600","1,780,371,000","1,780,374,600",NODELAY,0,AUTO,Diesel,false,false,NA,2,2,0
pinnacle-Slc,Clearwater Campus,CAB,"June 2, 2026",15:30,"3,000,599",LOGOUT,false,Rohan Mikhailov Travel,KA 18 AB,KA 18 AB,4,12.5,13.1,"1,780,394,400","1,780,398,000","1,780,394,400","1,780,398,000",NODELAY,0,AUTO,Diesel,false,false,NA,2,2,0
pinnacle-Slc,Oakmont Office,CAB,"June 2, 2026",15:30,"3,000,600",LOGOUT,false,Pooja Mikhailov Travel,KA 19 AB,KA 19 AB,4,12.5,13.1,"1,780,394,400","1,780,398,000","1,780,394,400","1,780,398,000",NODELAY,0,AUTO,Diesel,false,false,NA,2,2,0
orbit-Slc,Eastgate Office,BUS,"June 2, 2026",10:00,"1,200,745",LOGIN,true,Rohan Mikhailov Travel,OR 01 ZZ,OR 01 ZZ,12,20.0,21.0,"1,780,374,600","1,780,378,200","1,780,374,600","1,780,378,200",NODELAY,0,SHUTTLE_SERVICE,Electric,false,false,SHUTTLE,8,8,0
orbit-Slc,Eastgate Office,BUS,"June 2, 2026",10:00,"1,200,746",LOGIN,true,Rohan Mikhailov Travel,OR 01 ZZ,OR 01 ZZ,12,20.0,21.0,"1,780,374,600","1,780,378,200","1,780,374,600","1,780,378,200",NODELAY,0,SHUTTLE_SERVICE,Electric,false,false,SHUTTLE,8,8,0
orbit-Slc,Eastgate Office,BUS,"June 2, 2026",10:00,"1,200,747",LOGIN,true,Rohan Mikhailov Travel,OR 01 ZZ,OR 01 ZZ,12,20.0,21.0,"1,780,374,600","1,780,378,200","1,780,374,600","1,780,378,200",NODELAY,0,SHUTTLE_SERVICE,Electric,false,false,SHUTTLE,8,8,0
orbit-Slc,Eastgate Office,BUS,"June 2, 2026",10:00,"1,200,748",LOGIN,true,Rohan Mikhailov Travel,OR 01 ZZ,OR 01 ZZ,12,20.0,21.0,"1,780,374,600","1,780,378,200","1,780,374,600","1,780,378,200",NODELAY,0,SHUTTLE_SERVICE,Electric,false,false,SHUTTLE,8,8,0
orbit-Slc,Eastgate Office,BUS,"June 2, 2026",10:00,"1,200,749",LOGIN,true,Rohan Mikhailov Travel,OR 01 ZZ,OR 01 ZZ,12,20.0,21.0,"1,780,374,600","1,780,378,200","1,780,374,600","1,780,378,200",NODELAY,0,SHUTTLE_SERVICE,Electric,false,false,SHUTTLE,8,8,0
pinnacle-Slc,Clearwater Campus,CAB,"June 3, 2026",09:00,"3,000,601",LOGIN,false,Rohan Mikhailov Travel,KA 00 AB,KA 00 AB,4,12.5,13.1,"1,780,457,400","1,780,461,000","1,780,458,300","1,780,461,900",DRIVER,15,AUTO,Electric,false,false,NA,2,2,0
pinnacle-Slc,Oakmont Office,CAB,"June 3, 2026",09:00,"3,000,602",LOGIN,false,Pooja Mikhailov Travel,KA 01 AB,KA 01 AB,4,12.5,13.1,"1,780,457,400","1,780,461,000","1,780,457,400","1,780,461,000",NODELAY,0,AUTO,Diesel,false,false,NA,2,2,0
pinnacle-Slc,Clearwater Campus,CAB,"June 3, 2026",15:30,"3,000,603",LOGOUT,false,Rohan Mikhailov Travel,KA 02 AB,KA 02 AB,4,12.5,13.1,"1,780,480,800","1,780,484,400","1,780,482,540","1,780,486,140",TRAFFIC,29,AUTO,Diesel,false,false,NA,2,2,0
pinnacle-Slc,Oakmont Office,CAB,"June 3, 2026",15:30,"3,000,604",LOGOUT,false,Pooja Mikhailov Travel,KA 03 AB,KA 03 AB,4,12.5,13.1,"1,780,480,800","1,780,484,400","1,780,480,800","1,780,484,400",NODELAY,0,AUTO,Diesel,false,false,NA,2,5,0
pinnacle-Slc,Clearwater Campus,CAB,"June 3, 2026",09:00,"3,000,605",LOGIN,false,Rohan Mikhailov Travel,KA 04 AB,KA 04 AB,4,12.5,13.1,"1,780,457,400","1,780,461,000","1,780,459,980","1,780,463,580",EMPLOYEE,43,AUTO,Diesel,false,false,NA,2,2,0
pinnacle-Slc,Oakmont Office,CAB,"June 3, 2026",09:00,"3,000,606",LOGIN,false,Pooja Mikhailov Travel,KA 05 AB,KA 05 AB,4,12.5,13.1,"1,780,457,400","1,780,461,000","1,780,457,400","1,780,461,000",NODELAY,0,AUTO,Electric,false,false,NA,2,2,0
pinnacle-Slc,Clearwater Campus,CAB,"June 3, 2026",15:30,"3,000,607",LOGOUT,false,Rohan Mikhailov Travel,KA 06 AB,KA 06 AB,4,12.5,13.1,"1,780,480,800","1,780,484,400","1,780,481,820","1,780,485,420",DRIVER,17,AUTO,Diesel,false,false,NA,2,2,0
pinnacle-Slc,Oakmont Office,CAB,"June 3, 2026",15:30,"3,000,608",LOGOUT,false,Pooja Mikhailov Travel,KA 07 AB,KA 07 AB,4,12.5,13.1,"1,780,480,800","1,780,484,400","1,780,480,800","1,780,484,400",NODELAY,0,AUTO,Diesel,false,false,NA,2,2,0
pinnacle-Slc,Clearwater Campus,CAB,"June 3, 2026",09:00,"3,000,609",LOGIN,false,Rohan Mikhailov Travel,KA 08 AB,KA 08 AB,4,12.5,13.1,"1,780,457,400","1,780,461,000","1,780,499,400","1,780,503,000",TRAFFIC,700,AUTO,Diesel,false,false,NA,2,2,0
pinnacle-Slc,Oakmont Office,CAB,"June 3, 2026",09:00,"3,000,610",LOGIN,false,Pooja Mikhailov Travel,KA 09 AB,KA 09 AB,4,12.5,13.1,"1,780,457,400","1,780,461,000","1,780,457,400","1,780,461,000",NODELAY,0,AUTO,Diesel,false,false,NA,2,2,0
pinnacle-Slc,Clearwater Campus,CAB,"June 3, 2026",15:30,"3,000,611",LOGOUT,false,Rohan Mikhailov Travel,KA 10 AB,KA 10 AB,4,12.5,13.1,"1,780,480,800","1,780,484,400","1,780,480,800","1,780,484,400",NODELAY,0,AUTO,Electric,false,false,NA,2,2,0
pinnacle-Slc,Oakmont Office,CAB,"June 3, 2026",15:30,"3,000,612",LOGOUT,false,Pooja Mikhailov Travel,KA 11 AB,KA 11 AB,4,12.5,13.1,"1,780,480,800","1,780,484,400","1,780,480,800","1,780,484,400",NODELAY,0,AUTO,Diesel,false,false,NA,2,2,0
pinnacle-Slc,Clearwater Campus,CAB,"June 3, 2026",09:00,"3,000,613",LOGIN,false,Rohan Mikhailov Travel,KA 12 AB,KA 12 AB,4,12.5,13.1,"1,780,457,400","1,780,461,000","1,780,457,400","1,780,461,000",NODELAY,0,AUTO,Diesel,false,false,NA,2,2,0
pinnacle-Slc,Oakmont Office,CAB,"June 3, 2026",09:00,"3,000,614",LOGIN,false,Pooja Mikhailov Travel,KA 13 AB,KA 13 AB,4,12.5,13.1,"1,780,457,400","1,780,461,000","1,780,457,400","1,780,461,000",NODELAY,0,AUTO,Diesel,false,false,NA,2,2,0
pinnacle-Slc,Clearwater Campus,CAB,"June 3, 2026",15:30,"3,000,615",LOGOUT,false,Rohan Mikhailov Travel,KA 14 AB,KA 14 AB,4,12.5,13.1,"1,780,480,800","1,780,484,400","1,780,480,800","1,780,484,400",NODELAY,0,AUTO,Diesel,false,false,NA,2,2,0
pinnacle-Slc,Oakmont Office,CAB,"June 3, 2026",15:30,"3,000,616",LOGOUT,false,Pooja Mikhailov Travel,KA 15 AB,KA 15 AB,4,12.5,13.1,"1,780,480,800","1,780,484,400","1,780,480,800","1,780,484,400",NODELAY,0,AUTO,Electric,false,false,NA,2,2,0
pinnacle-Slc,Clearwater Campus,CAB,"June 3, 2026",09:00,"3,000,617",LOGIN,false,Rohan Mikhailov Travel,KA 16 AB,KA 16 AB,4,12.5,13.1,"1,780,457,400","1,780,461,000","1,780,457,400","1,780,461,000",NODELAY,0,AUTO,Diesel,false,false,NA,2,2,0
pinnacle-Slc,Oakmont Office,CAB,"June 3, 2026",09:00,"3,000,618",LOGIN,false,Pooja Mikhailov Travel,KA 17 AB,KA 17 AB,4,12.5,13.1,"1,780,457,400","1,780,461,000","1,780,457,400","1,780,461,000",NODELAY,0,AUTO,Diesel,false,false,NA,2,2,0
pinnacle-Slc,Clearwater Campus,CAB,"June 3, 2026",15:30,"3,000,619",LOGOUT,false,Rohan Mikhailov Travel,KA 18 AB,KA 18 AB,4,12.5,13.1,"1,780,480,800","1,780,484,400","1,780,480,800","1,780,484,400",NODELAY,0,AUTO,Diesel,false,false,NA,2,2,0
pinnacle-Slc,Oakmont Office,CAB,"June 3, 2026",15:30,"3,000,620",LOGOUT,false,Pooja Mikhailov Travel,KA 19 AB,KA 19 AB,4,12.5,13.1,"1,780,480,800","1,780,484,400","1,780,480,800","1,780,484,400",NODELAY,0,AUTO,Diesel,false,false,NA,2,2,0
orbit-Slc,Eastgate Office,BUS,"June 3, 2026",10:00,"1,200,770",LOGIN,true,Rohan Mikhailov Travel,OR 01 ZZ,OR 01 ZZ,12,20.0,21.0,"1,780,461,000","1,780,464,600","1,780,461,000","1,780,464,600",NODELAY,0,SHUTTLE_SERVICE,Electric,false,false,SHUTTLE,8,8,0
orbit-Slc,Eastgate Office,BUS,"June 3, 2026",10:00,"1,200,771",LOGIN,true,Rohan Mikhailov Travel,OR 01 ZZ,OR 01 ZZ,12,20.0,21.0,"1,780,461,000","1,780,464,600","1,780,461,000","1,780,464,600",NODELAY,0,SHUTTLE_SERVICE,Electric,false,false,SHUTTLE,8,8,0
orbit-Slc,Eastgate Office,BUS,"June 3, 2026",10:00,"1,200,772",LOGIN,true,Rohan Mikhailov Travel,OR 01 ZZ,OR 01 ZZ,12,20.0,21.0,"1,780,461,000","1,780,464,600","1,780,461,000","1,780,464,600",NODELAY,0,SHUTTLE_SERVICE,Electric,false,false,SHUTTLE,8,8,0
orbit-Slc,Eastgate Office,BUS,"June 3, 2026",10:00,"1,200,773",LOGIN,true,Rohan Mikhailov Travel,OR 01 ZZ,OR 01 ZZ,12,20.0,21.0,"1,780,461,000","1,780,464,600","1,780,461,000","1,780,464,600",NODELAY,0,SHUTTLE_SERVICE,Electric,false,false,SHUTTLE,8,8,0
orbit-Slc,Eastgate Office,BUS,"June 3, 2026",10:00,"1,200,774",LOGIN,true,Rohan Mikhailov Travel,OR 01 ZZ,OR 01 ZZ,12,20.0,21.0,"1,780,461,000","1,780,464,600","1,780,461,000","1,780,464,600",NODELAY,0,SHUTTLE_SERVICE,Electric,false,false,SHUTTLE,8,8,0
pinnacle-Slc,Clearwater Campus,CAB,"June 4, 2026",09:00,"3,000,621",LOGIN,false,Rohan Mikhailov Travel,KA 00 AB,KA 00 AB,4,12.5,13.1,"1,780,543,800","1,780,547,400","1,780,544,700","1,780,548,300",EMPLOYEE,15,AUTO,Electric,false,false,NA,2,2,0
pinnacle-Slc,Oakmont Office,CAB,"June 4, 2026",09:00,"3,000,622",LOGIN,false,Pooja Mikhailov Travel,KA 01 AB,KA 01 AB,4,12.5,13.1,"1,780,543,800","1,780,547,400","1,780,543,800","1,780,547,400",NODELAY,0,AUTO,Diesel,false,false,NA,2,2,0
pinnacle-Slc,Clearwater Campus,CAB,"June 4, 2026",15:30,"3,000,623",LOGOUT,false,Rohan Mikhailov Travel,KA 02 AB,KA 02 AB,4,12.5,13.1,"1,780,567,200","1,780,570,800","1,780,568,940","1,780,572,540",DRIVER,29,AUTO,Diesel,false,false,NA,2,2,0
pinnacle-Slc,Oakmont Office,CAB,"June 4, 2026",15:30,"3,000,624",LOGOUT,false,Pooja Mikhailov Travel,KA 03 AB,KA 03 AB,4,12.5,13.1,"1,780,567,200","1,780,570,800","1,780,567,200","1,780,570,800",NODELAY,0,AUTO,Diesel,false,false,NA,2,5,0
pinnacle-Slc,Clearwater Campus,CAB,"June 4, 2026",09:00,"3,000,625",LOGIN,false,Rohan Mikhailov Travel,KA 04 AB,KA 04 AB,4,12.5,13.1,"1,780,543,800","1,780,547,400","1,780,546,380","1,780,549,980",TRAFFIC,43,AUTO,Diesel,false,false,NA,2,2,0
pinnacle-Slc,Oakmont Office,CAB,"June 4, 2026",09:00,"3,000,626",LOGIN,false,Pooja Mikhailov Travel,KA 05 AB,KA 05 AB,4,12.5,13.1,"1,780,543,800","1,780,547,400","1,780,543,800","1,780,547,400",NODELAY,0,AUTO,Electric,false,false,NA,2,2,0
pinnacle-Slc,Clearwater Campus,CAB,"June 4, 2026",15:30,"3,000,627",LOGOUT,false,Rohan Mikhailov Travel,KA 06 AB,KA 06 AB,4,12.5,13.1,"1,780,567,200","1,780,570,800","1,780,568,220","1,780,571,820",EMPLOYEE,17,AUTO,Diesel,false,false,NA,2,2,0
pinnacle-Slc,Oakmont Office,CAB,"June 4, 2026",15:30,"3,000,628",LOGOUT,false,Pooja Mikhailov Travel,KA 07 AB,KA 07 AB,4,12.5,13.1,"1,780,567,200","1,780,570,800","1,780,567,200","1,780,570,800",NODELAY,0,AUTO,Diesel,false,false,NA,2,2,0
pinnacle-Slc,Clearwater Campus,CAB,"June 4, 2026",09:00,"3,000,629",LOGIN,false,Rohan Mikhailov Travel,KA 08 AB,KA 08 AB,4,12.5,13.1,"1,780,543,800","1,780,547,400","1,780,585,800","1,780,589,400",DRIVER,700,AUTO,Diesel,false,false,NA,2,2,0
pinnacle-Slc,Oakmont Office,CAB,"June 4, 2026",09:00,"3,000,630",LOGIN,false,Pooja Mikhailov Travel,KA 09 AB,KA 09 AB,4,12.5,13.1,"1,780,543,800","1,780,547,400","1,780,543,800","1,780,547,400",NODELAY,0,AUTO,Diesel,false,false,NA,2,2,0
pinnacle-Slc,Clearwater Campus,CAB,"June 4, 2026",15:30,"3,000,631",LOGOUT,false,Rohan Mikhailov Travel,KA 10 AB,KA 10 AB,4,12.5,13.1,"1,780,567,200","1,780,570,800","1,780,567,200","1,780,570,800",NODELAY,0,AUTO,Electric,false,false,NA,2,2,0
