business_unit,trip_id,stwid,event_id,event_type,start_time,acknowledge_time,state_text,severity,source
pinnacle-Slc,"3,000,016",0,d3bd8ab1-088a-ff3e-af65-b2bcdb65c19a,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 4, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,017",0,d8c5039b-ddb4-70bf-86b0-0f5f4a4fc623,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 4, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,018",0,ac165b8a-51d5-8af0-68c1-c23648c5ec7b,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 4, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,019",0,baca74b3-f991-c64c-8d98-3eb07c06518e,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 4, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,020",0,7ede613f-ea1c-1bf9-7986-a2c19e659792,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 4, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,001",0,803cb172-907d-2287-678a-dae82a3202d0,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 4, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,002",0,12a751bf-f108-f948-a769-d26ff98bc5f5,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 4, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,003",0,86bb7f37-4ec1-efd5-65e0-9db1bb232e88,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 4, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,004",0,dbd1216a-d137-e7e8-b659-cdbc075917eb,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 4, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,005",0,c2b44bf7-d803-28c4-2105-c2d937b4332e,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 4, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,006",0,b1360954-e6c2-75fa-a523-d9db5da213d6,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 4, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,007",0,56c56267-8420-8085-f6e0-2e71a5b37d7e,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 4, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,008",0,56629ff8-c6af-65b4-94ac-4494e0ee503b,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 4, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,001",0,1f385e6a-9f73-f77e-936e-6c3809d72358,DEVICE_NOT_REACHABLE,"May 4, 2026, 9:05 AM","May 4, 2026, 9:10 AM",CLOSED,Sev-3,MOBILE
pinnacle-Slc,"3,000,002",0,51d2be28-fd46-16af-0701-f4a35cfe8efa,EMPLOYEE_GEOFENCE_VIOLATION,"May 4, 2026, 9:05 AM","May 4, 2026, 9:08 AM",CLOSED,False,MOBILE
pinnacle-Slc,"3,000,003",0,cb7534e9-b1dd-a4a8-afa2-c30328eab589,PANIC_MOBILE,"May 4, 2026, 9:05 AM","May 4, 2026, 9:07 AM",CLOSED,Sev-1,MOBILE_APP
pinnacle-Slc,"3,000,004",0,251b5c90-c86c-708f-b860-cd8a56885fa3,OVER_SPEEDING,"May 4, 2026, 9:05 AM","May 4, 2026, 9:13 AM",CLOSED,Sev-2,DEVICE
pinnacle-Slc,"3,000,021",0,88bca5a6-5e49-a2ab-00ae-87b3757ca0e0,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 5, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,022",0,eb45edda-dc11-ffea-1b36-733f5c8f5971,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 5, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,023",0,154e69b4-3731-8a09-9edf-2ac58fa35e66,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 5, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,024",0,61a65789-53ae-5b58-23e7-f40395f6b4df,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 5, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,025",0,f4d438fa-1f5d-cdc4-71f8-ee087efcf7c5,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 5, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,026",0,3aa1b93f-e7f3-3563-6d39-4ab41d2071a3,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 5, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,027",0,e3517704-20d2-177f-56f3-7847a13f3501,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 5, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,028",0,cbe2cb16-8b51-10e3-6fb6-4c0a2be13c44,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 5, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,029",0,a8833ce7-76ff-97d1-8cda-df3b0cfd534f,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 5, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,030",0,60f8627c-2e2b-2937-3560-6f9eb94fb17e,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 5, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,031",0,e870bcf2-2972-1644-5da9-be41fc555292,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 5, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,032",0,43bb2db3-eb20-e9f0-549c-8718d1ad1e2c,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 5, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,033",0,5c5b6fda-765d-108c-9fb7-7f0c95a37766,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 5, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,034",0,84aa0fc1-f8d4-ea67-74c7-1965178bf105,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 5, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,035",0,4a5d82f4-e90b-0944-c39c-30d34e15d64d,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 5, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,036",0,b59e1561-9ab2-d45a-80f7-54da1a836000,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 5, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,037",0,6a6e3a1a-9ccf-c0bc-8215-ffa55927e382,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 5, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,038",0,ad04df4d-0465-5fcf-f9ac-eee53a5de17b,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 5, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,039",0,3a4f67e1-d763-9a88-cefa-a6911c319460,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 5, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,040",0,d434c995-ae6a-d0e1-8a45-ad108fb7ce93,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 5, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,021",0,8a9f57e8-f753-00c9-3a5e-f0f9e215a8e3,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 5, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,022",0,94c8b535-39b3-8152-3946-0080fc16205a,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 5, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,023",0,8aa72c2a-dde5-ae1e-9119-4e7138a50f5e,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 5, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,024",0,092ce475-1417-5413-1ed2-fd23c2447e32,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 5, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,025",0,3b7bc29a-aa26-f47a-3332-ff74b5664d7d,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 5, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,026",0,84c9f053-34e5-e8e7-682c-4812b6cc0e8c,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 5, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,027",0,4315c11b-1ff0-5800-4afd-9c8c438efdfc,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 5, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,028",0,74e2d6cf-3248-121d-9f7b-c94950d49fbe,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 5, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,021",0,e2165885-760d-8427-f1d9-e597fcd366b3,DEVICE_NOT_REACHABLE,"May 5, 2026, 9:05 AM","May 5, 2026, 9:10 AM",CLOSED,Sev-3,MOBILE
pinnacle-Slc,"3,000,022",0,5a3be3e5-d575-0107-0403-baa4a0f457be,EMPLOYEE_GEOFENCE_VIOLATION,"May 5, 2026, 9:05 AM","May 5, 2026, 9:08 AM",CLOSED,False,MOBILE
pinnacle-Slc,"3,000,041",0,ee1429f2-f759-85ee-ca48-f2772b1072c0,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 6, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,042",0,aac3b284-cff2-fc4d-6433-e1e39456016c,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 6, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,043",0,a67e851f-0e40-f3ea-5bf8-a9f52e733f44,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 6, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,044",0,ce46c68c-7ddb-6e1a-66f2-92451b0ff9c8,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 6, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,045",0,cf3a6a0c-b42a-fa09-57ff-1691de0ecad6,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 6, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,046",0,0bd5fa8d-dbc5-87b4-1464-7d204b8ca218,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 6, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,047",0,05273e6d-082c-40bf-327a-d76d936fe5f7,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 6, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,048",0,a0babf35-d5d0-e962-e1b0-658fc9ef5bbe,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 6, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,049",0,bb25f7ed-fbd9-64e3-7983-3a9e183ab71a,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 6, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,050",0,e5f4776c-a189-6187-9c4c-210ee0ef42ca,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 6, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,051",0,f7c3612b-74a4-4cf6-1b56-b2c06739ef01,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 6, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,052",0,c960bcec-a0a0-5a49-34fa-28b06360d91f,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 6, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,053",0,f9a2fc36-e01a-6e93-e208-ad403bfd81dd,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 6, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,054",0,1707fac4-8730-048d-7a87-ca7fb1f8e98b,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 6, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,055",0,91b01f26-625c-c3aa-c8c7-7f5ebc110267,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 6, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,056",0,23b5c90b-8e8b-0577-f88a-4f1a9ce22c56,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 6, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,057",0,11dec931-d31d-3e44-720f-6029837165c3,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 6, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,058",0,9f8cd31f-579d-5fbc-9b4e-e2ce73c2bbb3,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 6, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,059",0,d7252b8d-f9f4-0686-7b74-f56c59628cdd,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 6, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,060",0,578cf08c-4f3b-a7f7-878a-c37ce2338838,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 6, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,041",0,16cea64a-38c8-f47c-98f5-d8b29046063b,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 6, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,042",0,e0855bd4-0f99-766a-db86-c0990d807ffb,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 6, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,043",0,48ccad16-66b4-02e9-a952-4f883fa96146,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 6, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,044",0,e6360e92-5e29-e667-bfdf-437ff9b735c0,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 6, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,045",0,e990b600-44cc-28d0-0fc2-287a653b669a,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 6, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,046",0,f63a2f8d-df22-42dc-7e17-fe8b3ab9b609,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 6, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,047",0,019b94b0-3710-6f23-351d-fd18ec86cfce,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 6, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,048",0,1d9caf36-6390-f1d7-1329-4a22fdc7f5a4,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 6, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,041",0,d98e83dd-2048-2d46-de5e-21a224f118f5,DEVICE_NOT_REACHABLE,"May 6, 2026, 9:05 AM","May 6, 2026, 9:10 AM",CLOSED,Sev-3,MOBILE
pinnacle-Slc,"3,000,042",0,96728d6e-38a7-1440-1e87-a7da630dee96,EMPLOYEE_GEOFENCE_VIOLATION,"May 6, 2026, 9:05 AM","May 6, 2026, 9:08 AM",CLOSED,False,MOBILE
pinnacle-Slc,"3,000,061",0,be9c2a2f-713a-954e-018d-a4aa8af69718,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 7, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,062",0,698275ad-224e-896c-5e47-e02b7b452198,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 7, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,063",0,4a639707-54bf-e737-2225-3872a1f8cb77,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 7, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,064",0,fad9c8d0-eda6-f60d-43e4-c657e175fc15,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 7, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,065",0,f461f73a-28bd-8a72-0f44-93213768f1bc,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 7, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,066",0,6e909891-37fa-2366-684d-89749deb66f2,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 7, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,067",0,0954cee7-1b2f-61b9-c8bc-b2c6a7636349,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 7, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,068",0,25dc526b-26c8-2750-85aa-4a8e305cb746,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 7, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,069",0,895baf1f-dfb0-fc9d-59a3-2f00ce412087,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 7, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,070",0,2fbc86d9-aeb1-403e-bbe0-826533702697,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 7, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,071",0,44b4a655-4541-613f-d968-3239a503dfe3,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 7, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,072",0,8c8b1661-d9a8-7099-4648-0bc5311d626a,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 7, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,073",0,7dd7bfde-7c3b-6d69-2515-eae5205e59a2,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 7, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,074",0,172fc82c-fd33-2e77-96ca-50c08c3b871c,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 7, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,075",0,94cf123b-048c-7e91-3a5c-1a30e6444e8a,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 7, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,076",0,3cd09963-831b-77a8-5507-7f21533da972,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 7, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,077",0,2af70dd6-0236-89be-6d95-901f7bb20422,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 7, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,078",0,96bb3ffd-f1c5-cc07-159a-c0fb887442f7,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 7, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,079",0,96a9b5ea-c71b-2a4a-0971-925167530dd3,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 7, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,080",0,1a8ed496-a6fa-46cc-1c6f-8fc0c51a04cf,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 7, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,061",0,d9847e2a-157d-5db9-e3f7-70e8972300de,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 7, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,062",0,60a0978c-a56f-2e07-4041-494836c3165f,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 7, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,063",0,c40a6682-ec9e-77c1-f400-4a7bc5227c79,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 7, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,064",0,e38d528c-83a2-0f8f-ebfe-b46d724b316a,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 7, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,065",0,1eca6801-1674-bdaa-7c15-a46d997cd8c3,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 7, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,066",0,cb33bf56-6f5f-fdba-a606-08a583655619,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 7, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,067",0,26ce8108-5a4d-ba53-da0f-9a10d5c600d9,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 7, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,068",0,8fde1a20-725b-6c5f-8209-7a2a2c8c96a9,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 7, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,061",0,96c8d46e-e366-b044-4f99-fefa7a849dc6,DEVICE_NOT_REACHABLE,"May 7, 2026, 9:05 AM","May 7, 2026, 9:10 AM",CLOSED,Sev-3,MOBILE
pinnacle-Slc,"3,000,062",0,a37409e0-9096-a356-ef2c-af69bdb3df53,EMPLOYEE_GEOFENCE_VIOLATION,"May 7, 2026, 9:05 AM","May 7, 2026, 9:08 AM",CLOSED,False,MOBILE
pinnacle-Slc,"3,000,081",0,9371f806-9222-f5a3-9ea2-5f352c7b4c66,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 8, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,082",0,099b36e7-a289-f045-dc4b-a38eed3736c6,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 8, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,083",0,b1cd78bd-c19a-06da-d3ce-a84a1837ff2a,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 8, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,084",0,4a40f4c3-9724-bf97-ecaa-3ec9c016a94d,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 8, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,085",0,17b24840-5b09-6ce3-4c1d-c1f8457ed3d1,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 8, 2026, 9:05 AM",NA,CLOSED,NA,NA
pinnacle-Slc,"3,000,086",0,d523e0b3-f43c-0f9a-5f2a-f6ba19f83a0d,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 8, 2026, 9:05 AM",NA,CLOSED,NA,NA
