tenant_id,vehicle_id,vendor_id,service_mode,vehicle_type,capacity,fuel_type,compliance_status
TNT_002,VEH_0042,VND_002_02,CAB,SEDAN,4,EV,COMPLIANT
TNT_002,VEH_0043,VND_002_03,CAB,SEDAN,4,CNG,COMPLIANT
TNT_002,VEH_0044,VND_002_04,CAB,SEDAN,4,EV,COMPLIANT
TNT_003,VEH_0045,VND_003_01,CAB,SEDAN,4,CNG,COMPLIANT
TNT_003,VEH_0046,VND_003_02,CAB,SEDAN,4,DIESEL,COMPLIANT
TNT_003,VEH_0047,VND_003_03,CAB,SEDAN,4,CNG,COMPLIANT
TNT_003,VEH_0048,VND_003_04,CAB,SEDAN,4,CNG,COMPLIANT
TNT_001,VEH_0049,VND_001_01,NODAL,MINIVAN,12,EV,COMPLIANT
TNT_001,VEH_0050,VND_001_02,NODAL,MINIVAN,12,DIESEL,REVIEW_REQUIRED
TNT_001,VEH_0051,VND_001_03,NODAL,MINIVAN,12,EV,COMPLIANT
TNT_001,VEH_0052,VND_001_04,NODAL,MINIVAN,12,CNG,COMPLIANT
TNT_002,VEH_0053,VND_002_01,NODAL,MINIVAN,12,DIESEL,COMPLIANT
TNT_002,VEH_0054,VND_002_02,NODAL,MINIVAN,12,DIESEL,COMPLIANT
TNT_002,VEH_0055,VND_002_03,NODAL,MINIVAN,12,CNG,COMPLIANT
TNT_002,VEH_0056,VND_002_04,NODAL,MINIVAN,12,DIESEL,COMPLIANT
TNT_003,VEH_0057,VND_003_01,NODAL,MINIVAN,12,DIESEL,COMPLIANT
TNT_003,VEH_0058,VND_003_02,NODAL,MINIVAN,12,CNG,COMPLIANT
TNT_003,VEH_0059,VND_003_03,NODAL,MINIVAN,12,EV,COMPLIANT
TNT_003,VEH_0060,VND_003_04,NODAL,MINIVAN,12,CNG,COMPLIANT
TNT_001,VEH_0061,VND_001_01,SHUTTLE,BUS,40,CNG,COMPLIANT
TNT_001,VEH_0062,VND_001_02,SHUTTLE,BUS,40,CNG,COMPLIANT
TNT_001,VEH_0063,VND_001_03,SHUTTLE,BUS,40,EV,COMPLIANT
TNT_001,VEH_0064,VND_001_04,SHUTTLE,BUS,40,EV,COMPLIANT
TNT_002,VEH_0065,VND_002_01,SHUTTLE,BUS,40,CNG,COMPLIANT
TNT_002,VEH_0066,VND_002_02,SHUTTLE,BUS,40,CNG,REVIEW_REQUIRED
TNT_002,VEH_0067,VND_002_03,SHUTTLE,BUS,40,CNG,COMPLIANT
TNT_002,VEH_0068,VND_002_04,SHUTTLE,BUS,40,CNG,COMPLIANT
TNT_003,VEH_0069,VND_003_01,SHUTTLE,BUS,40,DIESEL,COMPLIANT
TNT_003,VEH_0070,VND_003_02,SHUTTLE,BUS,40,CNG,COMPLIANT
TNT_003,VEH_0071,VND_003_03,SHUTTLE,BUS,40,CNG,COMPLIANT
TNT_003,VEH_0072,VND_003_04,SHUTTLE,BUS,40,DIESEL,COMPLIANT
TNT_001,VEH_0073,VND_001_01,CAB,SEDAN,4,CNG,COMPLIANT
TNT_001,VEH_0074,VND_001_02,CAB,SEDAN,4,CNG,COMPLIANT
TNT_001,VEH_0075,VND_001_03,CAB,SEDAN,4,CNG,COMPLIANT
TNT_001,VEH_0076,VND_001_04,CAB,SEDAN,4,DIESEL,COMPLIANT
TNT_002,VEH_0077,VND_002_01,CAB,SEDAN,4,CNG,COMPLIANT
TNT_002,VEH_0078,VND_002_02,CAB,SEDAN,4,CNG,COMPLIANT
TNT_002,VEH_0079,VND_002_03,CAB,SEDAN,4,EV,COMPLIANT
TNT_002,VEH_0080,VND_002_04,CAB,SEDAN,4,EV,COMPLIANT
TNT_003,VEH_0081,VND_003_01,CAB,SEDAN,4,EV,COMPLIANT
TNT_003,VEH_0082,VND_003_02,CAB,SEDAN,4,DIESEL,COMPLIANT
TNT_003,VEH_0083,VND_003_03,CAB,SEDAN,4,CNG,COMPLIANT
TNT_003,VEH_0084,VND_003_04,CAB,SEDAN,4,CNG,COMPLIANT
TNT_001,VEH_0085,VND_001_01,NODAL,MINIVAN,12,CNG,COMPLIANT
TNT_001,VEH_0086,VND_001_02,NODAL,MINIVAN,12,DIESEL,COMPLIANT
TNT_001,VEH_0087,VND_001_03,NODAL,MINIVAN,12,EV,COMPLIANT
TNT_001,VEH_0088,VND_001_04,NODAL,MINIVAN,12,EV,COMPLIANT
TNT_002,VEH_0089,VND_002_01,NODAL,MINIVAN,12,EV,COMPLIANT
TNT_002,VEH_0090,VND_002_02,NODAL,MINIVAN,12,DIESEL,COMPLIANT
TNT_002,VEH_0091,VND_002_03,NODAL,MINIVAN,12,EV,COMPLIANT
TNT_002,VEH_0092,VND_002_04,NODAL,MINIVAN,12,CNG,COMPLIANT
TNT_003,VEH_0093,VND_003_01,NODAL,MINIVAN,12,DIESEL,COMPLIANT
TNT_003,VEH_0094,VND_003_02,NODAL,MINIVAN,12,DIESEL,COMPLIANT
TNT_003,VEH_0095,VND_003_03,NODAL,MINIVAN,12,DIESEL,COMPLIANT
TNT_003,VEH_0096,VND_003_04,NODAL,MINIVAN,12,CNG,COMPLIANT
TNT_001,VEH_0097,VND_001_01,SHUTTLE,BUS,40,DIESEL,COMPLIANT
TNT_001,VEH_0098,VND_001_02,SHUTTLE,BUS,40,DIESEL,COMPLIANT
TNT_001,VEH_0099,VND_001_03,SHUTTLE,BUS,40,DIESEL,COMPLIANT
TNT_001,VEH_0100,VND_001_04,SHUTTLE,BUS,40,EV,COMPLIANT
TNT_002,VEH_0101,VND_002_01,SHUTTLE,BUS,40,CNG,COMPLIANT
TNT_002,VEH_0102,VND_002_02,SHUTTLE,BUS,40,CNG,COMPLIANT
TNT_002,VEH_0103,VND_002_03,SHUTTLE,BUS,40,CNG,COMPLIANT
TNT_002,VEH_0104,VND_002_04,SHUTTLE,BUS,40,CNG,COMPLIANT
TNT_003,VEH_0105,VND_003_01,SHUTTLE,BUS,40,EV,COMPLIANT
TNT_003,VEH_0106,VND_003_02,SHUTTLE,BUS,40,DIESEL,COMPLIANT
TNT_003,VEH_0107,VND_003_03,SHUTTLE,BUS,40,CNG,COMPLIANT
TNT_003,VEH_0108,VND_003_04,SHUTTLE,BUS,40,EV,COMPLIANT
TNT_001,VEH_0109,VND_001_01,CAB,SEDAN,4,CNG,COMPLIANT
TNT_001,VEH_0110,VND_001_02,CAB,SEDAN,4,CNG,COMPLIANT
TNT_001,VEH_0111,VND_001_03,CAB,SEDAN,4,EV,REVIEW_REQUIRED
TNT_001,VEH_0112,VND_001_04,CAB,SEDAN,4,CNG,COMPLIANT
TNT_002,VEH_0113,VND_002_01,CAB,SEDAN,4,EV,COMPLIANT
TNT_002,VEH_0114,VND_002_02,CAB,SEDAN,4,EV,COMPLIANT
TNT_002,VEH_0115,VND_002_03,CAB,SEDAN,4,EV,COMPLIANT
TNT_002,VEH_0116,VND_002_04,CAB,SEDAN,4,CNG,COMPLIANT
TNT_003,VEH_0117,VND_003_01,CAB,SEDAN,4,CNG,COMPLIANT
TNT_003,VEH_0118,VND_003_02,CAB,SEDAN,4,CNG,COMPLIANT
TNT_003,VEH_0119,VND_003_03,CAB,SEDAN,4,DIESEL,COMPLIANT
TNT_003,VEH_0120,VND_003_04,CAB,SEDAN,4,CNG,COMPLIANT
TNT_001,VEH_0121,VND_001_01,NODAL,MINIVAN,12,CNG,COMPLIANT
TNT_001,VEH_0122,VND_001_02,NODAL,MINIVAN,12,CNG,COMPLIANT
TNT_001,VEH_0123,VND_001_03,NODAL,MINIVAN,12,EV,COMPLIANT
TNT_001,VEH_0124,VND_001_04,NODAL,MINIVAN,12,DIESEL,COMPLIANT
TNT_002,VEH_0125,VND_002_01,NODAL,MINIVAN,12,DIESEL,COMPLIANT
TNT_002,VEH_0126,VND_002_02,NODAL,MINIVAN,12,DIESEL,COMPLIANT
TNT_002,VEH_0127,VND_002_03,NODAL,MINIVAN,12,CNG,COMPLIANT
TNT_002,VEH_0128,VND_002_04,NODAL,MINIVAN,12,DIESEL,COMPLIANT
TNT_003,VEH_0129,VND_003_01,NODAL,MINIVAN,12,EV,COMPLIANT
TNT_003,VEH_0130,VND_003_02,NODAL,MINIVAN,12,EV,COMPLIANT
TNT_003,VEH_0131,VND_003_03,NODAL,MINIVAN,12,EV,COMPLIANT
TNT_003,VEH_0132,VND_003_04,NODAL,MINIVAN,12,EV,COMPLIANT
TNT_001,VEH_0133,VND_001_01,SHUTTLE,BUS,40,DIESEL,COMPLIANT
TNT_001,VEH_0134,VND_001_02,SHUTTLE,BUS,40,CNG,COMPLIANT
TNT_001,VEH_0135,VND_001_03,SHUTTLE,BUS,40,EV,COMPLIANT
TNT_001,VEH_0136,VND_001_04,SHUTTLE,BUS,40,EV,COMPLIANT
TNT_002,VEH_0137,VND_002_01,SHUTTLE,BUS,40,EV,COMPLIANT
TNT_002,VEH_0138,VND_002_02,SHUTTLE,BUS,40,DIESEL,COMPLIANT
TNT_002,VEH_0139,VND_002_03,SHUTTLE,BUS,40,CNG,COMPLIANT
TNT_002,VEH_0140,VND_002_04,SHUTTLE,BUS,40,EV,COMPLIANT
TNT_003,VEH_0141,VND_003_01,SHUTTLE,BUS,40,DIESEL,COMPLIANT
TNT_003,VEH_0142,VND_003_02,SHUTTLE,BUS,40,EV,COMPLIANT
TNT_003,VEH_0143,VND_003_03,SHUTTLE,BUS,40,DIESEL,COMPLIANT
TNT_003,VEH_0144,VND_003_04,SHUTTLE,BUS,40,DIESEL,COMPLIANT
TNT_001,VEH_0145,VND_001_01,CAB,SEDAN,4,CNG,COMPLIANT
TNT_001,VEH_0146,VND_001_02,CAB,SEDAN,4,CNG,COMPLIANT
TNT_001,VEH_0147,VND_001_03,CAB,SEDAN,4,CNG,COMPLIANT
TNT_001,VEH_0148,VND_001_04,CAB,SEDAN,4,DIESEL,COMPLIANT
TNT_002,VEH_0149,VND_002_01,CAB,SEDAN,4,CNG,COMPLIANT
TNT_002,VEH_0150,VND_002_02,CAB,SEDAN,4,CNG,COMPLIANT
TNT_002,VEH_0151,VND_002_03,CAB,SEDAN,4,CNG,COMPLIANT
TNT_002,VEH_0152,VND_002_04,CAB,SEDAN,4,CNG,REVIEW_REQUIRED
TNT_003,VEH_0153,VND_003_01,CAB,SEDAN,4,DIESEL,COMPLIANT
TNT_003,VEH_0154,VND_003_02,CAB,SEDAN,4,CNG,COMPLIANT
TNT_003,VEH_0155,VND_003_03,CAB,SEDAN,4,CNG,COMPLIANT
TNT_003,VEH_0156,VND_003_04,CAB,SEDAN,4,CNG,COMPLIANT
TNT_001,VEH_0157,VND_001_01,NODAL,MINIVAN,12,CNG,COMPLIANT
TNT_001,VEH_0158,VND_001_02,NODAL,MINIVAN,12,DIESEL,COMPLIANT
TNT_001,VEH_0159,VND_001_03,NODAL,MINIVAN,12,DIESEL,REVIEW_REQUIRED
TNT_001,VEH_0160,VND_001_04,NODAL,MINIVAN,12,EV,COMPLIANT
TNT_002,VEH_0161,VND_002_01,NODAL,MINIVAN,12,EV,COMPLIANT
TNT_002,VEH_0162,VND_002_02,NODAL,MINIVAN,12,CNG,COMPLIANT
TNT_002,VEH_0163,VND_002_03,NODAL,MINIVAN,12,DIESEL,COMPLIANT
TNT_002,VEH_0164,VND_002_04,NODAL,MINIVAN,12,CNG,COMPLIANT
TNT_003,VEH_0165,VND_003_01,NODAL,MINIVAN,12,DIESEL,COMPLIANT
TNT_003,VEH_0166,VND_003_02,NODAL,MINIVAN,12,EV,COMPLIANT
TNT_003,VEH_0167,VND_003_03,NODAL,MINIVAN,12,DIESEL,COMPLIANT
TNT_003,VEH_0168,VND_003_04,NODAL,MINIVAN,12,CNG,COMPLIANT
TNT_001,VEH_0169,VND_001_01,SHUTTLE,BUS,40,CNG,COMPLIANT
TNT_001,VEH_0170,VND_001_02,SHUTTLE,BUS,40,CNG,COMPLIANT
TNT_001,VEH_0171,VND_001_03,SHUTTLE,BUS,40,CNG,COMPLIANT
TNT_001,VEH_0172,VND_001_04,SHUTTLE,BUS,40,CNG,COMPLIANT
TNT_002,VEH_0173,VND_002_01,SHUTTLE,BUS,40,CNG,COMPLIANT
TNT_002,VEH_0174,VND_002_02,SHUTTLE,BUS,40,CNG,COMPLIANT
TNT_002,VEH_0175,VND_002_03,SHUTTLE,BUS,40,DIESEL,COMPLIANT
TNT_002,VEH_0176,VND_002_04,SHUTTLE,BUS,40,EV,COMPLIANT
TNT_003,VEH_0177,VND_003_01,SHUTTLE,BUS,40,EV,COMPLIANT
TNT_003,VEH_0178,VND_003_02,SHUTTLE,BUS,40,DIESEL,COMPLIANT
TNT_003,VEH_0179,VND_003_03,SHUTTLE,BUS,40,CNG,COMPLIANT
TNT_003,VEH_0180,VND_003_04,SHUTTLE,BUS,40,EV,COMPLIANT
TNT_001,VEH_0181,VND_001_01,CAB,SEDAN,4,DIESEL,COMPLIANT
TNT_001,VEH_0182,VND_001_02,CAB,SEDAN,4,DIESEL,COMPLIANT
TNT_001,VEH_0183,VND_001_03,CAB,SEDAN,4,EV,COMPLIANT
TNT_001,VEH_0184,VND_001_04,CAB,SEDAN,4,CNG,COMPLIANT
TNT_002,VEH_0185,VND_002_01,CAB,SEDAN,4,DIESEL,COMPLIANT
TNT_002,VEH_0186,VND_002_02,CAB,SEDAN,4,EV,COMPLIANT
TNT_002,VEH_0187,VND_002_03,CAB,SEDAN,4,DIESEL,COMPLIANT
TNT_002,VEH_0188,VND_002_04,CAB,SEDAN,4,CNG,COMPLIANT
TNT_003,VEH_0189,VND_003_01,CAB,SEDAN,4,DIESEL,COMPLIANT
TNT_003,VEH_0190,VND_003_02,CAB,SEDAN,4,DIESEL,COMPLIANT
TNT_003,VEH_0191,VND_003_03,CAB,SEDAN,4,CNG,COMPLIANT
TNT_003,VEH_0192,VND_003_04,CAB,SEDAN,4,CNG,COMPLIANT
TNT_001,VEH_0193,VND_001_01,NODAL,MINIVAN,12,EV,COMPLIANT
TNT_001,VEH_0194,VND_001_02,NODAL,MINIVAN,12,EV,COMPLIANT
TNT_001,VEH_0195,VND_001_03,NODAL,MINIVAN,12,EV,COMPLIANT
TNT_001,VEH_0196,VND_001_04,NODAL,MINIVAN,12,DIESEL,COMPLIANT
TNT_002,VEH_0197,VND_002_01,NODAL,MINIVAN,12,CNG,COMPLIANT
TNT_002,VEH_0198,VND_002_02,NODAL,MINIVAN,12,CNG,COMPLIANT
TNT_002,VEH_0199,VND_002_03,NODAL,MINIVAN,12,DIESEL,COMPLIANT
TNT_002,VEH_0200,VND_002_04,NODAL,MINIVAN,12,CNG,COMPLIANT
TNT_003,VEH_0201,VND_003_01,NODAL,MINIVAN,12,DIESEL,COMPLIANT
TNT_003,VEH_0202,VND_003_02,NODAL,MINIVAN,12,DIESEL,COMPLIANT
TNT_003,VEH_0203,VND_003_03,NODAL,MINIVAN,12,CNG,COMPLIANT
TNT_003,VEH_0204,VND_003_04,NODAL,MINIVAN,12,DIESEL,COMPLIANT
TNT_001,VEH_0205,VND_001_01,SHUTTLE,BUS,40,CNG,COMPLIANT
TNT_001,VEH_0206,VND_001_02,SHUTTLE,BUS,40,EV,COMPLIANT
TNT_001,VEH_0207,VND_001_03,SHUTTLE,BUS,40,CNG,COMPLIANT
TNT_001,VEH_0208,VND_001_04,SHUTTLE,BUS,40,CNG,COMPLIANT
TNT_002,VEH_0209,VND_002_01,SHUTTLE,BUS,40,DIESEL,COMPLIANT
TNT_002,VEH_0210,VND_002_02,SHUTTLE,BUS,40,DIESEL,COMPLIANT
TNT_002,VEH_0211,VND_002_03,SHUTTLE,BUS,40,CNG,COMPLIANT
TNT_002,VEH_0212,VND_002_04,SHUTTLE,BUS,40,DIESEL,COMPLIANT
TNT_003,VEH_0213,VND_003_01,SHUTTLE,BUS,40,CNG,COMPLIANT
TNT_003,VEH_0214,VND_003_02,SHUTTLE,BUS,40,CNG,COMPLIANT
TNT_003,VEH_0215,VND_003_03,SHUTTLE,BUS,40,CNG,COMPLIANT
TNT_003,VEH_0216,VND_003_04,SHUTTLE,BUS,40,DIESEL,COMPLIANT
TNT_001,VEH_0217,VND_001_01,CAB,SEDAN,4,DIESEL,COMPLIANT
TNT_001,VEH_0218,VND_001_02,CAB,SEDAN,4,DIESEL,COMPLIANT
TNT_001,VEH_0219,VND_001_03,CAB,SEDAN,4,EV,COMPLIANT
TNT_001,VEH_0220,VND_001_04,CAB,SEDAN,4,EV,COMPLIANT
TNT_002,VEH_0221,VND_002_01,CAB,SEDAN,4,DIESEL,COMPLIANT
TNT_002,VEH_0222,VND_002_02,CAB,SEDAN,4,CNG,COMPLIANT
TNT_002,VEH_0223,VND_002_03,CAB,SEDAN,4,DIESEL,COMPLIANT
TNT_002,VEH_0224,VND_002_04,CAB,SEDAN,4,CNG,COMPLIANT
TNT_003,VEH_0225,VND_003_01,CAB,SEDAN,4,CNG,COMPLIANT
TNT_003,VEH_0226,VND_003_02,CAB,SEDAN,4,EV,COMPLIANT
TNT_003,VEH_0227,VND_003_03,CAB,SEDAN,4,CNG,COMPLIANT
TNT_003,VEH_0228,VND_003_04,CAB,SEDAN,4,DIESEL,COMPLIANT
TNT_001,VEH_0229,VND_001_01,NODAL,MINIVAN,12,DIESEL,COMPLIANT
TNT_001,VEH_0230,VND_001_02,NODAL,MINIVAN,12,CNG,COMPLIANT
TNT_001,VEH_0231,VND_001_03,NODAL,MINIVAN,12,CNG,COMPLIANT
TNT_001,VEH_0232,VND_001_04,NODAL,MINIVAN,12,DIESEL,COMPLIANT
TNT_002,VEH_0233,VND_002_01,NODAL,MINIVAN,12,EV,COMPLIANT
TNT_002,VEH_0234,VND_002_02,NODAL,MINIVAN,12,CNG,COMPLIANT
TNT_002,VEH_0235,VND_002_03,NODAL,MINIVAN,12,CNG,COMPLIANT
TNT_002,VEH_0236,VND_002_04,NODAL,MINIVAN,12,CNG,COMPLIANT
TNT_003,VEH_0237,VND_003_01,NODAL,MINIVAN,12,CNG,COMPLIANT
TNT_003,VEH_0238,VND_003_02,NODAL,MINIVAN,12,CNG,COMPLIANT
TNT_003,VEH_0239,VND_003_03,NODAL,MINIVAN,12,CNG,COMPLIANT
TNT_003,VEH_0240,VND_003_04,NODAL,MINIVAN,12,DIESEL,COMPLIANT
TNT_001,VEH_0241,VND_001_01,SHUTTLE,BUS,40,CNG,COMPLIANT
TNT_001,VEH_0242,VND_001_02,SHUTTLE,BUS,40,CNG,COMPLIANT
TNT_001,VEH_0243,VND_001_03,SHUTTLE,BUS,40,CNG,COMPLIANT
TNT_001,VEH_0244,VND_001_04,SHUTTLE,BUS,40,EV,COMPLIANT
TNT_002,VEH_0245,VND_002_01,SHUTTLE,BUS,40,DIESEL,COMPLIANT
TNT_002,VEH_0246,VND_002_02,SHUTTLE,BUS,40,EV,COMPLIANT
TNT_002,VEH_0247,VND_002_03,SHUTTLE,BUS,40,EV,COMPLIANT
TNT_002,VEH_0248,VND_002_04,SHUTTLE,BUS,40,DIESEL,COMPLIANT
TNT_003,VEH_0249,VND_003_01,SHUTTLE,BUS,40,CNG,COMPLIANT
TNT_003,VEH_0250,VND_003_02,SHUTTLE,BUS,40,CNG,COMPLIANT
TNT_003,VEH_0251,VND_003_03,SHUTTLE,BUS,40,CNG,COMPLIANT
TNT_003,VEH_0252,VND_003_04,SHUTTLE,BUS,40,CNG,COMPLIANT
TNT_001,VEH_0253,VND_001_01,CAB,SEDAN,4,CNG,COMPLIANT
TNT_001,VEH_0254,VND_001_02,CAB,SEDAN,4,CNG,COMPLIANT
TNT_001,VEH_0255,VND_001_03,CAB,SEDAN,4,CNG,COMPLIANT
TNT_001,VEH_0256,VND_001_04,CAB,SEDAN,4,CNG,COMPLIANT
TNT_002,VEH_0257,VND_002_01,CAB,SEDAN,4,CNG,COMPLIANT
TNT_002,VEH_0258,VND_002_02,CAB,SEDAN,4,CNG,COMPLIANT
TNT_002,VEH_0259,VND_002_03,CAB,SEDAN,4,EV,COMPLIANT
TNT_002,VEH_0260,VND_002_04,CAB,SEDAN,4,EV,COMPLIANT
TNT_003,VEH_0261,VND_003_01,CAB,SEDAN,4,DIESEL,COMPLIANT
TNT_003,VEH_0262,VND_003_02,CAB,SEDAN,4,CNG,COMPLIANT
TNT_003,VEH_0263,VND_003_03,CAB,SEDAN,4,DIESEL,COMPLIANT
TNT_003,VEH_0264,VND_003_04,CAB,SEDAN,4,EV,COMPLIANT
TNT_001,VEH_0265,VND_001_01,NODAL,MINIVAN,12,EV,COMPLIANT
TNT_001,VEH_0266,VND_001_02,NODAL,MINIVAN,12,DIESEL,COMPLIANT
TNT_001,VEH_0267,VND_001_03,NODAL,MINIVAN,12,CNG,COMPLIANT
TNT_001,VEH_0268,VND_001_04,NODAL,MINIVAN,12,CNG,COMPLIANT
TNT_002,VEH_0269,VND_002_01,NODAL,MINIVAN,12,EV,COMPLIANT
TNT_002,VEH_0270,VND_002_02,NODAL,MINIVAN,12,CNG,COMPLIANT
TNT_002,VEH_0271,VND_002_03,NODAL,MINIVAN,12,CNG,COMPLIANT
TNT_002,VEH_0272,VND_002_04,NODAL,MINIVAN,12,DIESEL,COMPLIANT
TNT_003,VEH_0273,VND_003_01,NODAL,MINIVAN,12,EV,COMPLIANT
TNT_003,VEH_0274,VND_003_02,NODAL,MINIVAN,12,CNG,COMPLIANT
TNT_003,VEH_0275,VND_003_03,NODAL,MINIVAN,12,CNG,COMPLIANT
TNT_003,VEH_0276,VND_003_04,NODAL,MINIVAN,12,CNG,COMPLIANT
TNT_001,VEH_0277,VND_001_01,SHUTTLE,BUS,40,DIESEL,COMPLIANT
TNT_001,VEH_0278,VND_001_02,SHUTTLE,BUS,40,CNG,COMPLIANT
TNT_001,VEH_0279,VND_001_03,SHUTTLE,BUS,40,DIESEL,COMPLIANT
TNT_001,VEH_0280,VND_001_04,SHUTTLE,BUS,40,CNG,COMPLIANT
TNT_002,VEH_0281,VND_002_01,SHUTTLE,BUS,40,CNG,COMPLIANT
TNT_002,VEH_0282,VND_002_02,SHUTTLE,BUS,40,EV,COMPLIANT
TNT_002,VEH_0283,VND_002_03,SHUTTLE,BUS,40,CNG,COMPLIANT
TNT_002,VEH_0284,VND_002_04,SHUTTLE,BUS,40,EV,COMPLIANT
TNT_003,VEH_0285,VND_003_01,SHUTTLE,BUS,40,DIESEL,COMPLIANT
TNT_003,VEH_0286,VND_003_02,SHUTTLE,BUS,40,EV,COMPLIANT
TNT_003,VEH_0287,VND_003_03,SHUTTLE,BUS,40,DIESEL,COMPLIANT
TNT_003,VEH_0288,VND_003_04,SHUTTLE,BUS,40,CNG,COMPLIANT
TNT_001,VEH_0289,VND_001_01,CAB,SEDAN,4,CNG,COMPLIANT
TNT_001,VEH_0290,VND_001_02,CAB,SEDAN,4,EV,COMPLIANT
TNT_001,VEH_0291,VND_001_03,CAB,SEDAN,4,EV,COMPLIANT
TNT_001,VEH_0292,VND_001_04,CAB,SEDAN,4,CNG,COMPLIANT
TNT_002,VEH_0293,VND_002_01,CAB,SEDAN,4,EV,COMPLIANT
TNT_002,VEH_0294,VND_002_02,CAB,SEDAN,4,CNG,COMPLIANT
TNT_002,VEH_0295,VND_002_03,CAB,SEDAN,4,DIESEL,COMPLIANT
TNT_002,VEH_0296,VND_002_04,CAB,SEDAN,4,DIESEL,COMPLIANT
TNT_003,VEH_0297,VND_003_01,CAB,SEDAN,4,EV,COMPLIANT
TNT_003,VEH_0298,VND_003_02,CAB,SEDAN,4,CNG,COMPLIANT
TNT_003,VEH_0299,VND_003_03,CAB,SEDAN,4,CNG,COMPLIANT
TNT_003,VEH_0300,VND_003_04,CAB,SEDAN,4,DIESEL,COMPLIANT
TNT_001,VEH_0301,VND_001_01,NODAL,MINIVAN,12,DIESEL,COMPLIANT
TNT_001,VEH_0302,VND_001_02,NODAL,MINIVAN,12,DIESEL,COMPLIANT
TNT_001,VEH_0303,VND_001_03,NODAL,MINIVAN,12,EV,COMPLIANT
TNT_001,VEH_0304,VND_001_04,NODAL,MINIVAN,12,EV,COMPLIANT
