tenant_id,trip_id,service_date,city,site_id,shift_id,service_mode,route_id,vendor_id,driver_id,vehicle_id,scheduled_start_at_utc,scheduled_drop_at_utc,actual_start_at_utc,actual_drop_at_utc,trip_status,pickup_delay_minutes,arrival_delay_minutes,delay_reason,planned_distance_km,actual_distance_km,vehicle_capacity,booked_employees,boarded_employees,no_show_count,quoted_cost,actual_cost,currency,sla_tolerance_minutes,on_time_arrival_flag,gps_expected_points,gps_recorded_points,gps_coverage_pct,feedback_response_count,avg_feedback_rating,safety_incident_flag,compliance_status,fuel_type,estimated_co2_kg,data_quality_flags
TNT_002,TRP_0002327,2026-08-16,Hyderabad,SITE_HYD_02,SHIFT_DAY,CAB,RTE_002_020,VND_002_04,DRV_0020,VEH_0296,2026-08-16T08:29:00.000Z,2026-08-16T08:59:00.000Z,2026-08-16T08:33:00.000Z,2026-08-16T09:05:00.000Z,COMPLETED,4,6,,12.5,13.9,4,1,1,0,410,432.55,INR,10,true,20,19,96.8,0,,false,COMPLIANT,DIESEL,2.64,
TNT_003,TRP_0008691,2026-07-21,Noida,SITE_NCR_02,SHIFT_MORNING,NODAL,RTE_003_069,VND_003_03,DRV_0263,VEH_0275,2026-07-21T05:35:00.000Z,2026-07-21T06:36:00.000Z,2026-07-21T05:44:00.000Z,2026-07-21T06:49:00.000Z,COMPLETED,9,13,TRAFFIC,26.6,28,12,3,3,0,934.6,929.93,INR,10,false,20,18,91,0,,false,COMPLIANT,CNG,3.36,
TNT_002,TRP_0042008,2026-08-07,Hyderabad,SITE_HYD_01,SHIFT_DAY,CAB,RTE_002_038,VND_002_02,DRV_0114,VEH_0006,2026-08-07T08:23:00.000Z,2026-08-07T09:06:00.000Z,2026-08-07T08:27:00.000Z,2026-08-07T09:11:00.000Z,COMPLETED,4,5,,18.3,17.7,4,1,1,0,549.2,534.37,INR,10,true,20,18,92.2,0,,false,COMPLIANT,EV,0.62,
TNT_001,TRP_0028460,2026-06-20,Bengaluru,SITE_BLR_01,SHIFT_MORNING,CAB,RTE_001_028,VND_001_02,DRV_0314,VEH_0290,2026-06-20T05:32:00.000Z,2026-06-20T06:07:00.000Z,2026-06-20T05:31:00.000Z,2026-06-20T06:04:00.000Z,COMPLETED,-1,-3,,19,18.5,4,1,1,0,566,576.75,INR,10,true,20,20,99.3,0,,false,COMPLIANT,EV,0.65,
TNT_001,TRP_0034826,2026-08-25,Bengaluru,SITE_BLR_02,SHIFT_DAY,NODAL,RTE_001_004,VND_001_01,DRV_0337,VEH_0265,2026-08-25T08:42:00.000Z,2026-08-25T09:28:00.000Z,2026-08-25T08:45:00.000Z,2026-08-25T09:35:00.000Z,COMPLETED,3,7,,18.3,17.7,12,2,2,0,677.3,682.72,INR,10,true,20,19,97.3,0,,false,COMPLIANT,EV,0.62,
TNT_001,TRP_0033938,2026-06-08,Bengaluru,SITE_BLR_01,SHIFT_NIGHT,CAB,RTE_001_055,VND_001_03,DRV_0015,VEH_0111,2026-06-08T21:13:00.000Z,2026-06-08T21:55:00.000Z,2026-06-08T21:30:00.000Z,2026-06-08T22:30:00.000Z,COMPLETED,17,35,TRAFFIC,18.5,19.2,4,1,1,0,554,596.1,INR,10,false,20,19,92.9,0,,false,REVIEW_REQUIRED,EV,0.67,COMPLIANCE_REVIEW
TNT_002,TRP_0041399,2026-08-28,Hyderabad,SITE_HYD_02,SHIFT_MORNING,CAB,RTE_002_020,VND_002_02,DRV_0486,VEH_0114,2026-08-28T05:28:00.000Z,2026-08-28T05:52:00.000Z,2026-08-28T05:31:00.000Z,2026-08-28T05:57:00.000Z,COMPLETED,3,5,,10.2,10.7,4,1,1,0,354.8,348.06,INR,10,true,20,19,95,0,,false,COMPLIANT,EV,0.37,
TNT_001,TRP_0024921,2026-08-20,Bengaluru,SITE_BLR_01,SHIFT_EVENING,CAB,RTE_001_073,VND_001_03,DRV_0183,VEH_0039,2026-08-20T13:23:00.000Z,2026-08-20T13:58:00.000Z,2026-08-20T13:43:00.000Z,2026-08-20T14:37:00.000Z,COMPLETED,20,39,ROUTE_DEVIATION,18.7,19.9,4,1,1,0,558.8,557.68,INR,10,false,20,19,96.1,0,,false,COMPLIANT,DIESEL,3.78,
TNT_001,TRP_0028737,2026-06-27,Bengaluru,SITE_BLR_01,SHIFT_DAY,CAB,RTE_001_019,VND_001_03,DRV_0231,VEH_0291,2026-06-27T08:39:00.000Z,2026-06-27T09:09:00.000Z,,,ABORTED,,,,12.6,0,4,1,0,1,412.4,407.04,INR,10,,0,0,0,0,,false,COMPLIANT,EV,0,
TNT_003,TRP_0036198,2026-06-18,Gurugram,SITE_NCR_01,SHIFT_MORNING,CAB,RTE_003_030,VND_003_04,DRV_0012,VEH_0300,2026-06-18T05:24:00.000Z,2026-06-18T05:50:00.000Z,2026-06-18T05:24:00.000Z,2026-06-18T05:50:00.000Z,COMPLETED,0,0,,14.3,13.7,4,1,1,0,453.2,451.84,INR,10,true,20,20,99.6,0,,false,COMPLIANT,DIESEL,2.6,
TNT_001,TRP_0047867,2026-08-16,Bengaluru,SITE_BLR_01,SHIFT_DAY,CAB,RTE_001_019,VND_001_02,DRV_0206,VEH_0218,2026-08-16T08:37:00.000Z,2026-08-16T09:04:00.000Z,2026-08-16T08:41:00.000Z,2026-08-16T09:14:00.000Z,COMPLETED,4,10,,10.5,9.9,4,1,1,0,362,374.31,INR,10,true,20,19,96.1,1,4,false,COMPLIANT,DIESEL,1.88,
TNT_001,TRP_0012105,2026-07-15,Bengaluru,SITE_BLR_01,SHIFT_EVENING,CAB,RTE_001_064,VND_001_03,DRV_0387,VEH_0255,2026-07-15T13:01:00.000Z,2026-07-15T13:55:00.000Z,2026-07-15T13:01:00.000Z,2026-07-15T13:55:00.000Z,COMPLETED,0,0,,27.3,30.5,4,1,1,0,765.2,808.82,INR,10,true,20,19,94.6,0,,false,COMPLIANT,CNG,3.66,
TNT_001,TRP_0048569,2026-07-29,Bengaluru,SITE_BLR_01,SHIFT_MORNING,SHUTTLE,RTE_001_007,VND_001_02,DRV_0458,VEH_0350,2026-07-29T05:06:00.000Z,2026-07-29T05:58:00.000Z,2026-07-29T05:05:00.000Z,2026-07-29T05:56:00.000Z,COMPLETED,-1,-2,,24,25.5,40,5,5,0,1118,1191.79,INR,10,true,20,18,90.9,0,,false,COMPLIANT,DIESEL,4.84,
TNT_001,TRP_0047529,2026-06-09,Bengaluru,SITE_BLR_01,SHIFT_NIGHT,CAB,RTE_001_064,VND_001_03,DRV_0303,VEH_0075,2026-06-09T21:03:00.000Z,2026-06-09T22:11:00.000Z,2026-06-09T21:04:00.000Z,2026-06-09T22:13:00.000Z,COMPLETED,1,2,,29.7,31.6,4,1,1,0,822.8,844.19,INR,10,true,20,19,95.5,0,,false,COMPLIANT,CNG,3.79,
TNT_001,TRP_0025449,2026-08-08,Bengaluru,SITE_BLR_02,SHIFT_EVENING,CAB,RTE_001_037,VND_001_03,DRV_0351,VEH_0111,2026-08-08T13:31:00.000Z,2026-08-08T14:17:00.000Z,2026-08-08T14:05:00.000Z,2026-08-08T15:10:00.000Z,COMPLETED,34,53,ROUTE_DEVIATION,20,20.2,4,1,1,0,590,585.28,INR,10,false,20,20,99.8,0,,false,REVIEW_REQUIRED,EV,0.71,COMPLIANCE_REVIEW
TNT_001,TRP_0024127,2026-06-07,Bengaluru,SITE_BLR_01,SHIFT_NIGHT,CAB,RTE_001_064,VND_001_04,DRV_0112,VEH_0076,2026-06-07T21:18:00.000Z,2026-06-07T22:21:00.000Z,2026-06-07T21:17:00.000Z,2026-06-07T22:19:00.000Z,COMPLETED,-1,-2,,24.3,23.7,4,1,1,0,693.2,687.65,INR,10,true,20,19,95.5,0,,false,REVIEW_REQUIRED,DIESEL,4.5,COMPLIANCE_REVIEW
TNT_002,TRP_0017789,2026-07-29,Hyderabad,SITE_HYD_02,SHIFT_DAY,CAB,RTE_002_011,VND_002_04,DRV_0212,VEH_0008,2026-07-29T08:45:00.000Z,2026-07-29T09:17:00.000Z,2026-07-29T08:42:00.000Z,2026-07-29T09:11:00.000Z,COMPLETED,-3,-6,,13.5,15.2,4,1,1,0,434,426.19,INR,10,true,20,19,97.4,0,,false,COMPLIANT,CNG,1.82,
TNT_001,TRP_0035518,2026-07-28,Bengaluru,SITE_BLR_01,SHIFT_DAY,CAB,RTE_001_073,VND_001_03,DRV_0459,VEH_0219,2026-07-28T08:42:00.000Z,2026-07-28T09:30:00.000Z,2026-07-28T08:43:00.000Z,2026-07-28T09:31:00.000Z,COMPLETED,1,1,,18.6,17.1,4,1,1,0,556.4,536.93,INR,10,true,20,19,93.1,0,,false,COMPLIANT,EV,0.6,
TNT_001,TRP_0016298,2026-06-08,Bengaluru,SITE_BLR_01,SHIFT_DAY,CAB,RTE_001_064,VND_001_03,DRV_0423,VEH_0219,2026-06-08T08:27:00.000Z,2026-06-08T09:39:00.000Z,2026-06-08T08:23:00.000Z,2026-06-08T09:33:00.000Z,COMPLETED,-4,-6,,32.2,32.7,4,1,1,0,882.8,850.14,INR,10,true,20,20,98.9,0,,false,COMPLIANT,EV,1.14,
TNT_001,TRP_0048045,2026-08-14,Bengaluru,SITE_BLR_01,SHIFT_MORNING,CAB,RTE_001_046,VND_001_03,DRV_0447,VEH_0075,2026-08-14T05:31:00.000Z,2026-08-14T06:30:00.000Z,2026-08-14T05:32:00.000Z,2026-08-14T06:33:00.000Z,COMPLETED,1,3,,24.2,27.3,4,1,1,0,690.8,683.89,INR,10,true,20,19,94.8,0,,false,COMPLIANT,CNG,3.28,
TNT_002,TRP_0026053,2026-07-13,Hyderabad,SITE_HYD_01,SHIFT_DAY,CAB,RTE_002_029,VND_002_03,DRV_0283,VEH_0115,2026-07-13T08:43:00.000Z,2026-07-13T09:08:00.000Z,2026-07-13T08:46:00.000Z,2026-07-13T09:14:00.000Z,COMPLETED,3,6,,12.8,12.7,4,1,1,0,417.2,428.05,INR,10,true,20,19,94.2,0,,false,COMPLIANT,EV,0.44,
TNT_002,TRP_0006385,2026-08-24,Hyderabad,SITE_HYD_02,SHIFT_NIGHT,NODAL,RTE_002_050,VND_002_03,DRV_0163,VEH_0163,2026-08-24T21:35:00.000Z,2026-08-24T22:19:00.000Z,2026-08-24T21:36:00.000Z,2026-08-24T22:21:00.000Z,COMPLETED,1,2,,23.9,24.4,12,3,3,0,850.9,852.6,INR,10,true,20,19,93.5,0,,false,COMPLIANT,DIESEL,4.64,
TNT_001,TRP_0036316,2026-07-16,Bengaluru,SITE_BLR_01,SHIFT_DAY,CAB,RTE_001_001,VND_001_01,DRV_0385,VEH_0037,2026-07-16T08:20:00.000Z,2026-07-16T09:12:00.000Z,2026-07-16T08:23:00.000Z,2026-07-16T09:16:00.000Z,COMPLETED,3,4,,23.1,22.8,4,1,1,0,664.4,668.39,INR,10,true,20,18,91.8,1,5,false,COMPLIANT,DIESEL,4.33,
TNT_001,TRP_0024728,2026-08-07,Bengaluru,SITE_BLR_01,SHIFT_DAY,CAB,RTE_001_046,VND_001_01,DRV_0481,VEH_0217,2026-08-07T08:02:00.000Z,2026-08-07T09:06:00.000Z,2026-08-07T07:59:00.000Z,2026-08-07T09:01:00.000Z,COMPLETED,-3,-5,,24.8,27.5,4,1,1,0,705.2,731.29,INR,10,true,20,19,93.3,0,,false,COMPLIANT,DIESEL,5.22,
