tenant_id,feedback_id,trip_id,employee_token,submitted_at_utc,rating,sentiment,category,comment_anonymized,moderation_flag
TNT_002,FDB_TRP_0000099,TRP_0000099,EMP_00168,2026-06-09T20:25:00.000Z,3,NEUTRAL,GENERAL,Service was acceptable but could be more punctual.,NONE
TNT_002,FDB_TRP_0000107,TRP_0000107,EMP_03332,2026-06-17T12:09:00.000Z,3,NEUTRAL,GENERAL,Service was acceptable but could be more punctual.,NONE
TNT_003,FDB_TRP_0000118,TRP_0000118,EMP_01349,2026-06-28T13:33:00.000Z,5,POSITIVE,GENERAL,Driver communication was clear.,NONE
TNT_001,FDB_TRP_0000124,TRP_0000124,EMP_01403,2026-07-04T18:26:00.000Z,4,POSITIVE,GENERAL,Good service.,NONE
TNT_001,FDB_TRP_0000126,TRP_0000126,EMP_04018,2026-07-06T22:43:00.000Z,4,POSITIVE,GENERAL,Comfortable ride and timely arrival.,NONE
TNT_001,FDB_TRP_0000140,TRP_0000140,EMP_03133,2026-07-20T14:07:00.000Z,5,POSITIVE,GENERAL,Good service.,NONE
TNT_002,FDB_TRP_0000153,TRP_0000153,EMP_03574,2026-08-02T23:37:00.000Z,5,POSITIVE,GENERAL,Good service.,NONE
TNT_002,FDB_TRP_0000160,TRP_0000160,EMP_00764,2026-08-10T08:20:00.000Z,4,POSITIVE,GENERAL,Comfortable ride and timely arrival.,NONE
TNT_001,FDB_TRP_0000161,TRP_0000161,EMP_00320,2026-08-10T13:25:00.000Z,4,POSITIVE,GENERAL,Driver communication was clear.,NONE
TNT_001,FDB_TRP_0000162,TRP_0000162,EMP_03143,2026-08-12T08:24:00.000Z,3,NEUTRAL,GENERAL,Service was acceptable but could be more punctual.,NONE
TNT_001,FDB_TRP_0000166,TRP_0000166,EMP_00608,2026-08-15T14:27:00.000Z,4,POSITIVE,GENERAL,Good service.,NONE
TNT_001,FDB_TRP_0000171,TRP_0000171,EMP_03107,2026-08-21T01:38:00.000Z,5,POSITIVE,GENERAL,Driver communication was clear.,NONE
TNT_002,FDB_TRP_0000181,TRP_0000181,EMP_04991,2026-06-02T04:38:00.000Z,3,NEUTRAL,GENERAL,Service was acceptable but could be more punctual.,NONE
TNT_003,FDB_TRP_0000183,TRP_0000183,EMP_02658,2026-06-03T08:23:00.000Z,5,POSITIVE,GENERAL,Comfortable ride and timely arrival.,NONE
TNT_001,FDB_TRP_0000194,TRP_0000194,EMP_00995,2026-06-14T18:03:00.000Z,5,POSITIVE,GENERAL,Comfortable ride and timely arrival.,NONE
TNT_003,FDB_TRP_0000200,TRP_0000200,EMP_01036,2026-06-20T16:59:00.000Z,4,POSITIVE,GENERAL,Comfortable ride and timely arrival.,NONE
TNT_002,FDB_TRP_0000208,TRP_0000208,EMP_03004,2026-06-28T20:21:00.000Z,3,NEUTRAL,GENERAL,Service was acceptable but could be more punctual.,NONE
TNT_001,FDB_TRP_0000215,TRP_0000215,EMP_05564,2026-07-05T16:00:00.000Z,4,POSITIVE,GENERAL,Comfortable ride and timely arrival.,NONE
TNT_001,FDB_TRP_0000219,TRP_0000219,EMP_03320,2026-07-09T08:18:00.000Z,5,POSITIVE,GENERAL,Good service.,NONE
TNT_001,FDB_TRP_0000228,TRP_0000228,EMP_03409,2026-07-18T15:20:00.000Z,3,NEUTRAL,GENERAL,Service was acceptable but could be more punctual.,NONE
TNT_002,FDB_TRP_0000236,TRP_0000236,EMP_05470,2026-07-27T00:02:00.000Z,5,POSITIVE,GENERAL,Good service.,NONE
TNT_003,FDB_TRP_0000240,TRP_0000240,EMP_03953,2026-07-30T09:32:00.000Z,4,POSITIVE,GENERAL,Driver communication was clear.,NONE
TNT_001,FDB_TRP_0000274,TRP_0000274,EMP_04261,2026-06-05T08:18:00.000Z,3,NEUTRAL,GENERAL,Service was acceptable but could be more punctual.,NONE
TNT_003,FDB_TRP_0000281,TRP_0000281,EMP_01535,2026-06-11T16:08:00.000Z,5,POSITIVE,GENERAL,Driver communication was clear.,NONE
TNT_001,FDB_TRP_0000283,TRP_0000283,EMP_05278,2026-06-13T11:15:00.000Z,5,POSITIVE,GENERAL,Comfortable ride and timely arrival.,NONE
TNT_001,FDB_TRP_0000286,TRP_0000286,EMP_01831,2026-06-16T11:21:00.000Z,5,POSITIVE,GENERAL,Comfortable ride and timely arrival.,NONE
TNT_002,FDB_TRP_0000288,TRP_0000288,EMP_03419,2026-06-18T07:18:00.000Z,2,NEGATIVE,PUNCTUALITY,Vehicle arrived late.,NONE
TNT_001,FDB_TRP_0000299,TRP_0000299,EMP_05441,2026-06-29T19:56:00.000Z,5,POSITIVE,GENERAL,Driver communication was clear.,NONE
TNT_002,FDB_TRP_0000311,TRP_0000311,EMP_04590,2026-07-11T14:09:00.000Z,4,POSITIVE,GENERAL,Driver communication was clear.,NONE
TNT_002,FDB_TRP_0000313,TRP_0000313,EMP_04955,2026-07-13T13:29:00.000Z,5,POSITIVE,GENERAL,Comfortable ride and timely arrival.,NONE
TNT_001,FDB_TRP_0000317,TRP_0000317,EMP_00458,2026-07-17T10:01:00.000Z,5,POSITIVE,GENERAL,Driver communication was clear.,NONE
TNT_001,FDB_TRP_0000324,TRP_0000324,EMP_02297,2026-07-24T15:47:00.000Z,4,POSITIVE,GENERAL,Comfortable ride and timely arrival.,NONE
TNT_001,FDB_TRP_0000326,TRP_0000326,EMP_01308,2026-07-26T18:06:00.000Z,3,NEUTRAL,GENERAL,Service was acceptable but could be more punctual.,NONE
TNT_001,FDB_TRP_0000327,TRP_0000327,EMP_05303,2026-07-27T13:49:00.000Z,5,POSITIVE,GENERAL,Comfortable ride and timely arrival.,NONE
TNT_001,FDB_TRP_0000329,TRP_0000329,EMP_03816,2026-07-29T11:52:00.000Z,4,POSITIVE,GENERAL,Comfortable ride and timely arrival.,NONE
TNT_001,FDB_TRP_0000332,TRP_0000332,EMP_04152,2026-08-01T14:30:00.000Z,5,POSITIVE,GENERAL,Good service.,NONE
TNT_001,FDB_TRP_0000334,TRP_0000334,EMP_00664,2026-08-03T15:07:00.000Z,2,NEGATIVE,PUNCTUALITY,Route delay affected shift start.,NONE
TNT_001,FDB_TRP_0000338,TRP_0000338,EMP_05163,2026-08-07T19:03:00.000Z,4,POSITIVE,GENERAL,Good service.,NONE
TNT_001,FDB_TRP_0000360,TRP_0000360,EMP_01570,2026-08-30T02:54:00.000Z,2,NEGATIVE,PUNCTUALITY,Long wait and poor communication.,NONE
TNT_003,FDB_TRP_0000362,TRP_0000362,EMP_03099,2026-06-02T08:29:00.000Z,4,POSITIVE,GENERAL,Good service.,NONE
TNT_001,FDB_TRP_0000365,TRP_0000365,EMP_00280,2026-06-05T14:54:00.000Z,5,POSITIVE,GENERAL,Good service.,NONE
TNT_001,FDB_TRP_0000366,TRP_0000366,EMP_03700,2026-06-07T08:34:00.000Z,4,POSITIVE,GENERAL,Good service.,NONE
TNT_003,FDB_TRP_0000367,TRP_0000367,EMP_04860,2026-06-07T19:16:00.000Z,5,POSITIVE,GENERAL,Good service.,NONE
TNT_003,FDB_TRP_0000369,TRP_0000369,EMP_04859,2026-06-10T06:32:00.000Z,4,POSITIVE,GENERAL,Driver communication was clear.,NONE
TNT_001,FDB_TRP_0000381,TRP_0000381,EMP_02416,2026-06-21T08:28:00.000Z,5,POSITIVE,GENERAL,Comfortable ride and timely arrival.,NONE
TNT_002,FDB_TRP_0000386,TRP_0000386,EMP_02077,2026-06-26T19:00:00.000Z,4,POSITIVE,GENERAL,Good service.,NONE
TNT_003,FDB_TRP_0000392,TRP_0000392,EMP_04301,2026-07-02T12:40:00.000Z,4,POSITIVE,GENERAL,Driver communication was clear.,NONE
TNT_001,FDB_TRP_0000394,TRP_0000394,EMP_04802,2026-07-04T14:53:00.000Z,5,POSITIVE,GENERAL,Comfortable ride and timely arrival.,NONE
TNT_001,FDB_TRP_0000395,TRP_0000395,EMP_05299,2026-07-05T16:28:00.000Z,5,POSITIVE,GENERAL,Driver communication was clear.,NONE
TNT_001,FDB_TRP_0000399,TRP_0000399,EMP_02670,2026-07-10T05:06:00.000Z,4,POSITIVE,GENERAL,Driver communication was clear.,NONE
TNT_001,FDB_TRP_0000405,TRP_0000405,EMP_02906,2026-07-15T15:09:00.000Z,3,NEUTRAL,GENERAL,Service was acceptable but could be more punctual.,NONE
TNT_001,FDB_TRP_0000431,TRP_0000431,EMP_04952,2026-08-10T07:18:00.000Z,4,POSITIVE,GENERAL,Driver communication was clear.,NONE
TNT_001,FDB_TRP_0000447,TRP_0000447,EMP_03118,2026-08-26T20:30:00.000Z,4,POSITIVE,GENERAL,Good service.,NONE
TNT_001,FDB_TRP_0000454,TRP_0000454,EMP_02183,2026-06-04T13:47:00.000Z,5,POSITIVE,GENERAL,Good service.,NONE
TNT_001,FDB_TRP_0000461,TRP_0000461,EMP_01912,2026-06-12T00:38:00.000Z,4,POSITIVE,GENERAL,Good service.,NONE
TNT_001,FDB_TRP_0000463,TRP_0000463,EMP_04024,2026-06-13T18:02:00.000Z,5,POSITIVE,GENERAL,Comfortable ride and timely arrival.,NONE
TNT_003,FDB_TRP_0000464,TRP_0000464,EMP_03974,2026-06-14T19:20:00.000Z,3,NEUTRAL,GENERAL,Service was acceptable but could be more punctual.,NONE
TNT_001,FDB_TRP_0000466,TRP_0000466,EMP_02618,2026-06-16T13:29:00.000Z,4,POSITIVE,GENERAL,Comfortable ride and timely arrival.,NONE
TNT_002,FDB_TRP_0000472,TRP_0000472,EMP_05337,2026-06-22T17:20:00.000Z,4,POSITIVE,GENERAL,Comfortable ride and timely arrival.,NONE
TNT_001,FDB_TRP_0000475,TRP_0000475,EMP_00763,2026-06-25T17:40:00.000Z,5,POSITIVE,GENERAL,Driver communication was clear.,NONE
TNT_001,FDB_TRP_0000478,TRP_0000478,EMP_01097,2026-06-28T10:08:00.000Z,4,POSITIVE,GENERAL,Good service.,NONE
TNT_001,FDB_TRP_0000480,TRP_0000480,EMP_05389,2026-06-30T08:15:00.000Z,3,NEUTRAL,GENERAL,Service was acceptable but could be more punctual.,NONE
TNT_001,FDB_TRP_0000482,TRP_0000482,EMP_01256,2026-07-02T15:21:00.000Z,5,POSITIVE,GENERAL,Good service.,NONE
TNT_001,FDB_TRP_0000488,TRP_0000488,EMP_01042,2026-07-09T04:09:00.000Z,4,POSITIVE,GENERAL,Driver communication was clear.,NONE
TNT_001,FDB_TRP_0000492,TRP_0000492,EMP_02014,2026-07-12T15:17:00.000Z,4,POSITIVE,GENERAL,Comfortable ride and timely arrival.,NONE
TNT_002,FDB_TRP_0000493,TRP_0000493,EMP_04506,2026-07-13T23:09:00.000Z,5,POSITIVE,GENERAL,Good service.,NONE
TNT_001,FDB_TRP_0000495,TRP_0000495,EMP_00490,2026-07-16T09:25:00.000Z,2,NEGATIVE,COMFORT,Vehicle arrived late.,NONE
TNT_002,FDB_TRP_0000499,TRP_0000499,EMP_03112,2026-07-19T08:36:00.000Z,5,POSITIVE,GENERAL,Driver communication was clear.,NONE
TNT_001,FDB_TRP_0000509,TRP_0000509,EMP_05462,2026-07-29T06:57:00.000Z,5,POSITIVE,GENERAL,Comfortable ride and timely arrival.,NONE
TNT_002,FDB_TRP_0000515,TRP_0000515,EMP_00096,2026-08-04T12:04:00.000Z,4,POSITIVE,GENERAL,Comfortable ride and timely arrival.,NONE
TNT_001,FDB_TRP_0000518,TRP_0000518,EMP_02041,2026-08-08T06:37:00.000Z,3,NEUTRAL,GENERAL,Service was acceptable but could be more punctual.,NONE
TNT_001,FDB_TRP_0000530,TRP_0000530,EMP_00289,2026-08-19T20:26:00.000Z,3,NEUTRAL,GENERAL,Service was acceptable but could be more punctual.,NONE
TNT_002,FDB_TRP_0000531,TRP_0000531,EMP_04564,2026-08-20T17:51:00.000Z,4,POSITIVE,GENERAL,Good service.,NONE
TNT_001,FDB_TRP_0000535,TRP_0000535,EMP_04435,2026-08-24T10:36:00.000Z,5,POSITIVE,GENERAL,Driver communication was clear.,NONE
TNT_001,FDB_TRP_0000536,TRP_0000536,EMP_02571,2026-08-25T17:02:00.000Z,4,POSITIVE,GENERAL,Comfortable ride and timely arrival.,NONE
TNT_001,FDB_TRP_0000541,TRP_0000541,EMP_04232,2026-06-02T08:34:00.000Z,5,POSITIVE,GENERAL,Good service.,NONE
TNT_001,FDB_TRP_0000548,TRP_0000548,EMP_04867,2026-06-08T22:02:00.000Z,4,POSITIVE,GENERAL,Good service.,NONE
TNT_001,FDB_TRP_0000550,TRP_0000550,EMP_01227,2026-06-10T22:56:00.000Z,3,NEUTRAL,GENERAL,Service was acceptable but could be more punctual.,NONE
TNT_001,FDB_TRP_0000561,TRP_0000561,EMP_04306,2026-06-21T18:01:00.000Z,4,POSITIVE,GENERAL,Comfortable ride and timely arrival.,NONE
TNT_001,FDB_TRP_0000564,TRP_0000564,EMP_00321,2026-06-24T09:54:00.000Z,5,POSITIVE,GENERAL,Driver communication was clear.,NONE
TNT_003,FDB_TRP_0000568,TRP_0000568,EMP_02553,2026-06-28T16:35:00.000Z,4,POSITIVE,GENERAL,Good service.,NONE
TNT_002,FDB_TRP_0000570,TRP_0000570,EMP_04467,2026-06-30T09:49:00.000Z,3,NEUTRAL,GENERAL,Service was acceptable but could be more punctual.,NONE
TNT_001,FDB_TRP_0000581,TRP_0000581,EMP_03336,2026-07-11T14:47:00.000Z,5,POSITIVE,GENERAL,Comfortable ride and timely arrival.,NONE
TNT_001,FDB_TRP_0000590,TRP_0000590,EMP_04385,2026-07-20T08:45:00.000Z,4,POSITIVE,GENERAL,Comfortable ride and timely arrival.,NONE
TNT_002,FDB_TRP_0000602,TRP_0000602,EMP_04958,2026-08-01T20:31:00.000Z,5,POSITIVE,GENERAL,Driver communication was clear.,NONE
TNT_002,FDB_TRP_0000607,TRP_0000607,EMP_01310,2026-08-06T17:36:00.000Z,3,NEUTRAL,GENERAL,Service was acceptable but could be more punctual.,NONE
TNT_001,FDB_TRP_0000612,TRP_0000612,EMP_02978,2026-08-12T09:26:00.000Z,4,POSITIVE,GENERAL,Good service.,NONE
TNT_001,FDB_TRP_0000618,TRP_0000618,EMP_03787,2026-08-18T08:37:00.000Z,3,NEUTRAL,GENERAL,Service was acceptable but could be more punctual.,NONE
TNT_001,FDB_TRP_0000619,TRP_0000619,EMP_03445,2026-08-18T08:02:00.000Z,4,POSITIVE,GENERAL,Comfortable ride and timely arrival.,NONE
TNT_001,FDB_TRP_0000622,TRP_0000622,EMP_03548,2026-08-21T10:42:00.000Z,2,NEGATIVE,PUNCTUALITY,Long wait and poor communication.,NONE
TNT_003,FDB_TRP_0000627,TRP_0000627,EMP_02768,2026-08-26T17:13:00.000Z,3,NEUTRAL,GENERAL,Service was acceptable but could be more punctual.,NONE
TNT_001,FDB_TRP_0000629,TRP_0000629,EMP_05683,2026-08-28T18:37:00.000Z,5,POSITIVE,GENERAL,Comfortable ride and timely arrival.,NONE
TNT_002,FDB_TRP_0000637,TRP_0000637,EMP_04364,2026-06-07T18:50:00.000Z,3,NEUTRAL,GENERAL,Service was acceptable but could be more punctual.,NONE
TNT_001,FDB_TRP_0000639,TRP_0000639,EMP_04879,2026-06-09T10:54:00.000Z,3,NEUTRAL,GENERAL,Service was acceptable but could be more punctual.,NONE
TNT_001,FDB_TRP_0000642,TRP_0000642,EMP_04387,2026-06-12T18:45:00.000Z,5,POSITIVE,GENERAL,Good service.,NONE
TNT_001,FDB_TRP_0000646,TRP_0000646,EMP_04976,2026-06-16T06:23:00.000Z,3,NEUTRAL,GENERAL,Service was acceptable but could be more punctual.,NONE
TNT_003,FDB_TRP_0000649,TRP_0000649,EMP_00396,2026-06-19T14:53:00.000Z,4,POSITIVE,GENERAL,Driver communication was clear.,NONE
TNT_002,FDB_TRP_0000651,TRP_0000651,EMP_00993,2026-06-21T14:12:00.000Z,5,POSITIVE,GENERAL,Good service.,NONE
TNT_002,FDB_TRP_0000653,TRP_0000653,EMP_00189,2026-06-24T04:43:00.000Z,5,POSITIVE,GENERAL,Driver communication was clear.,NONE
TNT_001,FDB_TRP_0000671,TRP_0000671,EMP_05179,2026-07-11T14:20:00.000Z,3,NEUTRAL,GENERAL,Service was acceptable but could be more punctual.,NONE
TNT_001,FDB_TRP_0000686,TRP_0000686,EMP_01986,2026-07-27T07:31:00.000Z,5,POSITIVE,GENERAL,Driver communication was clear.,NONE
TNT_001,FDB_TRP_0000688,TRP_0000688,EMP_05148,2026-07-28T17:42:00.000Z,4,POSITIVE,GENERAL,Comfortable ride and timely arrival.,NONE
TNT_001,FDB_TRP_0000704,TRP_0000704,EMP_03695,2026-08-13T16:20:00.000Z,5,POSITIVE,GENERAL,Good service.,NONE
TNT_003,FDB_TRP_0000711,TRP_0000711,EMP_05693,2026-08-20T23:20:00.000Z,4,POSITIVE,GENERAL,Driver communication was clear.,NONE
TNT_001,FDB_TRP_0000713,TRP_0000713,EMP_04610,2026-08-22T17:25:00.000Z,2,NEGATIVE,PUNCTUALITY,Route delay affected shift start.,NONE
TNT_001,FDB_TRP_0000714,TRP_0000714,EMP_02133,2026-08-23T22:59:00.000Z,5,POSITIVE,GENERAL,Driver communication was clear.,NONE
TNT_001,FDB_TRP_0000724,TRP_0000724,EMP_05830,2026-06-04T18:30:00.000Z,5,POSITIVE,GENERAL,Comfortable ride and timely arrival.,NONE
TNT_001,FDB_TRP_0000726,TRP_0000726,EMP_04867,2026-06-06T21:33:00.000Z,4,POSITIVE,GENERAL,Comfortable ride and timely arrival.,NONE
TNT_001,FDB_TRP_0000729,TRP_0000729,EMP_04850,2026-06-10T09:21:00.000Z,5,POSITIVE,GENERAL,Driver communication was clear.,NONE
TNT_002,FDB_TRP_0000731,TRP_0000731,EMP_02779,2026-06-11T15:46:00.000Z,4,POSITIVE,GENERAL,Driver communication was clear.,NONE
TNT_001,FDB_TRP_0000733,TRP_0000733,EMP_00278,2026-06-13T16:54:00.000Z,5,POSITIVE,GENERAL,Driver communication was clear.,NONE
TNT_001,FDB_TRP_0000735,TRP_0000735,EMP_04831,2026-06-16T07:16:00.000Z,5,POSITIVE,GENERAL,Driver communication was clear.,NONE
TNT_001,FDB_TRP_0000736,TRP_0000736,EMP_00127,2026-06-16T20:09:00.000Z,2,NEGATIVE,PUNCTUALITY,Vehicle arrived late.,NONE
TNT_002,FDB_TRP_0000741,TRP_0000741,EMP_00917,2026-06-22T02:39:00.000Z,4,POSITIVE,GENERAL,Good service.,NONE
TNT_001,FDB_TRP_0000743,TRP_0000743,EMP_01571,2026-06-24T09:04:00.000Z,4,POSITIVE,GENERAL,Good service.,NONE
TNT_001,FDB_TRP_0000747,TRP_0000747,EMP_03435,2026-06-27T15:21:00.000Z,2,NEGATIVE,PUNCTUALITY,Vehicle arrived late.,NONE
TNT_001,FDB_TRP_0000749,TRP_0000749,EMP_02350,2026-06-29T13:59:00.000Z,2,NEGATIVE,PUNCTUALITY,Route delay affected shift start.,NONE
TNT_001,FDB_TRP_0000750,TRP_0000750,EMP_05897,2026-06-30T11:57:00.000Z,4,POSITIVE,GENERAL,Comfortable ride and timely arrival.,NONE
TNT_002,FDB_TRP_0000776,TRP_0000776,EMP_03535,2026-07-26T09:14:00.000Z,3,NEUTRAL,GENERAL,Service was acceptable but could be more punctual.,NONE
TNT_003,FDB_TRP_0000778,TRP_0000778,EMP_00614,2026-07-28T12:32:00.000Z,4,POSITIVE,GENERAL,Driver communication was clear.,NONE
TNT_001,FDB_TRP_0000783,TRP_0000783,EMP_00258,2026-08-03T04:24:00.000Z,3,NEUTRAL,GENERAL,Service was acceptable but could be more punctual.,NONE
TNT_003,FDB_TRP_0000798,TRP_0000798,EMP_01275,2026-08-18T05:43:00.000Z,5,POSITIVE,GENERAL,Good service.,NONE
TNT_001,FDB_TRP_0000801,TRP_0000801,EMP_00152,2026-08-20T18:28:00.000Z,4,POSITIVE,GENERAL,Driver communication was clear.,NONE
TNT_001,FDB_TRP_0000803,TRP_0000803,EMP_03125,2026-08-23T02:40:00.000Z,2,NEGATIVE,PUNCTUALITY,Long wait and poor communication.,NONE
TNT_001,FDB_TRP_0000805,TRP_0000805,EMP_00623,2026-08-25T07:07:00.000Z,2,NEGATIVE,PUNCTUALITY,Vehicle arrived late.,NONE
TNT_002,FDB_TRP_0000810,TRP_0000810,EMP_02557,2026-08-29T19:50:00.000Z,5,POSITIVE,GENERAL,Driver communication was clear.,NONE
TNT_001,FDB_TRP_0000811,TRP_0000811,EMP_00068,2026-06-01T12:09:00.000Z,4,POSITIVE,GENERAL,Good service.,NONE
TNT_003,FDB_TRP_0000813,TRP_0000813,EMP_04413,2026-06-04T07:11:00.000Z,5,POSITIVE,GENERAL,Driver communication was clear.,NONE
TNT_001,FDB_TRP_0000822,TRP_0000822,EMP_01952,2026-06-12T13:13:00.000Z,2,NEGATIVE,COMFORT,Long wait and poor communication.,NONE
TNT_002,FDB_TRP_0000823,TRP_0000823,EMP_00830,2026-06-13T06:28:00.000Z,5,POSITIVE,GENERAL,Good service.,NONE
TNT_001,FDB_TRP_0000829,TRP_0000829,EMP_02873,2026-06-19T13:09:00.000Z,4,POSITIVE,GENERAL,Comfortable ride and timely arrival.,NONE
TNT_002,FDB_TRP_0000837,TRP_0000837,EMP_05398,2026-06-27T07:02:00.000Z,5,POSITIVE,GENERAL,Comfortable ride and timely arrival.,NONE
TNT_003,FDB_TRP_0000844,TRP_0000844,EMP_05391,2026-07-04T11:03:00.000Z,2,NEGATIVE,PUNCTUALITY,Long wait and poor communication.,NONE
TNT_001,FDB_TRP_0000846,TRP_0000846,EMP_01429,2026-07-06T15:44:00.000Z,2,NEGATIVE,PUNCTUALITY,Route delay affected shift start.,NONE
TNT_002,FDB_TRP_0000851,TRP_0000851,EMP_03571,2026-07-12T03:43:00.000Z,4,POSITIVE,GENERAL,Driver communication was clear.,NONE
TNT_002,FDB_TRP_0000852,TRP_0000852,EMP_04888,2026-07-12T16:11:00.000Z,4,POSITIVE,GENERAL,Comfortable ride and timely arrival.,NONE
TNT_003,FDB_TRP_0000856,TRP_0000856,EMP_03902,2026-07-17T10:11:00.000Z,3,NEUTRAL,GENERAL,Service was acceptable but could be more punctual.,NONE
TNT_002,FDB_TRP_0000864,TRP_0000864,EMP_05557,2026-07-25T02:56:00.000Z,3,NEUTRAL,GENERAL,Service was acceptable but could be more punctual.,NONE
TNT_001,FDB_TRP_0000866,TRP_0000866,EMP_00679,2026-07-26T23:24:00.000Z,4,POSITIVE,GENERAL,Comfortable ride and timely arrival.,NONE
TNT_002,FDB_TRP_0000893,TRP_0000893,EMP_02552,2026-08-22T17:02:00.000Z,3,NEUTRAL,GENERAL,Service was acceptable but could be more punctual.,NONE
TNT_002,FDB_TRP_0000895,TRP_0000895,EMP_03408,2026-08-24T14:32:00.000Z,4,POSITIVE,GENERAL,Comfortable ride and timely arrival.,NONE
TNT_001,FDB_TRP_0000903,TRP_0000903,EMP_00388,2026-06-04T01:31:00.000Z,5,POSITIVE,GENERAL,Good service.,NONE
TNT_001,FDB_TRP_0000904,TRP_0000904,EMP_05671,2026-06-05T00:35:00.000Z,5,POSITIVE,GENERAL,Good service.,NONE
TNT_003,FDB_TRP_0000906,TRP_0000906,EMP_03318,2026-06-06T14:20:00.000Z,2,NEGATIVE,COMMUNICATION,Route delay affected shift start.,NONE
TNT_002,FDB_TRP_0000915,TRP_0000915,EMP_01771,2026-06-15T14:07:00.000Z,4,POSITIVE,GENERAL,Comfortable ride and timely arrival.,NONE
TNT_001,FDB_TRP_0000918,TRP_0000918,EMP_05074,2026-06-18T14:57:00.000Z,5,POSITIVE,GENERAL,Driver communication was clear.,NONE
TNT_001,FDB_TRP_0000923,TRP_0000923,EMP_00285,2026-06-23T16:08:00.000Z,4,POSITIVE,GENERAL,Comfortable ride and timely arrival.,NONE
TNT_001,FDB_TRP_0000933,TRP_0000933,EMP_01728,2026-07-03T21:43:00.000Z,4,POSITIVE,GENERAL,Comfortable ride and timely arrival.,NONE
TNT_001,FDB_TRP_0000935,TRP_0000935,EMP_03939,2026-07-05T15:11:00.000Z,2,NEGATIVE,COMFORT,Long wait and poor communication.,NONE
TNT_002,FDB_TRP_0000940,TRP_0000940,EMP_02837,2026-07-10T07:55:00.000Z,4,POSITIVE,GENERAL,Comfortable ride and timely arrival.,NONE
TNT_001,FDB_TRP_0000943,TRP_0000943,EMP_00797,2026-07-13T15:45:00.000Z,1,NEGATIVE,COMMUNICATION,Vehicle arrived late.,NONE
TNT_002,FDB_TRP_0000953,TRP_0000953,EMP_03504,2026-07-23T20:29:00.000Z,1,NEGATIVE,PUNCTUALITY,Vehicle arrived late.,NONE
TNT_003,FDB_TRP_0000955,TRP_0000955,EMP_00698,2026-07-26T09:30:00.000Z,4,POSITIVE,GENERAL,Good service.,NONE
TNT_001,FDB_TRP_0000956,TRP_0000956,EMP_00842,2026-07-26T10:13:00.000Z,4,POSITIVE,GENERAL,Driver communication was clear.,NONE
TNT_001,FDB_TRP_0000961,TRP_0000961,EMP_05640,2026-07-31T19:58:00.000Z,2,NEGATIVE,COMFORT,Route delay affected shift start.,NONE
TNT_001,FDB_TRP_0000962,TRP_0000962,EMP_05123,2026-08-01T13:57:00.000Z,4,POSITIVE,GENERAL,Good service.,NONE
TNT_001,FDB_TRP_0000966,TRP_0000966,EMP_02994,2026-08-06T01:17:00.000Z,5,POSITIVE,GENERAL,Driver communication was clear.,NONE
