tenant_id,delay_id,trip_id,recorded_at_utc,delay_stage,delay_minutes,delay_reason,source,disputed_flag
TNT_003,DLY_TRP_0000462,TRP_0000462,2026-06-12T06:52:00.000Z,ARRIVAL,52,TRAFFIC,GPS,false
TNT_001,DLY_TRP_0000469,TRP_0000469,2026-06-19T06:26:00.000Z,ARRIVAL,46,TRAFFIC,VENDOR,false
TNT_002,DLY_TRP_0000474,TRP_0000474,2026-06-24T06:19:00.000Z,ARRIVAL,48,VEHICLE_ISSUE,GPS,false
TNT_002,DLY_TRP_0000486,TRP_0000486,2026-07-06T14:37:00.000Z,ARRIVAL,50,DRIVER_LATE,GPS,false
TNT_001,DLY_TRP_0000491,TRP_0000491,2026-07-11T06:42:00.000Z,ARRIVAL,42,TRAFFIC,GPS,false
TNT_001,DLY_TRP_0000501,TRP_0000501,2026-07-21T06:09:00.000Z,ARRIVAL,12,VEHICLE_ISSUE,GPS,false
TNT_001,DLY_TRP_0000506,TRP_0000506,2026-07-26T22:30:00.000Z,ARRIVAL,38,DRIVER_LATE,GPS,false
TNT_001,DLY_TRP_0000508,TRP_0000508,2026-07-28T10:13:00.000Z,ARRIVAL,48,TRAFFIC,GPS,false
TNT_002,DLY_TRP_0000515,TRP_0000515,2026-08-04T09:46:00.000Z,ARRIVAL,17,DRIVER_LATE,GPS,false
TNT_003,DLY_TRP_0000527,TRP_0000527,2026-08-16T15:02:00.000Z,ARRIVAL,55,WEATHER,GPS,false
TNT_002,DLY_TRP_0000528,TRP_0000528,2026-08-17T22:49:00.000Z,ARRIVAL,56,ROUTE_DEVIATION,GPS,false
TNT_001,DLY_TRP_0000535,TRP_0000535,2026-08-24T09:10:00.000Z,ARRIVAL,29,DRIVER_LATE,VENDOR,false
TNT_001,DLY_TRP_0000537,TRP_0000537,2026-08-26T23:01:00.000Z,ARRIVAL,58,VEHICLE_ISSUE,OPS,false
TNT_002,DLY_TRP_0000538,TRP_0000538,2026-08-27T06:03:00.000Z,ARRIVAL,16,TRAFFIC,VENDOR,false
TNT_001,DLY_TRP_0000539,TRP_0000539,2026-08-28T22:18:00.000Z,ARRIVAL,38,DRIVER_LATE,GPS,false
TNT_001,DLY_TRP_0000566,TRP_0000566,2026-06-26T14:19:00.000Z,ARRIVAL,19,TRAFFIC,GPS,false
TNT_003,DLY_TRP_0000571,TRP_0000571,2026-07-01T15:11:00.000Z,ARRIVAL,58,TRAFFIC,GPS,false
TNT_003,DLY_TRP_0000573,TRP_0000573,2026-07-03T06:47:00.000Z,ARRIVAL,41,TRAFFIC,GPS,false
TNT_001,DLY_TRP_0000585,TRP_0000585,2026-07-15T23:04:00.000Z,ARRIVAL,33,VEHICLE_ISSUE,VENDOR,false
TNT_001,DLY_TRP_0000590,TRP_0000590,2026-07-20T06:11:00.000Z,ARRIVAL,12,DRIVER_LATE,GPS,true
TNT_002,DLY_TRP_0000591,TRP_0000591,2026-07-21T06:41:00.000Z,ARRIVAL,19,DRIVER_LATE,GPS,false
TNT_003,DLY_TRP_0000603,TRP_0000603,2026-08-02T06:18:00.000Z,ARRIVAL,24,TRAFFIC,OPS,false
TNT_001,DLY_TRP_0000606,TRP_0000606,2026-08-05T09:59:00.000Z,ARRIVAL,47,TRAFFIC,VENDOR,false
TNT_001,DLY_TRP_0000616,TRP_0000616,2026-08-15T10:25:00.000Z,ARRIVAL,51,TRAFFIC,GPS,false
TNT_003,DLY_TRP_0000627,TRP_0000627,2026-08-26T10:21:00.000Z,ARRIVAL,36,ROUTE_DEVIATION,GPS,false
TNT_001,DLY_TRP_0000631,TRP_0000631,2026-06-01T15:17:00.000Z,ARRIVAL,40,TRAFFIC,GPS,false
TNT_002,DLY_TRP_0000634,TRP_0000634,2026-06-04T22:34:00.000Z,ARRIVAL,56,WEATHER,VENDOR,false
TNT_002,DLY_TRP_0000636,TRP_0000636,2026-06-06T22:28:00.000Z,ARRIVAL,31,TRAFFIC,VENDOR,false
TNT_002,DLY_TRP_0000652,TRP_0000652,2026-06-22T09:09:00.000Z,ARRIVAL,38,VEHICLE_ISSUE,GPS,false
TNT_002,DLY_TRP_0000655,TRP_0000655,2026-06-25T23:02:00.000Z,ARRIVAL,52,DRIVER_LATE,GPS,false
TNT_001,DLY_TRP_0000661,TRP_0000661,2026-07-01T09:56:00.000Z,ARRIVAL,56,WEATHER,GPS,false
TNT_001,DLY_TRP_0000666,TRP_0000666,2026-07-06T09:01:00.000Z,ARRIVAL,16,TRAFFIC,GPS,false
TNT_001,DLY_TRP_0000693,TRP_0000693,2026-08-02T23:26:00.000Z,ARRIVAL,49,TRAFFIC,GPS,false
TNT_002,DLY_TRP_0000694,TRP_0000694,2026-08-03T09:07:00.000Z,ARRIVAL,28,DRIVER_LATE,GPS,false
TNT_002,DLY_TRP_0000695,TRP_0000695,2026-08-04T06:35:00.000Z,ARRIVAL,18,DRIVER_LATE,VENDOR,false
TNT_001,DLY_TRP_0000705,TRP_0000705,2026-08-14T06:57:00.000Z,ARRIVAL,50,DRIVER_LATE,OPS,false
TNT_001,DLY_TRP_0000727,TRP_0000727,2026-06-07T23:18:00.000Z,ARRIVAL,35,ROUTE_DEVIATION,VENDOR,false
TNT_003,DLY_TRP_0000728,TRP_0000728,2026-06-08T14:21:00.000Z,ARRIVAL,35,TRAFFIC,VENDOR,false
TNT_002,DLY_TRP_0000731,TRP_0000731,2026-06-11T10:36:00.000Z,ARRIVAL,55,TRAFFIC,GPS,false
TNT_003,DLY_TRP_0000737,TRP_0000737,2026-06-17T06:49:00.000Z,ARRIVAL,43,VEHICLE_ISSUE,GPS,false
TNT_001,DLY_TRP_0000743,TRP_0000743,2026-06-23T22:13:00.000Z,ARRIVAL,16,VEHICLE_ISSUE,GPS,false
TNT_002,DLY_TRP_0000753,TRP_0000753,2026-07-03T09:08:00.000Z,ARRIVAL,20,DRIVER_LATE,OPS,false
TNT_001,DLY_TRP_0000755,TRP_0000755,2026-07-05T09:21:00.000Z,ARRIVAL,41,TRAFFIC,VENDOR,false
TNT_001,DLY_TRP_0000763,TRP_0000763,2026-07-13T22:20:00.000Z,ARRIVAL,14,TRAFFIC,GPS,false
TNT_001,DLY_TRP_0000771,TRP_0000771,2026-07-21T22:49:00.000Z,ARRIVAL,37,ROUTE_DEVIATION,GPS,false
TNT_001,DLY_TRP_0000773,TRP_0000773,2026-07-23T22:38:00.000Z,ARRIVAL,18,WEATHER,GPS,false
TNT_003,DLY_TRP_0000777,TRP_0000777,2026-07-27T09:04:00.000Z,ARRIVAL,27,DRIVER_LATE,GPS,false
TNT_001,DLY_TRP_0000781,TRP_0000781,2026-07-31T10:08:00.000Z,ARRIVAL,52,ROUTE_DEVIATION,VENDOR,false
TNT_001,DLY_TRP_0000782,TRP_0000782,2026-08-01T22:55:00.000Z,ARRIVAL,16,ROUTE_DEVIATION,GPS,false
TNT_001,DLY_TRP_0000809,TRP_0000809,2026-08-28T22:54:00.000Z,ARRIVAL,52,TRAFFIC,GPS,false
TNT_002,DLY_TRP_0000810,TRP_0000810,2026-08-29T15:46:00.000Z,ARRIVAL,57,TRAFFIC,OPS,false
TNT_003,DLY_TRP_0000821,TRP_0000821,2026-06-11T14:45:00.000Z,ARRIVAL,14,ROUTE_DEVIATION,GPS,false
TNT_003,DLY_TRP_0000831,TRP_0000831,2026-06-21T09:32:00.000Z,ARRIVAL,15,TRAFFIC,GPS,false
TNT_001,DLY_TRP_0000832,TRP_0000832,2026-06-22T06:00:00.000Z,ARRIVAL,18,TRAFFIC,GPS,false
TNT_002,DLY_TRP_0000835,TRP_0000835,2026-06-25T06:36:00.000Z,ARRIVAL,24,TRAFFIC,VENDOR,false
TNT_003,DLY_TRP_0000843,TRP_0000843,2026-07-03T09:30:00.000Z,ARRIVAL,36,WEATHER,VENDOR,false
TNT_001,DLY_TRP_0000846,TRP_0000846,2026-07-06T10:02:00.000Z,ARRIVAL,43,TRAFFIC,GPS,false
TNT_001,DLY_TRP_0000847,TRP_0000847,2026-07-07T14:38:00.000Z,ARRIVAL,17,WEATHER,GPS,false
TNT_001,DLY_TRP_0000848,TRP_0000848,2026-07-08T21:50:00.000Z,ARRIVAL,27,DRIVER_LATE,GPS,false
TNT_002,DLY_TRP_0000858,TRP_0000858,2026-07-18T10:04:00.000Z,ARRIVAL,58,WEATHER,OPS,false
TNT_002,DLY_TRP_0000861,TRP_0000861,2026-07-21T14:17:00.000Z,ARRIVAL,33,TRAFFIC,GPS,false
TNT_003,DLY_TRP_0000868,TRP_0000868,2026-07-28T06:15:00.000Z,ARRIVAL,38,TRAFFIC,OPS,false
TNT_003,DLY_TRP_0000869,TRP_0000869,2026-07-29T09:24:00.000Z,ARRIVAL,27,DRIVER_LATE,VENDOR,false
TNT_003,DLY_TRP_0000875,TRP_0000875,2026-08-04T06:23:00.000Z,ARRIVAL,47,ROUTE_DEVIATION,GPS,false
TNT_001,DLY_TRP_0000881,TRP_0000881,2026-08-10T14:39:00.000Z,ARRIVAL,18,TRAFFIC,GPS,false
TNT_001,DLY_TRP_0000885,TRP_0000885,2026-08-14T22:43:00.000Z,ARRIVAL,26,TRAFFIC,OPS,false
TNT_001,DLY_TRP_0000889,TRP_0000889,2026-08-18T09:31:00.000Z,ARRIVAL,27,ROUTE_DEVIATION,OPS,false
TNT_002,DLY_TRP_0000893,TRP_0000893,2026-08-22T15:11:00.000Z,ARRIVAL,37,TRAFFIC,GPS,false
TNT_001,DLY_TRP_0000894,TRP_0000894,2026-08-23T22:46:00.000Z,ARRIVAL,28,VEHICLE_ISSUE,GPS,true
TNT_001,DLY_TRP_0000898,TRP_0000898,2026-08-27T09:56:00.000Z,ARRIVAL,48,TRAFFIC,GPS,false
TNT_001,DLY_TRP_0000909,TRP_0000909,2026-06-09T14:20:00.000Z,ARRIVAL,46,WEATHER,GPS,false
TNT_001,DLY_TRP_0000910,TRP_0000910,2026-06-10T05:58:00.000Z,ARRIVAL,37,ROUTE_DEVIATION,GPS,false
TNT_001,DLY_TRP_0000911,TRP_0000911,2026-06-11T14:27:00.000Z,ARRIVAL,30,TRAFFIC,GPS,false
TNT_001,DLY_TRP_0000916,TRP_0000916,2026-06-16T14:16:00.000Z,ARRIVAL,30,WEATHER,GPS,false
TNT_001,DLY_TRP_0000917,TRP_0000917,2026-06-17T10:37:00.000Z,ARRIVAL,37,WEATHER,GPS,false
TNT_001,DLY_TRP_0000926,TRP_0000926,2026-06-26T15:00:00.000Z,ARRIVAL,23,TRAFFIC,OPS,false
TNT_001,DLY_TRP_0000935,TRP_0000935,2026-07-05T06:11:00.000Z,ARRIVAL,16,DRIVER_LATE,VENDOR,false
TNT_001,DLY_TRP_0000943,TRP_0000943,2026-07-13T14:49:00.000Z,ARRIVAL,49,TRAFFIC,GPS,false
TNT_002,DLY_TRP_0000951,TRP_0000951,2026-07-21T23:06:00.000Z,ARRIVAL,56,TRAFFIC,VENDOR,false
TNT_002,DLY_TRP_0000953,TRP_0000953,2026-07-23T09:17:00.000Z,ARRIVAL,32,TRAFFIC,OPS,false
TNT_003,DLY_TRP_0000955,TRP_0000955,2026-07-25T22:18:00.000Z,ARRIVAL,11,WEATHER,GPS,false
TNT_001,DLY_TRP_0000974,TRP_0000974,2026-08-13T21:42:00.000Z,ARRIVAL,11,TRAFFIC,OPS,false
TNT_003,DLY_TRP_0000978,TRP_0000978,2026-08-17T22:09:00.000Z,ARRIVAL,12,TRAFFIC,OPS,false
TNT_001,DLY_TRP_0000991,TRP_0000991,2026-06-01T21:57:00.000Z,ARRIVAL,13,WEATHER,VENDOR,false
TNT_001,DLY_TRP_0000995,TRP_0000995,2026-06-05T14:34:00.000Z,ARRIVAL,27,TRAFFIC,GPS,false
TNT_003,DLY_TRP_0000999,TRP_0000999,2026-06-09T09:15:00.000Z,ARRIVAL,22,ROUTE_DEVIATION,GPS,false
TNT_001,DLY_TRP_0001013,TRP_0001013,2026-06-23T22:39:00.000Z,ARRIVAL,35,DRIVER_LATE,GPS,false
TNT_001,DLY_TRP_0001014,TRP_0001014,2026-06-24T14:09:00.000Z,ARRIVAL,18,DRIVER_LATE,GPS,false
TNT_001,DLY_TRP_0001015,TRP_0001015,2026-06-25T09:16:00.000Z,ARRIVAL,30,WEATHER,GPS,false
TNT_001,DLY_TRP_0001016,TRP_0001016,2026-06-26T10:07:00.000Z,ARRIVAL,54,DRIVER_LATE,VENDOR,false
TNT_002,DLY_TRP_0001024,TRP_0001024,2026-07-04T22:17:00.000Z,ARRIVAL,27,DRIVER_LATE,GPS,false
TNT_001,DLY_TRP_0001025,TRP_0001025,2026-07-05T22:50:00.000Z,ARRIVAL,25,ROUTE_DEVIATION,GPS,false
TNT_002,DLY_TRP_0001026,TRP_0001026,2026-07-06T07:03:00.000Z,ARRIVAL,42,WEATHER,VENDOR,false
TNT_001,DLY_TRP_0001027,TRP_0001027,2026-07-07T10:33:00.000Z,ARRIVAL,15,TRAFFIC,GPS,false
TNT_003,DLY_TRP_0001028,TRP_0001028,2026-07-08T09:58:00.000Z,ARRIVAL,26,VEHICLE_ISSUE,GPS,false
TNT_003,DLY_TRP_0001035,TRP_0001035,2026-07-15T14:57:00.000Z,ARRIVAL,50,VEHICLE_ISSUE,VENDOR,false
TNT_001,DLY_TRP_0001037,TRP_0001037,2026-07-17T09:47:00.000Z,ARRIVAL,44,TRAFFIC,GPS,false
TNT_002,DLY_TRP_0001041,TRP_0001041,2026-07-21T05:42:00.000Z,ARRIVAL,17,DRIVER_LATE,VENDOR,false
TNT_002,DLY_TRP_0001056,TRP_0001056,2026-08-05T09:33:00.000Z,ARRIVAL,47,DRIVER_LATE,VENDOR,false
TNT_003,DLY_TRP_0001057,TRP_0001057,2026-08-06T07:05:00.000Z,ARRIVAL,55,WEATHER,GPS,false
TNT_001,DLY_TRP_0001058,TRP_0001058,2026-08-07T23:42:00.000Z,ARRIVAL,40,WEATHER,VENDOR,true
TNT_001,DLY_TRP_0001060,TRP_0001060,2026-08-09T22:24:00.000Z,ARRIVAL,41,VEHICLE_ISSUE,VENDOR,false
TNT_001,DLY_TRP_0001062,TRP_0001062,2026-08-11T09:51:00.000Z,ARRIVAL,55,ROUTE_DEVIATION,GPS,false
TNT_002,DLY_TRP_0001073,TRP_0001073,2026-08-22T22:44:00.000Z,ARRIVAL,51,DRIVER_LATE,GPS,false
TNT_001,DLY_TRP_0001078,TRP_0001078,2026-08-27T06:14:00.000Z,ARRIVAL,18,VEHICLE_ISSUE,VENDOR,true
TNT_001,DLY_TRP_0001084,TRP_0001084,2026-06-04T09:30:00.000Z,ARRIVAL,32,ROUTE_DEVIATION,VENDOR,false
TNT_001,DLY_TRP_0001087,TRP_0001087,2026-06-07T10:23:00.000Z,ARRIVAL,54,WEATHER,GPS,false
TNT_001,DLY_TRP_0001094,TRP_0001094,2026-06-14T09:50:00.000Z,ARRIVAL,44,DRIVER_LATE,OPS,false
TNT_002,DLY_TRP_0001096,TRP_0001096,2026-06-16T06:00:00.000Z,ARRIVAL,13,TRAFFIC,GPS,false
TNT_002,DLY_TRP_0001098,TRP_0001098,2026-06-18T22:25:00.000Z,ARRIVAL,31,VEHICLE_ISSUE,GPS,false
TNT_001,DLY_TRP_0001107,TRP_0001107,2026-06-27T22:49:00.000Z,ARRIVAL,25,WEATHER,GPS,false
TNT_001,DLY_TRP_0001108,TRP_0001108,2026-06-28T07:04:00.000Z,ARRIVAL,42,TRAFFIC,VENDOR,false
TNT_001,DLY_TRP_0001116,TRP_0001116,2026-07-06T15:39:00.000Z,ARRIVAL,55,VEHICLE_ISSUE,OPS,false
TNT_001,DLY_TRP_0001127,TRP_0001127,2026-07-17T14:54:00.000Z,ARRIVAL,20,DRIVER_LATE,OPS,false
TNT_001,DLY_TRP_0001131,TRP_0001131,2026-07-21T22:43:00.000Z,ARRIVAL,33,VEHICLE_ISSUE,GPS,true
TNT_003,DLY_TRP_0001138,TRP_0001138,2026-07-28T14:38:00.000Z,ARRIVAL,49,DRIVER_LATE,VENDOR,false
TNT_001,DLY_TRP_0001146,TRP_0001146,2026-08-05T06:18:00.000Z,ARRIVAL,44,VEHICLE_ISSUE,VENDOR,false
TNT_001,DLY_TRP_0001147,TRP_0001147,2026-08-06T09:32:00.000Z,ARRIVAL,41,TRAFFIC,GPS,false
TNT_001,DLY_TRP_0001149,TRP_0001149,2026-08-08T14:15:00.000Z,ARRIVAL,41,VEHICLE_ISSUE,GPS,false
TNT_001,DLY_TRP_0001154,TRP_0001154,2026-08-13T06:36:00.000Z,ARRIVAL,25,WEATHER,VENDOR,false
TNT_002,DLY_TRP_0001161,TRP_0001161,2026-08-20T14:44:00.000Z,ARRIVAL,27,WEATHER,OPS,false
TNT_001,DLY_TRP_0001174,TRP_0001174,2026-06-04T09:50:00.000Z,ARRIVAL,56,VEHICLE_ISSUE,OPS,false
TNT_001,DLY_TRP_0001176,TRP_0001176,2026-06-06T22:44:00.000Z,ARRIVAL,39,VEHICLE_ISSUE,GPS,false
TNT_002,DLY_TRP_0001177,TRP_0001177,2026-06-07T22:33:00.000Z,ARRIVAL,45,VEHICLE_ISSUE,GPS,false
TNT_001,DLY_TRP_0001180,TRP_0001180,2026-06-10T14:50:00.000Z,ARRIVAL,43,TRAFFIC,OPS,false
TNT_002,DLY_TRP_0001181,TRP_0001181,2026-06-11T06:24:00.000Z,ARRIVAL,26,TRAFFIC,GPS,false
TNT_002,DLY_TRP_0001188,TRP_0001188,2026-06-18T06:34:00.000Z,ARRIVAL,50,WEATHER,GPS,false
TNT_001,DLY_TRP_0001189,TRP_0001189,2026-06-19T14:58:00.000Z,ARRIVAL,58,VEHICLE_ISSUE,GPS,false
TNT_001,DLY_TRP_0001204,TRP_0001204,2026-07-04T09:41:00.000Z,ARRIVAL,48,WEATHER,VENDOR,false
TNT_003,DLY_TRP_0001209,TRP_0001209,2026-07-09T09:32:00.000Z,ARRIVAL,27,WEATHER,GPS,false
TNT_001,DLY_TRP_0001221,TRP_0001221,2026-07-21T09:42:00.000Z,ARRIVAL,39,TRAFFIC,GPS,false
TNT_001,DLY_TRP_0001223,TRP_0001223,2026-07-23T14:14:00.000Z,ARRIVAL,15,WEATHER,GPS,false
TNT_001,DLY_TRP_0001224,TRP_0001224,2026-07-24T14:45:00.000Z,ARRIVAL,40,ROUTE_DEVIATION,GPS,false
TNT_001,DLY_TRP_0001231,TRP_0001231,2026-07-31T22:58:00.000Z,ARRIVAL,42,ROUTE_DEVIATION,GPS,true
