tenant_id,booking_id,trip_id,employee_token,site_id,shift_id,boarding_status,scheduled_boarding_at_utc,actual_boarding_at_utc,boarding_delay_minutes,feedback_id,data_quality_flag
TNT_001,BKG_TRP_0000019_02,TRP_0000019,EMP_01912,SITE_BLR_01,SHIFT_EVENING,BOARDED,2026-06-19T13:32:00.000Z,2026-06-19T13:30:00.000Z,-2,,OK
TNT_001,BKG_TRP_0000019_03,TRP_0000019,EMP_00005,SITE_BLR_01,SHIFT_EVENING,NO_SHOW,2026-06-19T13:32:00.000Z,,,,OK
TNT_002,BKG_TRP_0000020_01,TRP_0000020,EMP_05840,SITE_HYD_02,SHIFT_MORNING,BOARDED,2026-06-20T05:32:00.000Z,2026-06-20T05:33:00.000Z,1,FDB_TRP_0000020,OK
TNT_003,BKG_TRP_0000021_01,TRP_0000021,EMP_04785,SITE_NCR_01,SHIFT_NIGHT,BOARDED,2026-06-21T21:19:00.000Z,2026-06-21T21:42:00.000Z,23,,OK
TNT_003,BKG_TRP_0000021_02,TRP_0000021,EMP_02112,SITE_NCR_01,SHIFT_NIGHT,BOARDED,2026-06-21T21:19:00.000Z,2026-06-21T21:42:00.000Z,23,,OK
TNT_003,BKG_TRP_0000021_03,TRP_0000021,EMP_00044,SITE_NCR_01,SHIFT_NIGHT,BOARDED,2026-06-21T21:19:00.000Z,2026-06-21T21:42:00.000Z,23,,OK
TNT_002,BKG_TRP_0000022_01,TRP_0000022,EMP_00429,SITE_HYD_02,SHIFT_EVENING,BOARDED,2026-06-22T13:32:00.000Z,2026-06-22T13:35:00.000Z,3,,OK
TNT_003,BKG_TRP_0000023_01,TRP_0000023,EMP_02590,SITE_NCR_01,SHIFT_DAY,BOARDED,2026-06-23T08:12:00.000Z,2026-06-23T08:10:00.000Z,-2,,OK
TNT_001,BKG_TRP_0000024_01,TRP_0000024,EMP_05020,SITE_BLR_01,SHIFT_EVENING,BOARDED,2026-06-24T13:27:00.000Z,2026-06-24T13:29:00.000Z,2,,OK
TNT_001,BKG_TRP_0000025_01,TRP_0000025,EMP_03986,SITE_BLR_01,SHIFT_MORNING,BOARDED,2026-06-25T05:03:00.000Z,2026-06-25T05:05:00.000Z,2,,OK
TNT_002,BKG_TRP_0000026_01,TRP_0000026,EMP_04257,SITE_HYD_01,SHIFT_DAY,BOARDED,2026-06-26T08:28:00.000Z,2026-06-26T08:26:00.000Z,-2,,OK
TNT_002,BKG_TRP_0000026_02,TRP_0000026,EMP_02790,SITE_HYD_01,SHIFT_DAY,BOARDED,2026-06-26T08:28:00.000Z,2026-06-26T08:26:00.000Z,-2,,OK
TNT_001,BKG_TRP_0000027_01,TRP_0000027,EMP_05526,SITE_BLR_02,SHIFT_DAY,BOARDED,2026-06-27T08:31:00.000Z,2026-06-27T08:48:00.000Z,17,,OK
TNT_001,BKG_TRP_0000027_02,TRP_0000027,EMP_05094,SITE_BLR_02,SHIFT_DAY,BOARDED,2026-06-27T08:31:00.000Z,2026-06-27T08:48:00.000Z,17,,OK
TNT_001,BKG_TRP_0000027_03,TRP_0000027,EMP_00795,SITE_BLR_02,SHIFT_DAY,BOARDED,2026-06-27T08:31:00.000Z,2026-06-27T08:48:00.000Z,17,,OK
TNT_001,BKG_TRP_0000028_01,TRP_0000028,EMP_04487,SITE_BLR_01,SHIFT_MORNING,BOARDED,2026-06-28T05:25:00.000Z,2026-06-28T05:29:00.000Z,4,,OK
TNT_001,BKG_TRP_0000028_02,TRP_0000028,EMP_02833,SITE_BLR_01,SHIFT_MORNING,BOARDED,2026-06-28T05:25:00.000Z,2026-06-28T05:29:00.000Z,4,,OK
TNT_001,BKG_TRP_0000028_03,TRP_0000028,EMP_04952,SITE_BLR_01,SHIFT_MORNING,BOARDED,2026-06-28T05:25:00.000Z,2026-06-28T05:29:00.000Z,4,,OK
TNT_001,BKG_TRP_0000028_04,TRP_0000028,EMP_03284,SITE_BLR_01,SHIFT_MORNING,BOARDED,2026-06-28T05:25:00.000Z,2026-06-28T05:29:00.000Z,4,,OK
TNT_001,BKG_TRP_0000029_01,TRP_0000029,EMP_01300,SITE_BLR_02,SHIFT_DAY,BOARDED,2026-06-29T08:33:00.000Z,2026-06-29T08:40:00.000Z,7,,OK
TNT_002,BKG_TRP_0000030_01,TRP_0000030,EMP_02226,SITE_HYD_02,SHIFT_EVENING,BOARDED,2026-06-30T13:15:00.000Z,2026-06-30T13:12:00.000Z,-3,FDB_TRP_0000030,OK
TNT_002,BKG_TRP_0000030_02,TRP_0000030,EMP_00390,SITE_HYD_02,SHIFT_EVENING,BOARDED,2026-06-30T13:15:00.000Z,2026-06-30T13:12:00.000Z,-3,,OK
TNT_001,BKG_TRP_0000031_01,TRP_0000031,EMP_02183,SITE_BLR_01,SHIFT_MORNING,BOARDED,2026-07-01T05:19:00.000Z,2026-07-01T05:43:00.000Z,24,,OK
TNT_003,BKG_TRP_0000032_01,TRP_0000032,EMP_05647,SITE_NCR_01,SHIFT_NIGHT,BOARDED,2026-07-02T21:40:00.000Z,2026-07-02T21:43:00.000Z,3,,OK
TNT_003,BKG_TRP_0000032_02,TRP_0000032,EMP_01129,SITE_NCR_01,SHIFT_NIGHT,BOARDED,2026-07-02T21:40:00.000Z,2026-07-02T21:43:00.000Z,3,,OK
TNT_001,BKG_TRP_0000033_01,TRP_0000033,EMP_03184,SITE_BLR_01,SHIFT_MORNING,BOARDED,2026-07-03T05:39:00.000Z,2026-07-03T05:38:00.000Z,-1,,OK
TNT_003,BKG_TRP_0000034_01,TRP_0000034,EMP_02352,SITE_NCR_01,SHIFT_EVENING,TRIP_CANCELLED,2026-07-04T13:04:00.000Z,,,,OK
TNT_003,BKG_TRP_0000034_02,TRP_0000034,EMP_01760,SITE_NCR_01,SHIFT_EVENING,TRIP_CANCELLED,2026-07-04T13:04:00.000Z,,,,OK
TNT_003,BKG_TRP_0000034_03,TRP_0000034,EMP_04890,SITE_NCR_01,SHIFT_EVENING,TRIP_CANCELLED,2026-07-04T13:04:00.000Z,,,,OK
TNT_003,BKG_TRP_0000034_04,TRP_0000034,EMP_00359,SITE_NCR_01,SHIFT_EVENING,TRIP_CANCELLED,2026-07-04T13:04:00.000Z,,,,OK
TNT_001,BKG_TRP_0000035_01,TRP_0000035,EMP_05598,SITE_BLR_02,SHIFT_EVENING,BOARDED,2026-07-05T13:41:00.000Z,2026-07-05T13:45:00.000Z,4,,OK
TNT_001,BKG_TRP_0000036_01,TRP_0000036,EMP_02886,SITE_BLR_01,SHIFT_DAY,BOARDED,2026-07-06T08:35:00.000Z,2026-07-06T08:38:00.000Z,3,,OK
TNT_002,BKG_TRP_0000037_01,TRP_0000037,EMP_00530,SITE_HYD_01,SHIFT_NIGHT,BOARDED,2026-07-07T21:39:00.000Z,2026-07-07T21:37:00.000Z,-2,,OK
TNT_002,BKG_TRP_0000037_02,TRP_0000037,EMP_05149,SITE_HYD_01,SHIFT_NIGHT,BOARDED,2026-07-07T21:39:00.000Z,2026-07-07T21:37:00.000Z,-2,,OK
TNT_001,BKG_TRP_0000038_01,TRP_0000038,EMP_03152,SITE_BLR_01,SHIFT_NIGHT,BOARDED,2026-07-08T21:22:00.000Z,2026-07-08T21:38:00.000Z,16,,OK
TNT_001,BKG_TRP_0000039_01,TRP_0000039,EMP_04294,SITE_BLR_01,SHIFT_EVENING,BOARDED,2026-07-09T13:11:00.000Z,2026-07-09T13:12:00.000Z,1,FDB_TRP_0000039,OK
TNT_003,BKG_TRP_0000040_01,TRP_0000040,EMP_05376,SITE_NCR_01,SHIFT_MORNING,NO_SHOW,2026-07-10T05:37:00.000Z,,,,OK
TNT_001,BKG_TRP_0000041_01,TRP_0000041,EMP_01052,SITE_BLR_01,SHIFT_DAY,BOARDED,2026-07-11T08:25:00.000Z,2026-07-11T08:29:00.000Z,4,,OK
TNT_003,BKG_TRP_0000042_01,TRP_0000042,EMP_03029,SITE_NCR_01,SHIFT_NIGHT,BOARDED,2026-07-12T21:12:00.000Z,2026-07-12T21:13:00.000Z,1,,OK
TNT_001,BKG_TRP_0000043_01,TRP_0000043,EMP_02320,SITE_BLR_01,SHIFT_NIGHT,BOARDED,2026-07-13T21:14:00.000Z,2026-07-13T21:12:00.000Z,-2,,OK
TNT_001,BKG_TRP_0000043_02,TRP_0000043,EMP_02919,SITE_BLR_01,SHIFT_NIGHT,NO_SHOW,2026-07-13T21:14:00.000Z,,,,OK
TNT_001,BKG_TRP_0000044_01,TRP_0000044,EMP_03835,SITE_BLR_01,SHIFT_EVENING,TRIP_CANCELLED,2026-07-14T13:07:00.000Z,,,,OK
TNT_001,BKG_TRP_0000044_02,TRP_0000044,EMP_04313,SITE_BLR_01,SHIFT_EVENING,TRIP_CANCELLED,2026-07-14T13:07:00.000Z,,,,OK
TNT_001,BKG_TRP_0000044_03,TRP_0000044,EMP_02417,SITE_BLR_01,SHIFT_EVENING,TRIP_CANCELLED,2026-07-14T13:07:00.000Z,,,,OK
TNT_001,BKG_TRP_0000044_04,TRP_0000044,EMP_01382,SITE_BLR_01,SHIFT_EVENING,TRIP_CANCELLED,2026-07-14T13:07:00.000Z,,,,OK
TNT_002,BKG_TRP_0000045_01,TRP_0000045,EMP_02124,SITE_HYD_02,SHIFT_DAY,BOARDED,2026-07-15T08:09:00.000Z,2026-07-15T08:11:00.000Z,2,FDB_TRP_0000045,OK
TNT_002,BKG_TRP_0000046_01,TRP_0000046,EMP_01047,SITE_HYD_01,SHIFT_DAY,BOARDED,2026-07-16T08:44:00.000Z,2026-07-16T08:49:00.000Z,5,,OK
TNT_002,BKG_TRP_0000047_01,TRP_0000047,EMP_01698,SITE_HYD_01,SHIFT_MORNING,BOARDED,2026-07-17T05:27:00.000Z,2026-07-17T05:28:00.000Z,1,,OK
TNT_001,BKG_TRP_0000048_01,TRP_0000048,EMP_05007,SITE_BLR_01,SHIFT_EVENING,BOARDED,2026-07-18T13:43:00.000Z,2026-07-18T13:44:00.000Z,1,,OK
TNT_003,BKG_TRP_0000049_01,TRP_0000049,EMP_01036,SITE_NCR_01,SHIFT_DAY,BOARDED,2026-07-19T08:43:00.000Z,2026-07-19T08:46:00.000Z,3,,OK
TNT_002,BKG_TRP_0000050_01,TRP_0000050,EMP_03078,SITE_HYD_02,SHIFT_DAY,BOARDED,2026-07-20T08:41:00.000Z,2026-07-20T08:46:00.000Z,5,,OK
TNT_001,BKG_TRP_0000051_01,TRP_0000051,EMP_04218,SITE_BLR_02,SHIFT_MORNING,BOARDED,2026-07-21T05:22:00.000Z,2026-07-21T05:59:00.000Z,37,,OK
TNT_001,BKG_TRP_0000051_02,TRP_0000051,EMP_03803,SITE_BLR_02,SHIFT_MORNING,BOARDED,2026-07-21T05:22:00.000Z,2026-07-21T05:59:00.000Z,37,,OK
TNT_001,BKG_TRP_0000051_03,TRP_0000051,EMP_00387,SITE_BLR_02,SHIFT_MORNING,BOARDED,2026-07-21T05:22:00.000Z,2026-07-21T05:59:00.000Z,37,,OK
TNT_002,BKG_TRP_0000052_01,TRP_0000052,EMP_04092,SITE_HYD_02,SHIFT_MORNING,BOARDED,2026-07-22T05:34:00.000Z,2026-07-22T05:40:00.000Z,6,,OK
TNT_001,BKG_TRP_0000053_01,TRP_0000053,EMP_00433,SITE_BLR_01,SHIFT_DAY,NO_SHOW,2026-07-23T08:19:00.000Z,,,,OK
TNT_001,BKG_TRP_0000054_01,TRP_0000054,EMP_02701,SITE_BLR_01,SHIFT_EVENING,BOARDED,2026-07-24T13:33:00.000Z,2026-07-24T13:33:00.000Z,0,,OK
TNT_002,BKG_TRP_0000055_01,TRP_0000055,EMP_05813,SITE_HYD_02,SHIFT_EVENING,BOARDED,2026-07-25T13:23:00.000Z,2026-07-25T13:34:00.000Z,11,,OK
TNT_002,BKG_TRP_0000055_02,TRP_0000055,EMP_02226,SITE_HYD_02,SHIFT_EVENING,BOARDED,2026-07-25T13:23:00.000Z,2026-07-25T13:34:00.000Z,11,,OK
TNT_002,BKG_TRP_0000055_03,TRP_0000055,EMP_00390,SITE_HYD_02,SHIFT_EVENING,BOARDED,2026-07-25T13:23:00.000Z,2026-07-25T13:34:00.000Z,11,,OK
TNT_001,BKG_TRP_0000056_01,TRP_0000056,EMP_03431,SITE_BLR_01,SHIFT_DAY,BOARDED,2026-07-26T08:09:00.000Z,2026-07-26T08:05:00.000Z,-4,,OK
TNT_003,BKG_TRP_0000057_01,TRP_0000057,EMP_04517,SITE_NCR_01,SHIFT_MORNING,BOARDED,2026-07-27T05:26:00.000Z,2026-07-27T05:28:00.000Z,2,,OK
TNT_003,BKG_TRP_0000058_01,TRP_0000058,EMP_01875,SITE_NCR_01,SHIFT_DAY,BOARDED,2026-07-28T08:05:00.000Z,2026-07-28T08:03:00.000Z,-2,FDB_TRP_0000058,OK
TNT_003,BKG_TRP_0000058_02,TRP_0000058,EMP_00794,SITE_NCR_01,SHIFT_DAY,NO_SHOW,2026-07-28T08:05:00.000Z,,,,OK
TNT_001,BKG_TRP_0000059_01,TRP_0000059,EMP_01846,SITE_BLR_01,SHIFT_NIGHT,BOARDED,2026-07-29T21:42:00.000Z,2026-07-29T21:38:00.000Z,-4,,OK
TNT_001,BKG_TRP_0000059_02,TRP_0000059,EMP_04312,SITE_BLR_01,SHIFT_NIGHT,BOARDED,2026-07-29T21:42:00.000Z,2026-07-29T21:38:00.000Z,-4,,OK
TNT_001,BKG_TRP_0000059_03,TRP_0000059,EMP_00140,SITE_BLR_01,SHIFT_NIGHT,BOARDED,2026-07-29T21:42:00.000Z,2026-07-29T21:38:00.000Z,-4,,OK
TNT_001,BKG_TRP_0000059_04,TRP_0000059,EMP_04089,SITE_BLR_01,SHIFT_NIGHT,BOARDED,2026-07-29T21:42:00.000Z,2026-07-29T21:38:00.000Z,-4,,OK
TNT_001,BKG_TRP_0000060_01,TRP_0000060,EMP_05153,SITE_BLR_02,SHIFT_EVENING,BOARDED,2026-07-30T13:10:00.000Z,2026-07-30T13:08:00.000Z,-2,,OK
TNT_001,BKG_TRP_0000061_01,TRP_0000061,EMP_04773,SITE_BLR_01,SHIFT_DAY,BOARDED,2026-07-31T08:05:00.000Z,2026-07-31T08:09:00.000Z,4,FDB_TRP_0000061,OK
TNT_001,BKG_TRP_0000062_01,TRP_0000062,EMP_05023,SITE_BLR_02,SHIFT_DAY,BOARDED,2026-08-01T08:44:00.000Z,2026-08-01T08:41:00.000Z,-3,FDB_TRP_0000062,OK
TNT_001,BKG_TRP_0000063_01,TRP_0000063,EMP_01683,SITE_BLR_01,SHIFT_NIGHT,BOARDED,2026-08-02T21:43:00.000Z,2026-08-02T21:57:00.000Z,14,,OK
TNT_001,BKG_TRP_0000064_01,TRP_0000064,EMP_00437,SITE_BLR_01,SHIFT_EVENING,BOARDED,2026-08-03T13:24:00.000Z,2026-08-03T13:30:00.000Z,6,,OK
TNT_001,BKG_TRP_0000065_01,TRP_0000065,EMP_00608,SITE_BLR_01,SHIFT_MORNING,BOARDED,2026-08-04T05:04:00.000Z,2026-08-04T05:08:00.000Z,4,,OK
TNT_001,BKG_TRP_0000066_01,TRP_0000066,EMP_01714,SITE_BLR_02,SHIFT_EVENING,BOARDED,2026-08-05T13:38:00.000Z,2026-08-05T13:38:00.000Z,0,,OK
TNT_001,BKG_TRP_0000067_01,TRP_0000067,EMP_04074,SITE_BLR_01,SHIFT_NIGHT,BOARDED,2026-08-06T21:27:00.000Z,2026-08-06T21:30:00.000Z,3,FDB_TRP_0000067,OK
TNT_002,BKG_TRP_0000068_01,TRP_0000068,EMP_05011,SITE_HYD_01,SHIFT_DAY,BOARDED,2026-08-07T08:19:00.000Z,2026-08-07T08:49:00.000Z,30,,OK
TNT_002,BKG_TRP_0000068_02,TRP_0000068,EMP_02734,SITE_HYD_01,SHIFT_DAY,BOARDED,2026-08-07T08:19:00.000Z,2026-08-07T08:49:00.000Z,30,,OK
TNT_002,BKG_TRP_0000068_03,TRP_0000068,EMP_03917,SITE_HYD_01,SHIFT_DAY,BOARDED,2026-08-07T08:19:00.000Z,2026-08-07T08:49:00.000Z,30,,OK
TNT_003,BKG_TRP_0000069_01,TRP_0000069,EMP_00136,SITE_NCR_01,SHIFT_DAY,BOARDED,2026-08-08T08:10:00.000Z,2026-08-08T08:19:00.000Z,9,,OK
TNT_003,BKG_TRP_0000070_01,TRP_0000070,EMP_02042,SITE_NCR_01,SHIFT_MORNING,BOARDED,2026-08-09T05:18:00.000Z,2026-08-09T05:21:00.000Z,3,,OK
TNT_001,BKG_TRP_0000071_01,TRP_0000071,EMP_05814,SITE_BLR_01,SHIFT_NIGHT,BOARDED,2026-08-10T21:10:00.000Z,2026-08-10T21:09:00.000Z,-1,,OK
TNT_001,BKG_TRP_0000072_01,TRP_0000072,EMP_05735,SITE_BLR_01,SHIFT_DAY,BOARDED,2026-08-11T08:29:00.000Z,2026-08-11T08:58:00.000Z,29,,OK
TNT_001,BKG_TRP_0000072_02,TRP_0000072,EMP_01372,SITE_BLR_01,SHIFT_DAY,BOARDED,2026-08-11T08:29:00.000Z,2026-08-11T08:58:00.000Z,29,,OK
TNT_001,BKG_TRP_0000072_03,TRP_0000072,EMP_05484,SITE_BLR_01,SHIFT_DAY,BOARDED,2026-08-11T08:29:00.000Z,2026-08-11T08:58:00.000Z,29,,OK
TNT_001,BKG_TRP_0000072_04,TRP_0000072,EMP_02992,SITE_BLR_01,SHIFT_DAY,BOARDED,2026-08-11T08:29:00.000Z,2026-08-11T08:58:00.000Z,29,,OK
TNT_001,BKG_TRP_0000073_01,TRP_0000073,EMP_05075,SITE_BLR_01,SHIFT_NIGHT,NO_SHOW,2026-08-12T21:18:00.000Z,,,FDB_TRP_0000073,OK
TNT_001,BKG_TRP_0000074_01,TRP_0000074,EMP_00152,SITE_BLR_01,SHIFT_DAY,BOARDED,2026-08-13T08:31:00.000Z,2026-08-13T08:33:00.000Z,2,,OK
TNT_002,BKG_TRP_0000075_01,TRP_0000075,EMP_01375,SITE_HYD_02,SHIFT_EVENING,BOARDED,2026-08-14T13:19:00.000Z,2026-08-14T13:20:00.000Z,1,,OK
TNT_001,BKG_TRP_0000076_01,TRP_0000076,EMP_01235,SITE_BLR_02,SHIFT_EVENING,BOARDED,2026-08-15T13:36:00.000Z,2026-08-15T13:37:00.000Z,1,,OK
TNT_001,BKG_TRP_0000076_02,TRP_0000076,EMP_03316,SITE_BLR_02,SHIFT_EVENING,BOARDED,2026-08-15T13:36:00.000Z,2026-08-15T13:37:00.000Z,1,,OK
TNT_001,BKG_TRP_0000076_03,TRP_0000076,EMP_01009,SITE_BLR_02,SHIFT_EVENING,BOARDED,2026-08-15T13:36:00.000Z,2026-08-15T13:37:00.000Z,1,,OK
TNT_001,BKG_TRP_0000077_01,TRP_0000077,EMP_05442,SITE_BLR_01,SHIFT_MORNING,BOARDED,2026-08-16T05:11:00.000Z,2026-08-16T05:12:00.000Z,1,,OK
TNT_003,BKG_TRP_0000078_01,TRP_0000078,EMP_00048,SITE_NCR_01,SHIFT_MORNING,BOARDED,2026-08-17T05:36:00.000Z,2026-08-17T05:36:00.000Z,0,,OK
TNT_002,BKG_TRP_0000079_01,TRP_0000079,EMP_03615,SITE_HYD_02,SHIFT_MORNING,BOARDED,2026-08-18T05:11:00.000Z,2026-08-18T05:12:00.000Z,1,,OK
TNT_003,BKG_TRP_0000080_01,TRP_0000080,EMP_00048,SITE_NCR_01,SHIFT_MORNING,BOARDED,2026-08-19T05:25:00.000Z,2026-08-19T05:34:00.000Z,9,,OK
TNT_001,BKG_TRP_0000081_01,TRP_0000081,EMP_02614,SITE_BLR_01,SHIFT_EVENING,BOARDED,2026-08-20T13:21:00.000Z,2026-08-20T13:21:00.000Z,0,,OK
TNT_001,BKG_TRP_0000082_01,TRP_0000082,EMP_02684,SITE_BLR_02,SHIFT_EVENING,BOARDED,2026-08-21T13:14:00.000Z,2026-08-21T13:13:00.000Z,-1,,OK
TNT_001,BKG_TRP_0000083_01,TRP_0000083,EMP_04385,SITE_BLR_01,SHIFT_MORNING,TRIP_CANCELLED,2026-08-22T05:22:00.000Z,,,,OK
TNT_002,BKG_TRP_0000084_01,TRP_0000084,EMP_05869,SITE_HYD_02,SHIFT_DAY,BOARDED,2026-08-23T08:03:00.000Z,2026-08-23T08:02:00.000Z,-1,,OK
TNT_003,BKG_TRP_0000085_01,TRP_0000085,EMP_00208,SITE_NCR_01,SHIFT_EVENING,BOARDED,2026-08-24T13:30:00.000Z,2026-08-24T13:28:00.000Z,-2,,OK
TNT_003,BKG_TRP_0000086_01,TRP_0000086,EMP_05592,SITE_NCR_01,SHIFT_EVENING,BOARDED,2026-08-25T13:35:00.000Z,2026-08-25T13:46:00.000Z,11,,OK
TNT_001,BKG_TRP_0000087_01,TRP_0000087,EMP_02462,SITE_BLR_02,SHIFT_DAY,BOARDED,2026-08-26T08:33:00.000Z,2026-08-26T08:32:00.000Z,-1,,OK
TNT_001,BKG_TRP_0000088_01,TRP_0000088,EMP_03846,SITE_BLR_01,SHIFT_DAY,BOARDED,2026-08-27T08:29:00.000Z,2026-08-27T08:29:00.000Z,0,,OK
TNT_001,BKG_TRP_0000089_01,TRP_0000089,EMP_05823,SITE_BLR_01,SHIFT_MORNING,BOARDED,2026-08-28T05:29:00.000Z,2026-08-28T05:33:00.000Z,4,,OK
TNT_003,BKG_TRP_0000090_01,TRP_0000090,EMP_01255,SITE_NCR_01,SHIFT_NIGHT,BOARDED,2026-08-29T21:38:00.000Z,2026-08-29T21:43:00.000Z,5,,OK
TNT_001,BKG_TRP_0000091_01,TRP_0000091,EMP_03958,SITE_BLR_01,SHIFT_EVENING,BOARDED,2026-06-01T13:01:00.000Z,2026-06-01T13:03:00.000Z,2,,OK
TNT_002,BKG_TRP_0000092_01,TRP_0000092,EMP_00774,SITE_HYD_02,SHIFT_EVENING,TRIP_CANCELLED,2026-06-02T13:13:00.000Z,,,,OK
TNT_001,BKG_TRP_0000093_01,TRP_0000093,EMP_04067,SITE_BLR_01,SHIFT_NIGHT,BOARDED,2026-06-03T21:16:00.000Z,2026-06-03T21:22:00.000Z,6,FDB_TRP_0000093,OK
TNT_003,BKG_TRP_0000094_01,TRP_0000094,EMP_01232,SITE_NCR_01,SHIFT_DAY,BOARDED,2026-06-04T08:43:00.000Z,2026-06-04T08:46:00.000Z,3,,OK
TNT_002,BKG_TRP_0000095_01,TRP_0000095,EMP_00417,SITE_HYD_01,SHIFT_EVENING,BOARDED,2026-06-05T13:07:00.000Z,2026-06-05T13:26:00.000Z,19,,OK
TNT_001,BKG_TRP_0000096_01,TRP_0000096,EMP_00130,SITE_BLR_01,SHIFT_EVENING,BOARDED,2026-06-06T13:41:00.000Z,2026-06-06T13:40:00.000Z,-1,,OK
TNT_003,BKG_TRP_0000097_01,TRP_0000097,EMP_03353,SITE_NCR_01,SHIFT_EVENING,NO_SHOW,2026-06-07T13:43:00.000Z,,,,OK
TNT_001,BKG_TRP_0000098_01,TRP_0000098,EMP_00635,SITE_BLR_01,SHIFT_NIGHT,BOARDED,2026-06-08T21:00:00.000Z,2026-06-08T21:23:00.000Z,23,,OK
